fact_id	person_id	xml_id	source	window_id	hit_ids	play_title_surface	play_id_hint	fact_type	person_surface	person_role	character	org_surface	venue_surface	settlement_surface	country	date_start	date_end	date_precision	evidence_quote	evidence_ok	confidence	model	drafted_at	notes
GOLD#011	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gold_claude			דאָס יידישע האַרץ	PL-0052	excluded_homonym										none	"און פֿירט דאָרט אויף זיינע פּיעסן: „דאָס פֿאָלשע ווייב"", דראָמע אין 4 אַקטן און „דאָס יידישע האַרץ"" אָדער „די טענער פֿון כל נדרי“"	yes	high	claude-agent-gold		Excluded: 'Dos yidishe harts, oder Di tener fun Kol Nidre' is one of Gebil's OWN plays ('zayne pyesn'), a homonym of Lateiner's famous 'Dos yidishe harts' (PL-0052). The subtitle also collides lexically with 'Kol Nidre' (PL-0207) but is not a play mention.
GOLD#012	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gold_claude			דאָס גאָלדענע קאַלב	PL-0059	excluded_homonym										none	"און זיינע פּיעסן „הלל הזקן“, דראָמע אין 4 אָקטן, „דאָס גאָלדענע קאַלב"" און דאָס צייט-בילד „חורבן סאָן פראַנציסקאָ“"	yes	high	claude-agent-gold		Excluded: 'Dos goldene kalb' staged at Gebil's Star Theater is listed among Gebil's OWN plays, a homonym of the registry play PL-0059.
GOLD#013	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gold_claude			ווערדזשונוס אין אַ טענעמענט-הויז	PL-0177	excluded_homonym										none	„ווערדזשונוס אין אַ טענעמענט-הויז“	yes	high	claude-agent-gold		Excluded: one of Gebil's own popular one-act sketches; the title merely alludes to Virginius (cf. Hurwitz registry PL-0176/PL-0177) — it is Gebil's sketch, not Hurwitz's play.
GOLD#014	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gold_claude			קאָלאָמבוס	PL-0252	excluded_homonym										none	„הערשל אַסטראָפּאָלער“, „קאָלאָמבוס“ (נאָר איין מאָל געשפּילט)	yes	high	claude-agent-gold		Excluded: 'Kolombus' at the Brooklyn Lyric Theater is listed among Gebil's OWN plays ('zayne pyesn'), a homonym of the registry play PL-0252.
GOLD#015	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gold_claude			מאָנטאָ קריסטאָ	PL-0215	excluded_homonym										none	דזשעמס אָניעלס „מאָנטאָ קריסטאָ“	yes	high	claude-agent-gold		Excluded: Gebil staged a translation of James O'Neill's 'Monte Cristo' (after Dumas), not Hurwitz's 'Monte Kristo' (PL-0215).
GOLD#016	P-1-facs_288_tr_1741260227	facs_288_tr_1741260227	gold_claude			קאָמעליענדאָמע	PL-0106	excluded_homonym	[HOST]									none	"שפּעטער האָט ד. די געלעגנהייט צו שפּילן ""אַרמאַנד"" אין „קאָמעליענדאָמע"" און „ריימאָנד“ אין „מאָדאָם איקס"" מיט דער גאַסטראָלירנדיקער לאָבל"	yes	medium	claude-agent-gold		"Darelin played ""Armand"" in „קאָמעליענדאָמע"" (and ""Raymond"" in ""Madame X"") with the touring guest star Label, Buenos Aires ca. 1923-25. The play is Dumas fils' La Dame aux Camélias; no Lateiner attribution in context, and the registry entry PL-0106 די קאמעליען דאמע would itself be a translation/adaptation of the famous non-Yiddish original. Excluded as another author's (Dumas) famous same-title play."
GOLD#017	P-1-facs_388_tr_1739715081	facs_388_tr_1739715081	gold_claude			שמשון הגבור	PL-0272	excluded_homonym	[HOST]									none	"אין 1891 איז אויפֿגעפֿירט געוואָרן ז.'ס מעלאָדראַמע „שמשון הגבור"". דיזעלבע פּיעסע איז אין 1895 אויפֿגעפֿירט געוואָרן אין שיקאָגאָ דורך טאָמאָשעווסקי און אָדלער (מוזיק פֿון הערמאָן פידלער)"	yes	high	claude-agent-gold		"""שמשון הגבור"" is explicitly the host's (Zolotkoff's) own melodrama (""ז.'ס מעלאָדראַמע""), staged 1891 and again 1895 in Chicago by Tomashevsky and Adler (music Herman Fidler). Homonym of registry PL-0272 שמשון הגיבור. Excluded."
GOLD#018	P-2-facs_173_tr_1744279070	facs_173_tr_1744279070	gold_claude			אוריאל אַקאָסטא		excluded_homonym	[HOST]	adapter		הבימה						none	האָט באַאַרבעט דעם טעקסט פֿון דער העברעישער איבערזעצונג פֿון גוצקאָווס „אוריאל אַקאָסטא“	yes	high	claude-agent-gold		This is Karl Gutzkow's classic drama 'Uriel Acosta' (Hebrew translation performed by Habima), not Hurwitz's play 'קאָלאָניע שומרון-סאַמאַריע אָדער אוריאל אַקאָסטא אין כאַלאַט' (PL-0253); title only partially overlaps and context (Gutzkow, Habima) rules out Hurwitz's play.
GOLD#019	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			שרה שיינדל		production	[HOST]	actor	אַמעריקאַנער	טרופּע פֿון זשיטאָמירסקי		נאוואַ בוך	רוסלאַנד			none	"ווערט ער אַריינגענומען אין דער גאַסטראָלירנדיקער יידישער טרופּע פֿון זשיטאָמירסקי, ביי וועלכער ער דעביוטירט אין נאוואַ בוך אַלס „אַמעריקאַנער"" אין לאַטיינערס „שרה שיינדל"""	yes	high	claude-agent-gold		"Professional debut with Zhitomirski's touring Yiddish troupe in Novaya Bug; play explicitly attributed to Lateiner (""לאַטיינערס""); title not in the registry lists, hence empty play_id_hint. No explicit date (roughly mid-1900s; born 1888)."
GOLD#020	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			חורבן ירושלים	PL-0180	production	[HOST]	actor	גדליהו	קאַמינסקיס טעאַטער		וואַרשע	פּוילן	1912		year	"צוריקגעקערט קיין פּוילן, וואו ער שפּילט אין קאַמינסקיס טעאַטער אַלס ערשטער ראַליסט, אויסטרעטנדיק אַלס „גדליהו"" אין לאַטיינערס „חורבן ירושלים"""	yes	high	claude-agent-gold		"Explicitly ""לאַטיינערס „חורבן ירושלים"""". Settlement Warsaw inferred from context (""וואַרשעווער יידישן טעאַטער עולם"")."
GOLD#021	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			חכמת נשים	PL-0184	production	[HOST]	actor		קעסלערס סעקאַנד-עוועניו-טעאַטער (מענ. יוסף עדעלשטיין)		ניו יאָרק	אַמעריקע	1922	1924	year	"1922-24 אָנגאַזשירט אין קעסלערס סעקאַנד-עוועניו-טעאַטער (מענ. — יוסף עדעלשטיין), וואו ער פֿירט אויף און שפּילט די ערשטע ראָלן אין ""קלוגע פרויען“ (באַאַרבעט לויט „פּראָפ."" הורוויץס „חכמת נשים"")"	yes	high	claude-agent-gold		"Performed as ""קלוגע פרויען"", an adaptation (""באַאַרבעט לויט „פּראָפ."" הורוויץס „חכמת נשים""""). Host played the leading roles."
GOLD#022	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			חכמת נשים	PL-0184	production	[HOST]	director		קעסלערס סעקאַנד-עוועניו-טעאַטער (מענ. יוסף עדעלשטיין)		ניו יאָרק	אַמעריקע	1922	1924	year	"1922-24 אָנגאַזשירט אין קעסלערס סעקאַנד-עוועניו-טעאַטער (מענ. — יוסף עדעלשטיין), וואו ער פֿירט אויף און שפּילט די ערשטע ראָלן אין ""קלוגע פרויען“ (באַאַרבעט לויט „פּראָפ."" הורוויץס „חכמת נשים"")"	yes	high	claude-agent-gold		"""ער פֿירט אויף"" — host staged/directed the production of ""קלוגע פרויען"", adapted from Hurwitz's חכמת נשים."
GOLD#023	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			יוסף און די ברידער	PL-0199	production	[HOST]	actor	יוסף			ניקאָלאַיעוו	רוסלאַנד	1900		circa	"שוין אין עלטער פֿון 12 יאָר געשפּילט ""יוסף"" אין דער פּיעסע ""יוסף און די ברידער“ אין אַ פּריוואַטער שטוב מיט די אָרטיקע „ליבהאָבער"""	yes	low	claude-agent-gold		"Amateur (""ליבהאָבער"") performance in a private house at age 12 (born Nov 1888, hence ca. 1900-01). No author named in text; registry PL-0199 יוסף און זײַנע ברידער is a plausible but uncertain identification — could equally be a folk/purim-shpil version of the biblical story."
GOLD#024	P-2-facs_263_tr_1744280809	facs_263_tr_1744280809	gold_claude			די קעניגיין פֿון דער לופט	PL-0262	excluded_homonym	[HOST]									none	"אין אַ ריי אייראָפּעישע אָפּערעטעס ווי „די טשאַרדאַש-פֿירשטין“, „פאַשינגספעע“, „גרי-גרי“, „די דאָלאָר-פּרינצעסין“, „מיידל-מאַרק"", „די קעניגיין פֿון דער לופט"""	yes	medium	claude-agent-gold		"Title collides with registry PL-0262 קעניגען פון לופט, but the text lists it among ""אייראָפּעישע אָפּערעטעס"" (alongside Die Csárdásfürstin, Faschingsfee, Gri-Gri, Die Dollarprinzessin, Mädel-Markt) staged at the Warsaw Central-Teater — i.e., a translated European operetta, not the Hurwitz registry play. Excluded on that contextual ground; re-examine if PL-0262 is itself an operetta adaptation."
GOLD#025	P-2-facs_286_r_2	facs_286_r_2	gold_claude			דער ישיבה בחור	PL-0144	excluded_homonym	[HOST]	actor	חנהלע			קליוולאַנד				none	"דעביוטירנדיק אַלס „חנהלע"" אין זאַלאַטאַרעווסקיס „דער ישיבה בחור"""	yes	high	claude-agent-gold		Title matches registry PL-0144 (דער ישיבֿה־בחור), but text explicitly attributes it to Zalatarevsky (זאַלאַטאַרעווסקי), not Lateiner/Hurwitz; excluded as homonym.
GOLD#026	P-2-facs_296_r	facs_296_r	gold_claude			שלאָמקע און ריקל	PL-0267	production	[HOST]	actor	דר. שוואַרץ	פּראָווינציעלע חברים-טרופּע א'ל פֿון פ. באַריץ				1919		year	"דעביוטירט פּראָפעסיאנעל אין 1919 אַלס „דר. שוואַרץ"" אין לאַטיינערס ""שלאָמקע און ריקל"" אין אַ פּראָווינציעלער חבריםטרופּע א'ל פֿון פ. באַריץ"	yes	high	claude-agent-gold		"Meir Mestel's professional debut; play explicitly attributed to Lateiner (""לאַטיינערס""). Provincial troupe in Galicia (he then returned home to Lemberg)."
GOLD#027	P-2-facs_296_r	facs_296_r	gold_claude			מלכה שבא	PL-0220	excluded_homonym	מעסקאָ, אַדאַם									none	"אין 1896 איז אין פֿילאָדעלפֿיער אָרטש-סטריט-טעאַטער אויפֿגעפירט געוואָרן מ.'ס פּיעסע „מלכה שבא"" מיט מוזיק פֿון א. ז. יאַריכאָווסקי"	yes	high	claude-agent-gold		"This file contains a second, appended entry (Mesko, Adam). ""מלכה שבא"" (1896, Philadelphia Arch Street Theatre, music A.Z. Yarikhovski) is explicitly Mesko's own play (""מ.'ס פּיעסע""), a homonym of registry PL-0220 מלכת שבא (Hurwitz). Excluded."
GOLD#028	P-2-facs_296_r	facs_296_r	gold_claude			דאָס קינאין וואָלד	PL-0057	excluded_homonym	מעסקאָ, אַדאַם									none	"אין 1893 איז אין ניויאָרקער רומעניע-אָפּערע-הויז אויפֿגעפֿירט געוואָרן זיין „דאָס קינאין וואָלד, מעלאָדראַמע אין 4 אַקטן"""	yes	high	claude-agent-gold		"""דאָס קינאין וואָלד"" [= דאָס קינד אין וואַלד], melodrama in 4 acts, staged 1893 in the New York Roumania Opera House, is attributed in the text to Mesko himself (""זיין""). Homonym of registry PL-0057 דאָס קינד אין וואַלד. Excluded."
GOLD#029	P-2-facs_296_r	facs_296_r	gold_claude			די טאָכטער פֿון ירושלים, אָדער, דער רוימישער טיראָן		excluded_homonym	מעסקאָ, אַדאַם									none	"אין 1898 ווערט — לויט ב. גאָרין - געשפּילט אין זעלבן טעאַטער מ.'ס „די טאָכטער פֿון ירושלים, אָדער, דער רוימישער טיראָן, קאָמעדיע אין 4 אַקטן"""	yes	medium	claude-agent-gold		"Mesko's own 1898 comedy (adapted from ""דער רויב פֿון דער סאַבינערין"" / Der Raub der Sabinerinnen). Its title ""די טאָכטער פֿון ירושלים"" collides only with SUBTITLES of registry plays PL-0118 (דניאל, אָדער די טאָכטער פֿון ירושלים) and PL-0224 (מײַן ווײַבס פֿרײַנד, אָדער די טאָכטער פֿון ירושלים). Not a Lateiner/Hurwitz play here. Excluded."
GOLD#030	P-3-facs_133_tr_1755157303	facs_133_tr_1755157303	gold_claude			רחל, דגל מחנה יהודה		excluded_homonym	[HOST]	other				לעמבערג		1900		year	"שאַרקאַנסקיס ""רחל, דגל מחנה יהודה"" (אין וועלכער לודווייג זאַץ דעביוטירט אין אַ קינדער-ראָל)"	yes	high	claude-agent-gold		Title 'דגל מחנה יהודה' matches PL-0067 in lateiner_plays.tsv, but text explicitly attributes this production to Sharkansky (שאַרקאַנסקי); excluded as homonym.
GOLD#031	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude			פיר הונדערט יאָר	PL-0001	production	באָריס טאָמאָשעווסקי	director						1899		year	מען האָט דעמאָלט געשפּילט לאַטיינערס פּיעסע „פיר הונדערט יאָר“ און דער רעזשיסער פון פרעסע, באָריס טאָמאָשעווסקי, האָט באַשטימט, אַז די אָנערקענטע אקטיארן פייביש גאָלד. לייזער גאָלדשטיין, סאָלאָמאָן מאַנע אין אַפֿרים פּערלמוטער זאָלן זינגען אין כאָר, אַלס קוואַרטעט.	yes	medium	claude-agent-gold		Entry is not about [HOST]; this is a lengthy inserted excursus/footnote on the history of the Jewish actors' union quoting Boaz Yong's memoir. Title 'פיר הונדערט יאָר' matched to registry '400 יאָר' (PL-0001, spelled-out vs numeral form of the same title). Tomashevsky is called 'דער רעזשיסער פון פרעסע' (director of the rehearsal) who assigned the chorus roles; treated as directing role for this production.
GOLD#032	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude			פיר הונדערט יאָר	PL-0001	production	פייביש גאָלד	actor						1899		year	מען האָט דעמאָלט געשפּילט לאַטיינערס פּיעסע „פיר הונדערט יאָר“ און דער רעזשיסער פון פרעסע, באָריס טאָמאָשעווסקי, האָט באַשטימט, אַז די אָנערקענטע אקטיארן פייביש גאָלד. לייזער גאָלדשטיין, סאָלאָמאָן מאַנע אין אַפֿרים פּערלמוטער זאָלן זינגען אין כאָר, אַלס קוואַרטעט.	yes	medium	claude-agent-gold		Ordered to sing in chorus as part of a quartet in this Lateiner production, per Boaz Yong's account; not [HOST].
GOLD#033	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude			פיר הונדערט יאָר	PL-0001	production	לייזער גאָלדשטיין	actor						1899		year	מען האָט דעמאָלט געשפּילט לאַטיינערס פּיעסע „פיר הונדערט יאָר“ און דער רעזשיסער פון פרעסע, באָריס טאָמאָשעווסקי, האָט באַשטימט, אַז די אָנערקענטע אקטיארן פייביש גאָלד. לייזער גאָלדשטיין, סאָלאָמאָן מאַנע אין אַפֿרים פּערלמוטער זאָלן זינגען אין כאָר, אַלס קוואַרטעט.	yes	medium	claude-agent-gold		Ordered to sing in chorus as part of a quartet in this Lateiner production, per Boaz Yong's account; not [HOST].
GOLD#034	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude			פיר הונדערט יאָר	PL-0001	production	סאָלאָמאָן מאַנע	actor						1899		year	מען האָט דעמאָלט געשפּילט לאַטיינערס פּיעסע „פיר הונדערט יאָר“ און דער רעזשיסער פון פרעסע, באָריס טאָמאָשעווסקי, האָט באַשטימט, אַז די אָנערקענטע אקטיארן פייביש גאָלד. לייזער גאָלדשטיין, סאָלאָמאָן מאַנע אין אַפֿרים פּערלמוטער זאָלן זינגען אין כאָר, אַלס קוואַרטעט.	yes	medium	claude-agent-gold		Ordered to sing in chorus as part of a quartet in this Lateiner production, per Boaz Yong's account; not [HOST].
GOLD#035	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude			פיר הונדערט יאָר	PL-0001	production	אַפֿרים פּערלמוטער	actor						1899		year	מען האָט דעמאָלט געשפּילט לאַטיינערס פּיעסע „פיר הונדערט יאָר“ און דער רעזשיסער פון פרעסע, באָריס טאָמאָשעווסקי, האָט באַשטימט, אַז די אָנערקענטע אקטיארן פייביש גאָלד. לייזער גאָלדשטיין, סאָלאָמאָן מאַנע אין אַפֿרים פּערלמוטער זאָלן זינגען אין כאָר, אַלס קוואַרטעט.	yes	medium	claude-agent-gold		Ordered to sing in chorus as part of a quartet in this Lateiner production, per Boaz Yong's account; not [HOST].
GOLD#036	P-3-facs_359_tr_1755856144	facs_359_tr_1755856144	gold_claude					mention_only	פּראָפעסאָר הורוויץ	author			רומעניע אָפּערע הויז	ניו-יאָרק	USA	1887		year	דאָס טעאַטער איז דעמאָלט אָנגעפֿירט געוואָרן פֿון די אַקטיאָרן זיגמונד מאָגולעסקאָ און מאָריס פינקעל מיט פּראָפעסאָר הורוויץ אַלס פֿאַרפֿאַסער.	yes	low	claude-agent-gold		Judgment call: 'Professor Hurwitz' (=Moses Hurwitz) named as house playwright ('פֿאַרפֿאַסער') of the Rumania Opera House run by Mogulesko and Pinkel c. 1887, but no specific play title is named in this passage, so it only weakly satisfies the 'connects to a play' scope requirement. Included for recall; not about [HOST].
GOLD#037	P-3-facs_415_tr_1755856164	facs_415_tr_1755856164	gold_claude			דער ישיבה בחור	PL-0144	excluded_homonym										none	געהאַלטן אים פֿאַר זיין נאָכפֿאָלגער אין זיינע קרוין-ראָלן ווי „דער ישיבה בחור“	yes	medium	claude-agent-gold		Excluded: Thomashefsky's crown role 'Der Yeshive Bokher' is Isidore Zolatarevsky's play (originally 'Der yidisher Hamlet'), not Hurwitz's registry play PL-0144. Same passage also names 'Bar-Kokhba' (Goldfaden, not in registry).
GOLD#038	P-3-facs_415_tr_1755856164	facs_415_tr_1755856164	gold_claude			משה אוישער כל-נדרי אַלבאָם	PL-0207	excluded_homonym										none	„משה אוישער כל-נדרי אַלבאָם“	yes	high	claude-agent-gold		Excluded: this is a liturgical record album of the Kol Nidrei service, not a theater play; not Hurwitz's 'Kol Nidre' (PL-0207) nor Sharkansky's famous play.
GOLD#039	P-4-facs_131_tr_1754224982	facs_131_tr_1754224982	gold_claude			דער דיבוק	PL-0133	excluded_homonym										none	"דעם 8 אויגוסט 1960 (מיט דער טעאַטער-גרופּע ביי דער קהלה) אַנסקיס „דער דיבוק"""	yes	high	claude-agent-gold		Excluded: explicitly An-ski's 'Der Dibuk' (staged by Harari in Mexico, 8 Aug 1960), not Hurwitz's 'Der Dibuk' (PL-0133).
GOLD#040	P-4-facs_207_tr_1754998369	facs_207_tr_1754998369	gold_claude			דער אוצר	PL-0126	excluded_homonym	[HOST]									none	דעם 12 יוני 1912 איז אונטער דער רעזשי פֿון יאָזעף שילדקרויט אויפֿגעפֿירט געוואָרן אין קעסלערס „סעקאָנד עוועניו״-טעאַטער דוד פינסקיס קאָמעדיע „דער אוצר“	yes	high	claude-agent-gold		"Explicitly ""דוד פינסקיס קאָמעדיע „דער אוצר"""" — David Pinski's Der Oytser (12 June 1912, Kessler's Second Avenue Theater, directed by Joseph Schildkraut; Rudolph Schildkraut played כאָניע קברן). Homonym of registry PL-0126. Excluded (author = Pinski)."
GOLD#041	P-4-facs_207_tr_1754998369	facs_207_tr_1754998369	gold_claude			רבי עקיבא	PL-0263	excluded_homonym	[HOST]									none	דאָס איז געווען איינמאָל ביי אַ פּראָבע, ווען ער האָט פּרובירט פֿאַר אַ בענעפיט-פֿאָרשטעלונג ׳אוריאל אַקאָסטאָ'. ער האָט געשפּילט אין איין סצענע דעם אַלטן ׳רבי עקיבא'	yes	high	claude-agent-gold		"Not a play mention: ""דעם אַלטן ׳רבי עקיבא׳"" is the character (Ben) Akiba in a scene of Gutzkow's אוריאל אַקאָסטאָ, rehearsed for a benefit performance. Title-string collides with registry PL-0263 רבי עקיבא. Excluded."
GOLD#042	P-4-facs_207_tr_1754998369	facs_207_tr_1754998369	gold_claude			יוסף מיט זיינע ברידער	PL-0199	excluded_homonym	[HOST]									none	מיט אַ קורצע צייט צוריק האָב איך דאָ געזען ווי קינדער האָבן געשפּילט ׳יוסף מיט זיינע ברידער' אויף העברעאיש	yes	medium	claude-agent-gold		"Schildkraut recalls seeing CHILDREN perform ""יוסף מיט זיינע ברידער"" in HEBREW (1911 interview) — almost certainly a Hebrew-school dramatization of the biblical story, not Hurwitz's Yiddish stage play; no author attribution. Title collides with registry PL-0199 יוסף און זײַנע ברידער. Excluded."
GOLD#043	P-4-facs_207_tr_1754998369	facs_207_tr_1754998369	gold_claude			דבוק	PL-0133	excluded_homonym	[HOST]									none	"ווי דער שוישפּילער מאַרק שווייד דערציילט, האָט שילדקרויט אַ וואָך צייט געמאַכט פּראָבע אַלס דער „מיראָפּאָלער“ אין אַנסקיס „דבוק"" אין „קונסט-טעאַטער“, אָבער ניט געשפּילט"	yes	high	claude-agent-gold		"Explicitly ""אַנסקיס „דבוק"""" — Anski's play; Schildkraut rehearsed the Miropoler for a week at the Yiddish Art Theatre (1920) but never played it. Homonym of registry PL-0133. Excluded (author = An-ski)."
GOLD#044	P-4-facs_207_tr_1754998369	facs_207_tr_1754998369	gold_claude			דבוק	PL-0133	excluded_homonym	[HOST]									none	"דער שוישפּילער יעקב בלייפער גיט איבער, אַז יאָרן שפּעטער, אין האָליוואוד, האָט זיך ש. פֿאַר אים אויסגעדריקט, אַז ער וואָלט נאָך געוואָלט זוכה זיין צו שפּילן אין יידיש די ראָל פֿון „מיראָפּאָלער"" אין „דבוק"""	yes	high	claude-agent-gold		"Second mention of the same Anski play: years later in Hollywood Schildkraut told Yankev Bleifer he still wished to play the Miropoler in ""דבוק"" in Yiddish. Excluded (author = An-ski)."
GOLD#045	P-4-facs_276_tr_1754998432	facs_276_tr_1754998432	gold_claude			די פֿאַרבלאָנדזשעטע נשמה	PL-0102	production	[HOST]	actor	באַבעלע							none	"אַזוי האָט מען צוגעשריבן צו ביידען דעם דערפֿאָלג פֿון לאַטיינערס „די פֿאַרבלאָנדזשעטע נשמה"" אין וועלכער ר. האָט געשפּילט די ראָל פון ״באַבעלע""."	yes	high	claude-agent-gold		As a child performer, Sabina Rosenthal played 'Babele' in Lateiner's 'Di farblondzhete neshome' (PL-0102); the operetta's success was ascribed to her and Emma Finkel. New York (contextual: her American child-role period, early 1890s); no explicit date.
