host_file	host_xmlid	host_heading	cluster_id	canonical_yiddish	db_id	n_mentions	rel_categories	roles	dates	settlements
Volume5IIIorg.json	facs_108_tr_1733832724	בליאַכער, שבתי	ORG-C02840	די פאַראייניקונג פֿון ליטעראַטן און קינסטלער		1	Leadership_Ownership	סעקרעטאָר	1942-02-17	
Volume5IIIorg.json	facs_108_tr_1733832724	בליאַכער, שבתי	ORG-C02841	ווילנער פֿאַרלאַג אין ניו יאָרק		1	Production_Distribution		1962	ניו יאָרק
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C01000	לאָדזשער יידישן טעאַטער	664	1	Employment_Performance	כאָר	1916	לאָדזש
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C02706	חיים סאַנדלערס 'שאַפּ'		1	Employment_Performance			
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C02842	טעבענסעס 'שאַפּ'		1	Employment_Performance			
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C02843	לאַגער פֿון פּאָניאַטאָוו		1	Affiliation_Membership			לובלין
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C02844	יידישע אונטערערדישע באַוועגונג		1	Affiliation_Membership			
Volume5IIIorg.json	facs_111_tr_1733832758	לערנער חנה	ORG-C02845	מאידאַנעק		1	Affiliation_Membership		1934-11-03	
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C00191	וויק'ט	433	1	Employment_Performance		1924	לעמבערג
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C00226	טרופּע פֿון לידיאַ פּאַטאָצקאַ	856	1	Employment_Performance			
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C00531	קראָקעווער יידישן געזעלשאַפֿטלעכן טעאַטער		1	Employment_Performance			
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C01779_Q01	קאָליסעום-טעאַטער	257	1	Employment_Performance			לעמבערג
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C02846	מלוכהשן לערער- סעמינאַר		1	Education_Formation			
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C02847	קאָנסערוואַטאָריע פֿאַר קלאַוויר אין לעמבערג		1	Education_Formation			
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C02848	פּראָווינץחברים טרופּע פֿון פ. באָריץ	1331	1	Employment_Performance	אַקטיאָר	1912	
Volume5IIIorg.json	facs_112_tr_1733832830	מעסטעל, מאיר	ORG-C02849_Q01	יידישן מלוכהטעאַטער אין פּוילן		1	Employment_Performance			
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C00029	קאַמינסקי	147	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער		
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02850	טרופּע פֿון טיטעלמאַן	771	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער	1910	
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02851	טרופּע פֿון יוליוס אַדלער-הערמאַן סיעראָצקי	293	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער		
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02852	טרופּע פֿון זאַנדבערג-וואַקסמאַן	880	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער		
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02853	טרופּע פֿון קופּערמאַן	769	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער		
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02854	לאָדזשער אָפּטיילונג פֿון יידישן אַרטיסטן-פאַריין אין פּוילן		1	Leadership_Ownership	גרינדער		לאָדזש
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02855	צענטראַל-פֿאַרוואַלטונג פֿון פּראָפ. יידישן אַרטיסטןפֿאַריין אין פּוילן		1	Affiliation_Membership	מיטגליד	1924	
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02856	לאָדזשער 'פילהאַרמאָניע'-זאַל		1	Affiliation_Membership	יובילאַר	1930-04-16	לאָדזש
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02857	לאָדזשער 'פילהאַרמאָניע-טעאַטער'		1	Employment_Performance	סופֿלער		לאָדזש
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C02858	טעאַטער פֿון חיים סאַנדלער		1	Employment_Performance	אָנגאַזשירטער סופֿלער		וואַרשע
Volume5IIIorg.json	facs_112_tr_1733832831	נייהוייז, וואָלף	ORG-C04097	קאָמפּאַנעעץ	302	1	Employment_Performance	פּראָפעסיאנעלער סופֿלער		
Volume5IIIorg.json	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	ORG-C00531	קראָקעווער יידישן געזעלשאַפֿטלעכן טעאַטער		1	Employment_Performance			קראָקעוו
Volume5IIIorg.json	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	ORG-C01285	קאָמפּאַנעיעץס טרופּע	302	1	Employment_Performance	פּראָפעסיאנעלע אַקטעריסע		לאָדזש
Volume5IIIorg.json	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	ORG-C02772_Q02	באַוועגלעכן יידישן דראַמאַטישן טעאַטער	497	1	Employment_Performance	שוישפּילערין	1921	דאַנציג
Volume5IIIorg.json	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	ORG-C02859	לאָדזשער פֿאַראיין 'דראַמע און מוזיק'		1	Affiliation_Membership	ליבהאָבערין	1914/1918	לאָדזש
Volume5IIIorg.json	facs_114_tr_1733832736	סארנאַ, צעשאַ [הירשפעלד, עליאַן).	ORG-C02860	דראַמע-קרייז 'די בינע'		1	Employment_Performance			ריישע
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C00103	ווילנער טרופּע	551	1	Employment_Performance		1929	
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C00557	וואַרשעווער צענטראָל-טעאַטער		1	Employment_Performance			וואַרשע
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C01511	עליזעום-טעאַטער	237	1	Employment_Performance			
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C01597	קאַמינסקיס טעאַטער	809	1	Employment_Performance			
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C02861_Q01	טעאַטער קאַמעראַלני		1	Employment_Performance			וואַרשעווער געטאָ
Volume5IIIorg.json	facs_115_tr_1733832744	גאָטליב, העלענאַ [שלאַגמאַן]	ORG-C02862	יידישן טעאַטער 'נייאַזאַזעל'		1	Employment_Performance			וואַרשעווער געטאָ
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C01567_Q01	מלוכה-טעאַטער		1	Employment_Performance	אַרטיסטישן באַשטאַנד	1941	ווילנע
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C01818	"וואַרשעווער ""יונג טעאַטער"""		1	Employment_Performance	שפּילער	1933	וואַרשע
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C01903_Q01	האַנדלס-שול		1	Education_Formation			
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C02688	ייקטאָוו		1	Employment_Performance		1939 | 1940	
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C02863	וואַרשעווער האַנדלס-פֿירמע		1	Employment_Performance	שיק-יינגל		וואַרשע
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C02864	"ד""ר ווייכערטס דראַמאַטישער סטודיע"		1	Education_Formation		1926	
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C02865	קראָקעווער יידישן זומער-טעאַטער		1	Employment_Performance		1936	קראָקע
Volume5IIIorg.json	facs_116_tr_1733832781	סטאָבער אַברהם	ORG-C02866	ניי טעאַטער		1	Employment_Performance		1938	ווילנע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C00448_Q02	יידישער אַרטיסטן-פאַריין		1	Affiliation_Membership	נאָענטסטע מיטגלידער		וואַרשע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C01402_Q03	יידישער קולטור-געזעלשאַפט ('איקוף')		1	Employment_Performance			וואַרשעווער געטאָ
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C01640	ליטעראַרישע בלעטער	323	1	Employment_Performance	מיטאַרבעטער	1924 | 1939	וואַרשע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02867	וואַרשעווער פּוילישער קונסט-געזעלשאַפט (זאַכענטאַ)		1	Affiliation_Membership	סטאַבילער מיטגליד		וואַרשע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02868	קראָקעווער קונסט-אַקאַדעמיע		1	Education_Formation	שילער		קראָקע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02869	וואַרשעווער אַקאַדעמיע פאַר מאָלעריי		1	Education_Formation		1916	וואַרשע
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02870	יידישער געזעלשאַפט צו פאַרשפּרייטן קונסט		1	Leadership_Ownership	גרינדער		
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02871	יידישן קינסטלער-פאַריין אין פּוילן		1	Leadership_Ownership	וויצע-פאָרזיצער		
Volume5IIIorg.json	facs_117_tr_1733832750	פֿרידמאַן, פעליקס (פישל)	ORG-C02872	יידישער אַליינהילף		1	Production_Distribution			
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00051_Q01	באַלאַגעניידען	497	1	Leadership_Ownership	געגרינדעט	1938	ווילנע
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00052	אַראַראַט	489	1	Employment_Performance			
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00103	ווילנער טרופּע	551	1	Employment_Performance			
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00393	אידא קאַמינסקאַס טרופּע	297	1	Employment_Performance	געשפּילט		
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00409_Q02	סקאַלאַ-טעאַטער		1	Employment_Performance			וואַרשע
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C00873_Q01	מיניאַטור-טעאַטער	1508	1	Employment_Performance	אַנגאַזשירט	1942	ביאַליסטאָק
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C01284	נאָוואָשטשי-טעאַטער		1	Employment_Performance	געשפּילט	1936	וואַרשע
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C01511	עליזעום-טעאַטער	237	1	Employment_Performance	אַנגאַזשירט	1931	
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C02873	שניאורס כאָר		1	Employment_Performance	זינגער		
Volume5IIIorg.json	facs_123_tr_1733832749	בערגמאַן, יואל	ORG-C02874	וואַנדער-טרופּע פֿון אַברהם מאָרעווסקי	1327	1	Employment_Performance	געשפּילט		
Volume5IIIorg.json	facs_124_tr_1733832663	אייזענשטאַט, מרים	ORG-C01833	וואַרשעווער סינאַגאָגע		1	Affiliation_Membership		1922	וואַרשע
Volume5IIIorg.json	facs_124_tr_1733832663	אייזענשטאַט, מרים	ORG-C02875	יידישן סימפּאָנישן אָרקעסטער		1	Employment_Performance	סאָליסטין	1940 | 1941	וואַרשע
Volume5IIIorg.json	facs_124_tr_1733832663	אייזענשטאַט, מרים	ORG-C02876	פּראָפעסאָר י. פייווישיס כאָר		1	Employment_Performance	סאָליסטין	1940 | 1941	וואַרשע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C00105	אַזאַזעל	636	1	Leadership_Ownership	דירעקטאָר		
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C00877_Q01	סמבטיון		1	Leadership_Ownership	דירעקטאָר		
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C01241_Q01	פּאַלאַס-טעאַטער	945	1	Leadership_Ownership	אימפרעסאַריאָ		ווילנע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02161_Q02	ווילנער יידישן טעאַטער		1	Leadership_Ownership	דירעקטאָר	1919 | 1939	ווילנע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02878	יידישע דרוקעריי		1	Leadership_Ownership	אַרויסגעבער	1905	ווילנע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02879	ווילנער טאָגבלאַט		1	Production_Distribution	אַרויסגעבער	1905	ווילנע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02880	שלום-עליכמס טור	1339	1	Leadership_Ownership	אימפרעסאַריאָ		
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02881_Q03	יידישן ליטעראַטן און זשורנאַליסטן-פאַראיין אין ווילנע	1079	1	Affiliation_Membership	מיטגליד		ווילנע
Volume5IIIorg.json	facs_126_tr_1733832829	קאַרפּינאָוויטש, משה	ORG-C02882	גרויסע 'שטאָט-טעאַטער'		1	Employment_Performance	אַקטיאָר		גראָדנע
Volume5IIIorg.json	facs_126_tr_1733832830	אַריעל, חיים-דוד	ORG-C00028	טרופּע פֿון ווייספעלד	483	1	Employment_Performance	טענצער		
Volume5IIIorg.json	facs_126_tr_1733832830	אַריעל, חיים-דוד	ORG-C00767	קאָנשטאָטס שול		1	Education_Formation			
Volume5IIIorg.json	facs_126_tr_1733832830	אַריעל, חיים-דוד	ORG-C01140	סאָבסיי	373	1	Employment_Performance	קליינע ראָלן	1904	ווילנע
Volume5IIIorg.json	facs_126_tr_1733832830	אַריעל, חיים-דוד	ORG-C02877	כאָר צו זאַנדבערגן		1	Employment_Performance	אין כאָר	1899	
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C00628	לידאַ		1	Employment_Performance	אַקטיאָר		
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C00629	מ. ד. וואַקסמאַנס טרופּע	327	1	Employment_Performance	פּראָפעסיאָנעלער אַקטיאָר		לאָדזש
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C01629	פלאַראַ'-טעאַטער		1	Employment_Performance	אַקטיאָר		
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C02684	לאָדזשער געטאָ		1	Employment_Performance	אַקטיאָר	1940-05-19 | 1944	לאָדזש
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C02883	לאָדזשער 'פּוילישער טעאַטער'		1	Employment_Performance	שמאי	1912	לאָדזש
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C02884	ש. קופּערמאַנס טעאַטער		1	Employment_Performance	אַקטיאָר		
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C02885	לעאָניד סאָקאָלאָוו	993	1	Employment_Performance	אַקטיאָר	1921	ווילנע
Volume5IIIorg.json	facs_133_tr_1733832671	רייכענבערג, נתן	ORG-C02886	טרופּע פון כאַש-קאַדיש-נחמה	531	1	Employment_Performance	אַקטיאָר		
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C00409_Q01	סקאַלאַ-טעאַטער		1	Leadership_Ownership			לאָדזש
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C01162	טרופּע פֿון ספּיוואַקאָווסקי-פישזאָן	245	1	Employment_Performance	כאָריסט		לאָדזש
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C01591	גוזיקן	486	1	Employment_Performance		1905	
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C02887	שאַראַוונערס טרופּע	629	1	Employment_Performance	ליבהאָבער-ראָליסט		
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C02888	טעאַטער 'אַמביגי'		1	Leadership_Ownership		1931	פאַריז
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C02889	טעאַטער 'מוטואַליטע'		1	Leadership_Ownership		1931 | 1932	פאַריז
Volume5IIIorg.json	facs_134_tr_1733832740	לאַכטיגער הענרי	ORG-C02890	פאַרבאַנד פון פראַנצויזישע שרייבערס		1	Affiliation_Membership	מיטגליד		
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C00105	אַזאַזעל	636	1	Employment_Performance			
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C00108	יידישן אַרטיסטן-פֿאַריין אין פּוילן	442	1	Leadership_Ownership	פֿאַרוואַלטונגס-מיטגליד		
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C00191	וויק'ט	433	1	Employment_Performance			
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C00533	ווניט	1646	1	Employment_Performance		1929	וואַרשע
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C00631_Q01	צענטראַל-טעאַטער	151	1	Leadership_Ownership	גרונט-זייל	1921	וואַרשע
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C01104	לאָדזשער גרויסעס טעאַטער		1	Employment_Performance			לאָדזש
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C01124	ווילנער פֿאָלקס-טעאַטער	541	1	Employment_Performance		1933	ווילנע
Volume5IIIorg.json	facs_136_tr_1733832804	לאַנדוי- [לאַנדאָ] קלעקוי שמואל	ORG-C02267	ביאַליסטאָקער יידישן מלוכה-טעאַטער	539	1	Employment_Performance	ערשטער אַקטיאָר	1940 | 1940-12-07	ביאַליסטאָק
