play_id	title_yiddish	title_segments_norm	alt_titles	author_db_id	author_heading	attribution_status	same_title_as	df_corpus	ambiguity_flag	source	notes
PL-0101	די פֿאַלשע צוואה	די פאלשע צוואה		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	
PL-0102	די פֿאַרבלאָנדזשעטע נשמה	די פארבלאנדזשעטע נשמה		683	יאָזעף לאַטיינער	single		9		people_db.created_expressions	
PL-0103	די ציגאינערין	די ציגאינערינ		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0104	די ציגײַנערין	די ציגיינערינ		683	יאָזעף לאַטיינער	unattributed_in_works		5		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0105	די קאָמעדיאַנטקע, אַ שטיק ביאָגראַפֿיע פֿון מאָלי פּיקאָנס לעבן	די קאמעדיאנטקע א שטיק ביאגראפיע פונ מאלי פיקאנס לעבנ		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	
PL-0106	די קאמעליען דאמע	די קאמעליענ דאמע		683	יאָזעף לאַטיינער	unattributed_in_works		6		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0107	די קרבנות פֿון שלעכטע צײַטן	די קרבנות פונ שלעכטע צייטנ		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0108	די שטילע חתונה	די שטילע חתונה		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		3		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0109	די שיינע אסתּר, אָדער דער בן-מלך	די שיינע אסתר|דער בנ מלכ		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	
PL-0110	די שנײַדערין	די שניידערינ		683	יאָזעף לאַטיינער	unattributed_in_works		2		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0111	די שפּאַנישע קורבנות	די שפאנישע קורבנות		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0112	דיא הרוגים אים יום כפור	דיא הרוגימ אימ יומ כפור		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0113	דיא יודישע קאלאניסטען : סענזאציאנעל אפערעטע פון אמעריקאנישען לעבען אין 4 אקטען	דיא יודישע קאלאניסטענ סענזאציאנעל אפערעטע פונ אמעריקאנישענ לעבענ אינ 4 אקטענ		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0114	דיא מיזינקע אָדער דיא תליתים וועבער	דיא מיזינקע|דיא תליתימ וועבער		684	פּראָפֿעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0115	דיא מייא בלומע	דיא מייא בלומע		683	יאָזעף לאַטיינער	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0116	דינהלע אָדער אַ גאַסט פֿון יענער וועלט	דינהלע|א גאסט פונ יענער וועלט		683	יאָזעף לאַטיינער	single		7	generic	people_db.created_expressions	
PL-0117	דניאל אין לייבנגרוב	דניאל אינ לייבנגרוב		683	יאָזעף לאַטיינער	single		3		people_db.created_expressions	
PL-0118	דניאל, אָדער די טאָכטער פֿון ירושלים	דניאל|די טאכטער פונ ירושלימ		683	יאָזעף לאַטיינער	single	PL-0224	42	generic	people_db.created_expressions	
PL-0119	ד״ר דניאל	ד ר דניאל		683	יאָזעף לאַטיינער	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0120	דעם זייגערמאַכערס קאפּעליטשל	דעמ זייגערמאכערס קאפעליטשל		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0121	דעם צדיקס משפּחה	דעמ צדיקס משפחה		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0122	דער אַנטיסעמיט אָדער די ייִדן-לאַגע אין רומעניע	דער אנטיסעמיט|די יידנ לאגע אינ רומעניע		683	יאָזעף לאַטיינער	single		5		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0123	דער אַנטלאָפֿענער סאָלדאַט	דער אנטלאפענער סאלדאט		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0124	דער אָרעמער מיליאָנער	דער ארעמער מיליאנער		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0125	דער אומשולדיקער קרבן	דער אומשולדיקער קרבנ		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0126	דער אוצר	דער אוצר		683	יאָזעף לאַטיינער	single		24		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0127	דער אמתער פֿרײַנד	דער אמתער פריינד		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0128	דער בּאַראָן הירש	דער באראנ הירש		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		6		people_db.created_expressions	
PL-0129	דער בלינדער מוזיקאַנט	דער בלינדער מוזיקאנט		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		4		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0130	דער גאט פון גערעכטיקייט	דער גאט פונ גערעכטיקייט		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0131	דער גנבֿ, אָדער דער ייִדישער בירגער-מײַסטער	דער גנב|דער יידישער בירגער מייסטער		683	יאָזעף לאַטיינער	single		13		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0132	דער געפֿאַלענער באַנקיר	דער געפאלענער באנקיר		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0133	דער דיבוק	דער דיבוק		683	יאָזעף לאַטיינער	single		26		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0134	דער הויזירער אָדער עמיגראציאן נאך אמעריקע	דער הויזירער|עמיגראציאנ נאכ אמעריקע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0135	דער הימלישער קאָנגרעס	דער הימלישער קאנגרעס		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0136	דער חרם אין בית המקדש	דער חרמ אינ בית המקדש		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0137	דער טויטער קאָפּ	דער טויטער קאפ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0138	דער טיראנישער באַנקער	דער טיראנישער באנקער		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0139	דער יחוס שידוך	דער יחוס שידוכ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0140	דער ייִד אין רומעניע	דער ייד אינ רומעניע		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		3		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0141	דער ייד אין סאַביעצקי צײַטן	דער ייד אינ סאביעצקי צייטנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0142	דער יידישער גלות	דער יידישער גלות		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0143	דער יידישער טעאטער דירעקטאר	דער יידישער טעאטער דירעקטאר		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		3		people_db.created_expressions	
PL-0144	דער ישיבֿה־בחור	דער ישיבה בחור		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		20		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0145	דער כוזרי אָדער, די יידישע מלוכה אין קאַווקאַז	דער כוזרי|די יידישע מלוכה אינ קאווקאז		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0146	דער לאָדזשען פּרעזידענט	דער לאדזשענ פרעזידענט		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0147	דער ליגנער	דער ליגנער		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		4		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0148	דער מאַמעס טאָכטערל	דער מאמעס טאכטערל		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0149	דער מאַן אונטערן טיש	דער מאנ אונטערנ טיש		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0150	דער מבול פֿון דזשאנסטאן	דער מבול פונ דזשאנסטאנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0151	דער משוגענער פילאָזאָף	דער משוגענער פילאזאפ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0152	דער נייער שטערן	דער נייער שטערנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0153	דער פּראצעס פֿון טיסא עסלער	דער פראצעס פונ טיסא עסלער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
