row_id	name	original_type	canonical_type	changed	needs_review	decided_via	review_reason	llm_canonical	llm_agree	llm_concern_theme	llm_reason	llm_suggested_new_canonical
229	Dramatic Arts Dramatishe Kunst	Amateur	Amateur			tag						
230	Dramatic Circle	Amateur	Amateur			tag						
231	Dramatic Club	Amateur	Amateur			tag						
232	Dramatic union					tag						
233	E. Relkin Troupe	Traveling Company	Traveling Company			tag						
234	Edelhofer Troupe					tag						
235	Eldorado Theatre	Theatre	Theatre			tag						
236	Elvings Metropolitan Theatre	Theatre	Theatre			tag						
237	Elysium Theater	Theatre	Theatre			tag						
239	Ester Rukhl Kaminska Troupe	Company on Tour	Company on Tour			tag						
240	Esther Vaksman Troupe	Traveling Company	Traveling Company			tag						
241	Fanny Vaksman Troupe	Traveling Company	Traveling Company			tag						
242	Feldman Troupe	Traveling Company	Traveling Company			tag						
243	Filipesko Troupe	Traveling Company	Traveling Company			tag						
244	Finkel, Feinman and Mogulesko's Troupe	Traveling Company	Traveling Company			tag						
245	Fishzon-Spivakovski Troupe	Traveling Company	Traveling Company			tag						
247	Folk Singer Troupe	Kleinkunst	Kleinkunst			tag						
248	Folks un Jungt Theatre	Theatre	Theatre			tag						
249	Forward					tag						
250	Fraye Yidishe Folks-Bine					tag						
251	Free Dramatic Studio	Education	Education			tag						
252	Garden Theatre	Theatre	Theatre			tag						
253	Gardetski Quartet	Musical organization	Musical organization			tag						
254	Genfer Troupe					tag						
255	George Beker Troupe	Traveling Company	Traveling Company			tag						
256	German Choral School	Education	Education			tag						
257	Gimpel Theatre	Theatre	Theatre			tag						
258	Gleichman Troupe	Traveling Company	Traveling Company			tag						
259	Glickman and Michalesko Troupe	Company on Tour	Company on Tour			tag						
260	Globe Theatre	Theatre	Theatre			tag						
261	Goldene pave					tag						
262	Golubok Troupe	Traveling Company	Traveling Company			tag						
263	Groyse Teater	Theatre	Theatre			tag						
264	Guzik Troupe					tag						
265	Ha-Asif					tag						
266	Habima	Company on Tour	Company on Tour			tag						
267	ha-Dor⁩ - ⁨הדור					tag						
268	ha-Karmel⁩ - ⁨הכרמל					tag						
269	Hart Troupe					tag						
270	HaTsfira					tag						
271	ha-Tsofeh ⁩ - ⁨הצפה					tag						
272	Haynṭ⁩ - ⁨היינט⁩⁩					tag						
273	Hazamir	Musical organization	Musical organization			named_entity		Musical organization	yes	agree	Hazamir (Hazomir) is explicitly listed in the policy as a Musical organization.	
274	Hazman					tag						
275	Hazomir (The Nightingale)					tag						
276	Hebrew Actors' Union (HAU)					tag						
277	Hebrew Actors Protective Union					tag						
278	Hengens Theatre	Theatre	Theatre			tag						
279	Hirshbein Troupe	Traveling Company	Traveling Company			tag						
281	Hope Theatre	Theatre	Theatre			tag						
282	Hopkinson Theatre	Theatre	Theatre			tag						
283	Hurwitz Troupe	Traveling Company	Traveling Company			tag						
284	Illustrirte Vokh					tag						
285	Isidor Hollander Troupe	Traveling Company	Traveling Company			tag						
286	Israelita					tag						
287	Itzik Mendl Bergman Troupe					tag						
288	Jacob Gertner Troupe	Traveling Company	Traveling Company			tag						
289	Jacob P. Adler troupe	Traveling Company	Traveling Company			tag						
290	Jacob Silbert Troupe	Traveling Company	Traveling Company			tag						
291	Jacob Spivakovski Troupe	Traveling Company	Traveling Company			tag						
292	Joseph Kessler Troupe (star tour)	Company on Tour	Company on Tour			tag						
293	Julius Adler and H. Serotsky Troupe	Traveling Company	Traveling Company			tag						
294	Julius Nathanson Troupe	Traveling Company	Traveling Company			tag						
295	Kalmen Juvelier's Theatre Troupe	Traveling Company	Traveling Company			tag						
296	Kamer-teater					tag						
297	Kaminska Troupe	Traveling Company	Traveling Company			tag						
298	Karl Zilberman, Max Kurtz, Harry Feinberg, Gazovski and Aba Rosenzweig Toupe	Traveling Company	Traveling Company			tag						
299	Keni Lipzin Troupe (star tour)	Company on Tour	Company on Tour			tag						
300	Khayim Abramovitsh Troupe	Traveling Company	Traveling Company			tag						
301	Kinder Zhurnal (Children's Journal)					tag						
302	Kompaneyets Troupe					tag						
303	Kopilov Troupe	Traveling Company	Traveling Company			tag						
304	Krause-Spivakovski Troupe	Traveling Company	Traveling Company			tag						
305	Krause Troupe	Traveling Company	Traveling Company			tag						
306	Kunst-Ring					tag						
307	Kunst vinkl	Theatre	Theatre			tag						
308	Lawndale Theatre	Theatre	Theatre			tag						
309	Lazar Bernstein Troupe	Traveling Company	Traveling Company			tag						
310	Leksikon fun yidishn teater (לעקסיקאן פון יידישן טעאטער Lexicon of Yiddish Theatre or Encyclopedia of the Yiddish Theatre)	Printer/Publisher	Printer/Publisher			tag						
311	Lempkovitsh Troupe	Traveling Company	Traveling Company			tag						
312	Leon Berger Troupe	Traveling Company	Traveling Company			tag						
313	Leon Golubok Troupe					tag						
314	Levitan Troupe	Traveling Company	Traveling Company			tag						
315	Liberesco Troupe					tag						
316	Liberty Theatre	Theatre	Theatre			tag						
317	Lidia Potocka's Tour	Company on Tour	Company on Tour			tag						
318	Lieberman Theatre	Theatre	Theatre			tag						
319	Lira (as drama society)					tag						
320	Lira (as drama school)	Education	Education			tag						
321	Lit. Dram. Gesellschaft	Theatre	Theatre			tag						
322	Literarishe Trupe (Literary Troupe)					tag						
323	Literarisze Bleter⁩ - ⁨ליטערארישע בלעטער					tag						
324	Literary Drama Club	Kleinkunst	Kleinkunst			tag						
325	Littman Troupe					tag						
326	Lublin Municipal Theatre	Theatre	Theatre			tag						
327	M.D. Waxman Troupe	Traveling Company	Traveling Company			tag						
328	Max Gabel Theatre	Kleinkunst	Kleinkunst			tag						
329	Meerson and Sam Adler Troupe	Traveling Company	Traveling Company			tag						
330	Meerson Troupe					tag						
331	Mendl Elkin's Children Theatre Studio	Company on Tour	Company on Tour			tag						
332	Brownsville Metropolitan Singer Hall	Theatre	Theatre			tag						
333	Michalesko guest-starring Troupe	Company on Tour	Company on Tour			tag						
334	Mike Thomashefsky Troupe	Traveling Company	Traveling Company			tag						
335	Mitelman, Baran and Gizets Troupe	Traveling Company	Traveling Company			tag						
336	Mitleman Troupe	Traveling Company	Traveling Company			tag						
337	Mogulesco Troupe					tag						
338	Mordechai Segalesco Troupe	Traveling Company	Traveling Company			tag						
340	Morris Akselrad Troupe	Traveling Company	Traveling Company			tag						
341	Moscow State Jewish Theatre	Company on Tour	Company on Tour			tag						
342	Moshe Schorr Troupe	Traveling Company	Traveling Company			tag						
343	Moshkovich troupe	Traveling Company	Traveling Company			tag						
344	Mount Morris Theatre	Theatre	Theatre			tag						
345	Naftali Goldfaden Troupe					tag						
346	National Opera Warsaw	Theatre	Theatre			tag						
347	Neue Lodzer Zeitung					tag						
348	New York's Public Theatre	Theatre	Theatre			tag						
349	Nordisk Film	Media (Radio/ Film)	Media (Radio/ Film/TV)	yes		tag						
350	Nord Star Theatre	Theatre	Theatre			tag						
351	Nowa Gazeta					tag						
352	Nowy Dziennik					tag						
353	Nowy Teatr	Theatre	Theatre			tag						
354	Odessa Municipal Theatre	Theatre	Theatre			tag						
355	Oriental Operetta Society	Traveling Company	Traveling Company			tag						
356	Pavilion Theatre	Theatre	Theatre			tag						
357	People's Theater London	Theatre	Theatre			tag						
358	Peretz Society Drama studio	Education	Education			tag						
359	Peretz Theatre	Theatre	Theatre			tag						
360	Petrograd Theatre Society					tag						
361	Plaza Theatre	Theatre	Theatre			tag						
362	"Poale Zion (""Workers of Zion"")"					tag						
363	Progresiv dramatik klub (Progressive Drama Club)					tag						
364	Prospect Theatre	Theatre	Theatre			tag						
365	Public Theatre (Folks Theatre)	Theatre	Theatre			tag						
366	Rabinovitsh Troupe	Traveling Company	Traveling Company			tag						
367	Rappel Troupe	Traveling Company	Traveling Company			tag						
368	Rappo Circus	Circus	Circus			tag						
369	Remeslengi Club					tag						
370	Rosenberg and Spivakovski Troupe	Traveling Company	Traveling Company			tag						
371	Rumanian Opera (National Theatre in Bucharest)	Theatre	Theatre			tag						
372	Rumenish-yidish teater under the direction of Izak Libresko and Leon Berger	Traveling Company	Traveling Company			tag						
373	Sabsey Troupe					tag						
374	Sam Adler and Kaminski Troupe	Traveling Company	Traveling Company			tag						
375	Sam Adler and Spivakovski Troupe	Traveling Company	Traveling Company			tag						
376	Sam Adler Troupe					tag						
377	Sam Dayen Troupe	Traveling Company	Traveling Company			tag						
378	Samolesko Troupe	Traveling Company	Traveling Company			tag						
379	Sam Wallerstein Troupe	Traveling Company	Traveling Company			tag						
380	Sarah Adler Troupe	Traveling Company	Traveling Company			tag						
381	Satz Public Theatre	Theatre	Theatre			tag						
382	Serotsky and Weissman Troupe	Traveling Company	Traveling Company			tag						
383	Shaari tsion choral school	Education	Education			tag						
384	Shlifershteyn Troupe	Amateur	Amateur			tag						
385	Shomer Troupe	Traveling Company	Traveling Company			tag						
386	Sidney M. Goldin Productions	Media (Radio/ Film)	Media (Radio/ Film/TV)	yes		tag						
387	Sincoff's Metropolitan Theatre	Theatre	Theatre			tag						
388	Sniegoff Troupe	Traveling Company	Traveling Company			tag						
390	Spivakovski and Weinstock Troupe	Traveling Company	Traveling Company			tag						
391	Spivakovski Troupe	Traveling Company	Traveling Company			tag						
392	Spivakovsky and Sh. Krause Troupe	Traveling Company	Traveling Company			tag						
393	Standard Theatre	Theatre	Theatre			tag						
394	Stein Quartet	Musical organization	Musical organization			tag						
395	Stramer Troupe					tag						
396	Synagogue chorus	Musical organization	Musical organization			tag						
397	teater gesselshaft	Theatre	Theatre			tag						
398	Teater un kunst					tag						
399	Teatr i Iskusstvo					tag						
400	theater Solovtsov	Theatre	Theatre			tag						
401	Theatre Royal	Theatre	Theatre			tag						
402	The Gayety Theatre	Theatre	Theatre			tag						
403	The Hebrew Actors' Union (HAU)					tag						
404	The Hebrew Dramatic Club	Theatre	Theatre			tag						
405	The Jewish National Workers' Alliance (Farband-Labor Zionist Order)					tag						
406	The Lyceum Theatre	Theatre	Theatre			tag						
407	The Monument-National Theatre	Theatre	Theatre			tag						
408	The Pavilion Theatre	Theatre	Theatre			tag						
409	The Peoples Theatre Detroit	Theatre	Theatre			tag						
410	The Public Theatre	Theatre	Theatre			tag						
411	The Royal Danish Theatre school	Education	Education			tag						
412	The Russian State Theatre	Theatre	Theatre			tag						
413	The St.Petersburg State Conservatory	Education	Education			tag						
414	The Vilna Troupe	Company on Tour	Company on Tour			tag						
415	The Vilna Troupe (Azro/Alomis branch)	Company on Tour	Company on Tour			tag						
416	The Yiddish Art Theatre (as stable theatre)	Theatre	Theatre			tag						
417	The Yiddish Art Theatre (as company on tour)	Company on Tour	Company on Tour			tag						
418	The Yiddish Dramatic Amateur Circle	Amateur	Amateur			tag						
419	The Yiddish Theatre Society	Theatre	Theatre			tag						
420	Tornberg Dramatic Union	Amateur	Amateur			tag						
421	Treitler Troupe					tag						
423	Tshistogorski troupe	Traveling Company	Traveling Company			tag						
424	Tsimerman Theatre	Traveling Company	Traveling Company			tag						
425	Unzer Leben⁩ - ⁨אונזער לעבען					tag						
426	Unzer teater					tag						
427	Unzer vinkl (Our Corner)	Company on Tour	Company on Tour			tag						
428	Vaksman-Spivakovski Troupe	Traveling Company	Traveling Company			tag						
429	Vaksman Troupe	Traveling Company	Traveling Company			tag						
430	Varshaver tageblat					tag						
431	Vaynshtoks, Vaynshtayns, and Goldschmidt Troupe	Traveling Company	Traveling Company			tag						
432	Victoria Theatre	Theatre	Theatre			tag						
433	Vikt	Company on Tour	Company on Tour			tag						
434	Vilna Yiddish State Theatre	Company on Tour	Company on Tour			tag						
435	Vilner Operetta	Traveling Company	Traveling Company			tag						
436	Vine Court	Kleinkunst	Kleinkunst			tag						
437	Voskhod					tag						
438	Weinstock-Schorr Troupe	Traveling Company	Traveling Company			tag						
439	Wolf Litvak’s yard	Kleinkunst	Kleinkunst			tag						
440	Wolgeschaffen Troupe	Traveling Company	Traveling Company			tag						
441	Wonderland Theatre	Theatre	Theatre			tag						
442	Yiddish artists union					tag						
443	Yiddish Art Theatre	Theatre	Theatre			tag						
444	Yiddish Dramatic Circle	Amateur	Amateur			tag						
445	Yiddish dramatic school	Education	Education			tag						
446	Yiddish Dramatic Society - דער יידיש דראמגעזעלשאפט					tag						
447	Yiddish Theatre Society					tag						
448	Yidishe Natsionale Radikale Shul	Education	Education			tag						
449	Yidishes ṭogblaṭ⁩ - ⁨יידישעס טאגעבלאט⁩⁩	Journals/ Newspapers	Journals/ Newspapers			tag						
450	Yidishn folks teater (Vilnius)	Theatre	Theatre			tag						
451	Yosef Goldshmidt Troupe	Traveling Company	Traveling Company			tag						
452	Yosef Vaynshtok Troupe	Traveling Company	Traveling Company			tag						
453	Yosef Veynshtok and Leon Berger Troupe	Traveling Company	Traveling Company			tag						
454	Yung-yidish					tag						
455	Zandberg Troupe					tag						
456	Zaslavsky Troupe	Traveling Company	Traveling Company			tag						
457	Zayderman Troupe	Traveling Company	Traveling Company			tag						
458	Zhitomirski Troupe	Traveling Company	Traveling Company			tag						
459	Ziegler Troupe					tag						
460	Zuntog-blat					tag						
461	דער יודישער העראלד - The Jewish herald					tag						
462	⁨⁨Der Fraynd⁩ - ⁨דער פֿרײַנד⁩⁩					tag						
463	⁨⁨Di ṿahrhayṭ⁩ - ⁨דיא ווארהייט					tag						
464	Judisches Theater					tag						
465	בלאָך פּאָבלישינג קאָמפּאַני	publisher	Publisher	yes		tag						
466	יידישער שפּיגל	theatre	Theatre	yes		tag						
467	בלויען פויגל	troupe	Traveling Company	yes		tag						
468	קינדער-קאָלעקטיוו א'ר פֿון מאַרק מייערסאָן	troupe	Traveling Company	yes		tag						
469	ראַפּעלס טרופּע	troupe	Traveling Company	yes		tag						
470	שוואַרצבאַרדס טרופּע	troupe	Traveling Company	yes		tag						
471	יידישן מלוכה-טעאַטער אין באָקו	theatre	Theatre	yes		tag						
472	אָדעסער יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם	theatre	Theatre	yes		tag						
474	פֿאַרייניקטע דראַמאַטישע קאָמפּאָניע	theatre	Theatre	yes		tag						
475	גאָרטן-טעאַטער „אַלהאַמבראַ“	theatre	Theatre	yes		tag						
476	בוף	theatre	Theatre	yes		tag						
477	יידישן באַוועגלעכן טעאַטערקאָלעקטיוו אויפן נאָמען פון אסתר-רחל קאמינסקאַ	troupe	Traveling Company	yes		tag						
478	כאַרקאָווער יידישן מלוכה-טעאַטער	Theatre	Theatre			tag						
479	אָרטיקער פילהאַרמאָניע	Theatre	Theatre			tag						
480	יידיש אַרבעטער-טעאַטער (באָקו)	Theatre	Theatre			tag						
481	וואַרשעווער יודישען קאָלענדאַר	Publisher	Publisher			tag						
482	יודישער האַנדעלס קאַלענדאָר	Publisher	Publisher			tag						
483	טרופּע פֿון ווייספעלד	Troupe	Traveling Company	yes		tag						
484	אינסטיטוט א'נ פֿון אָסטראָווסקי	School	Education	yes		id_override	pi_dilemma:ostrovski_institute_theatre_or_general					
485	קאָמפּאַנעעצס טרופּע	Troupe	Traveling Company	yes		tag						
486	טרופּע פֿון גוזיק	Troupe	Traveling Company	yes		tag						
487	ירושלימער אוניווערזיטעט	School	Education	yes		tag						
488	אַראַראַט	Theatre	Theatre			tag						
489	בורג-טעאַטער	Theatre	Theatre			tag						
490	טרופּע ציפקוס	Troupe	Traveling Company	yes		tag						
491	טעאַטער „קאָמעדיאָ“	Theatre	Theatre			tag						
492	יידל גאָלדפאַדנס טרופּע	Troupe	Traveling Company	yes		tag						
