pair_id	cluster_id_i	cluster_id_j	name_i	name_j	org_type	settlement	similarity	location_conflict	entry_id_i	entry_id_j	file_i	file_j	heading_i	heading_j	sentence_i	sentence_j	location_i	location_j	decision	reviewer_settlement	reviewer_address	reviewer_notes	reviewer	reviewed_at
PAIR-00418	ORG-C04096	ORG-C04663	ביעלאַיעווס טרופּע	טרופּע פֿון ביעלאַיעוו	troupe		0.8889		facs_69_tr_1744131404	facs_238_tr_1744280834	volume_2IIIorg.json	volume_2IIIorg.json	יאָנגעלסאָן, נייט. {נתן)	מאָרעווסקי, אַברהם (מנקר]	1910-11 — שפּילט י. אין ביעלאַיעווס טרופּע אין ווילנע.	אין 1910-11 געשפּילט אַלס רוסישער אַקטיאָר אין דער טרופּע פֿון ביעלאַיעוו אין גראָדנע	ווילנע	גראָדנע						
PAIR-00419	ORG-C04211	ORG-C04220	לאַנצמאַן	לאַנצמאַןס טרוּפּע	troupe		0.8889		facs_90_tr_1744131429	facs_104_r	volume_2IIIorg.json	volume_2IIIorg.json	לאַטאָוויטש, בערטאַ [ביילע גורעוויטש]	לאַכטינגער, הענרי	1909 — געשפּילט ראָלן ביי לאַנצמאַן אין קאַליש	אַ יאָר אין לאַנצמאַןס טרוּפּע	קאַליש							
PAIR-00420	ORG-C00496	ORG-C00496	שאַראַוונער	טרופּע פֿון שאַראַזונער	troupe		0.8889		facs_104_r_4	facs_340_tr_1744365809	volume_2IIIorg.json	volume_2IIIorg.json	לאַמפּע, מאָריס	סטוטשקאָוו, נחום [סטוטשקאָ]	שאַראַוונער	דערנאָך גייט ער איבער אין דער טרופּע פֿון שאַראַזונער								
PAIR-00421	ORG-C04286	ORG-C04286	גאָלדפֿאַדען	טרופּע פֿון גאָלדפֿאַרען	troupe		0.8889		facs_112_tr_1744279073	facs_116_r_1	volume_2IIIorg.json	volume_1IIIorg.json	לאַקסער, סאַבּינאַ (שרה)	בערגמאַן, שמחה	וועלכער נעמט זיי צו דערציען, לאָזט זי שטודירן פּיאַנאָ	1903-1898 שפּילט ער אין די טרופּעס פֿון... גאָלדפֿאַרען								
PAIR-00422	ORG-C06655	ORG-C06819	די גוטענטאַגס	גוטענטאג	troupe		0.8889		facs_364_tr_1741260435	facs_405_TextRegion_1710157093565_274	volume_1IIIorg.json	volume_1IIIorg.json	ווייס, מאַרסעלאָ [לעווין]	זילבּערבּערג, סעמואל	שפּעטער אָנדערע קינדער-ראָלן ביי די גוטענטאַגס	די בינע-קאַריערע אָנגעהויבן אַלס כאָריסט		בוענאָס-איירעס						
PAIR-00423	ORG-C06819	ORG-C06655	גוטענטאג	גוטענטאַגס טרופּע	troupe		0.8889		facs_405_TextRegion_1710157093565_274	facs_322_tr_1754998441	volume_1IIIorg.json	Volume_4IIIorg.json	זילבּערבּערג, סעמואל	רייטין (רייצען], דוד	די בינע-קאַריערע אָנגעהויבן אַלס כאָריסט	פֿאָרט... קיין בוענאָס איירעס צו גוטענטאַגס טרופּע	בוענאָס-איירעס	בוענאָס איירעס · אַרגענטינע						
PAIR-00424	ORG-C00184	ORG-C00297	מאָסקווער יידישן מלוכה-טעאַטער	יאָסער יידישן מלוכה-טעאַטער	theatre		0.8889		facs_42_tr_1756359784	facs_59_tr_1756359798	volume7IIIorg.json	volume7IIIorg.json	אַקסעלראָד, מאיר	פידעל, משה	"איבערזעצט די פּיעסע „טרואַדעק"" פֿאַרן „מאָסקווער יידישן מלוכה-טעאַטער"""	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	מאָסקווער יידישן מלוכה-טעאַטער	יאָס						
PAIR-00425	ORG-C00184	ORG-C02170	מאָסקווער יידישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער	theatre		0.8889		facs_42_tr_1756359784	facs_231_tr_1747928940	volume7IIIorg.json	volume6IIIorg.json	אַקסעלראָד, מאיר	שטיין, אַליאָשאַ [אליהו]	"איבערזעצט די פּיעסע „טרואַדעק"" פֿאַרן „מאָסקווער יידישן מלוכה-טעאַטער"""	ווי ער איז נאָך דאַן געווען מיטן מינסקער יידישן מלוכה-טעאַטער אַלס רעזשיסער	מאָסקווער יידישן מלוכה-טעאַטער	מינסק						
PAIR-00426	ORG-C00019	ORG-C03222	קיעווער יידישער מלוכה-טעאַטער	נייער יידישער מלוכה-טעאַטער	theatre		0.8889		facs_50_tr_1756359800	facs_263_tr_1739220950	volume7IIIorg.json	Volume5IIIorg.json	קאָלמאַנאָוויטש, לייזער	סמאַרגאַנסקי (שמאַרגאָן), פֿאָל	אין 1928, ווען ס'אָרגאַניזירט זיך אין קיעוו אַ מלוכהשער יידישער טעאַטער, ווערט צווישן די אַקטיאָרן פֿון ליקווידירטן „קונסטווינקל״ איינגעלאָדן אַהין אויך ק.	"ס'גרינדעט זיך אין ריגע דער „נייער יידישער מלוכה-טעאַטער“. (שפּעטער דער ""יידישער מעוטים-טעאַטער“), וואו ער איז טעטיק אַלס סופֿלער און אַקטיאָר"	קיעוו	ריגע · לעטלאַנד						
PAIR-00427	ORG-C00297	ORG-C02170	יאָסער יידישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער	theatre		0.8889		facs_59_tr_1756359798	facs_231_tr_1747928940	volume7IIIorg.json	volume6IIIorg.json	פידעל, משה	שטיין, אַליאָשאַ [אליהו]	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	ווי ער איז נאָך דאַן געווען מיטן מינסקער יידישן מלוכה-טעאַטער אַלס רעזשיסער	יאָס	מינסק						
PAIR-00428	ORG-C00297	ORG-C00184	יאָסער יידישן מלוכה-טעאַטער	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	theatre		0.8889		facs_59_tr_1756359798	facs_399_tr_1739715070	volume7IIIorg.json	volume_1IIIorg.json	פידעל, משה	זוסקין, בנימין	אין משך פֿון דער 14-יאָריקער עקזיסטענץ פון יאָסער יידישן מלוכה-טעאַטער, איז ער דאָרט געווען פּיאַניסט-אָקאָרדיאָניסט, דיריגענט און קאָמפּאָזיטאָר	אין 1921 אַריינגעטראָטן אין דער סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	יאָס	מאָסקווע						
PAIR-00429	ORG-C00643	ORG-C04308	ערשטן יידישן מלוכה-טעאַטער	ערשטן יידישן מלוכהשן טעאַטער	theatre		0.8889		facs_34_tr_1752653015	facs_117_tr_1744279199	Volume_3IIIorg.json	volume_2IIIorg.json	פאָסיאַס, שימען	לויטער, עפראים	1919 — געשפּילט אין ערשטן יידישן מלוכה-טעאַטער אין אָדעס	הויפּטרעזשיסער פֿון ערשטן יידישן מלוכהשן טעאַטער (קיעוו)	אָדעס	קיעוו						
PAIR-00430	ORG-C01020	ORG-C00721	דראַמאַטישן טעאַטער	דראַמאַטישע געזעלשאָפט	theatre		0.8889		facs_277_tr_1755674194	facs_662_tr_1747931525	Volume_3IIIorg.json	volume6IIIorg.json	ריינגלאַס, יעקב	שרה און משה פֿרידמאַן	שפּעטער אַריבער אין דראַמאַטישן טעאַטער	אין 1928, בעת דער באַרימטער שריפטשטעלער דוד בערגעלסאָן האָט אַ געוויסע צייט זיך אויפגעהאָלטן אין דעטראיט, און די דעמאָלטיקע דראַמאַטישע געזעלשאָפט האָט אויפגעפירט זיין „די ברויט מיל		דעטראיט						
PAIR-00431	ORG-C01375	ORG-C01679	גרין סטריט טעאַטער	דריטן סטריט טעאַטער	theatre		0.8889		facs_343_tr_1756107173	facs_59_tr_1747746198	Volume_3IIIorg.json	volume6IIIorg.json	ראָזענטאָל, קלאַראַ	שאַרגעל, יעקב	זי שפּילט דאָרט דריי סעזאָנען	שפּילט ער ביי מאַקס געביל אין „דריטן סטריט טעאַטער“, אין אָנהייב אין דרע-אַקטיקע סקעטשעס, שפּעטער אין אַ משך פֿון 10 יאָר אין פֿולשטענדיקע פּיעסן ביי געבילן	פֿילאַדעלפיע · גרין סטריט טעאַטער	„דריטן סטריט טעאַטער“						
PAIR-00432	ORG-C01937	ORG-C05418	טעאַטער נאָווי	טעאַטער נאו	theatre		0.8889		facs_142_tr_1747825183	facs_41_tr_1740521073	volume6IIIorg.json	volume_1IIIorg.json	קרולעווסקאַ טעאַטער	איזבעסקאָ, פינקוס [פּנחס איזבעסקי]	איז געלונגען דעם יידישן טעאַטער-אונטערנעמער משה ווייספעלד צו פּועלן ביי דער אונטערנעמערין פֿון טעאַטער, אַז מען זאָל דאָרט אין משך פֿון ווינטער דערלויבן צו שפּילן יידיש	אין 1928 מיט-דירעקטאָר אין טעאַטער נאו אין בוקאָרעסט	וואַרשע · קרולעווסקאַ גאַס · טעאַטער נאָווי	בוקאָרעסט						
PAIR-00433	ORG-C01171	ORG-C06414	זאַנדבערג	זאַנדבערגן אין אָרטיקן גרויסן טעאָטער	theatre		0.8889		facs_149_tr_1747825109	facs_303_tr_1741260398	volume6IIIorg.json	volume_1IIIorg.json	ראָזענטאָל, באָריס	האָכבערג, מרדכי	אין 1910 ווערט ער אָנגאַזשירט קיין לאָדזש צו זאַנדבערגן און שפּילט 3 יאָר מיט אַ גרויסן דערפאָלג	באַשעפטיקט ביז זאַנדבערגן אין אָרטיקן גרויסן טעאָטער	לאָדזש	לאָדזש · אָרטיקן גרויסן טעאָטער						
PAIR-00434	ORG-C02149	ORG-C05385	רומעניע-אָפּערע-הויז	רומעניע-אָפּעראָ-הוין	theatre		0.8889		facs_203_tr_1747929008	facs_36_tr_1740520946	volume6IIIorg.json	volume_1IIIorg.json	פֿיינמאַן, דיינע	אַווראַמאָוויטש, מאַקס [מרדכי אָבראָמאָוויטש]	ווערן זיי די סטאַרס אין רומעניע אָפּערע הויז אויף דער באַווער.	אין 1895 איז א. געווען דער סטאַר-קאָמיקער אין רומעניע-אָפּעראָ-הוין אין ניו יאָרק.	ניו יאָרק · באַווער · רומעניע אָפּערע הויז · אַמעריקע	ניו יאָרק · רומעניע-אָפּעראָ-הוין						
PAIR-00435	ORG-C02170	ORG-C00184	מינסקער יידישן מלוכה-טעאַטער	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	theatre		0.8889		facs_231_tr_1747928940	facs_399_tr_1739715070	volume6IIIorg.json	volume_1IIIorg.json	שטיין, אַליאָשאַ [אליהו]	זוסקין, בנימין	ווי ער איז נאָך דאַן געווען מיטן מינסקער יידישן מלוכה-טעאַטער אַלס רעזשיסער	אין 1921 אַריינגעטראָטן אין דער סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	מינסק	מאָסקווע						
PAIR-00436	ORG-C02664	ORG-C06867	קאָלאָסעום	קאַלאָסעאום	theatre		0.8889		facs_50_tr_1733050548	facs_414_r_304	Volume5IIIorg.json	volume_1IIIorg.json	גימפּעלף, עמיל (שמואַל-מענדל)	זעלצער, דזשעני	גימפּעלס זון, צוזאַמען מיט זיין ווייב... האָבן אָפּגעדונגען דעם זאַל פון אַמאָליקן 'קאָלאָסעום'	שפּעטער אין דער דייטשער קלייןקונסט-בינע „קאַלאָסעאום“	לעמבערג · פּאַסאַזש פון די ברידער הערמאַן · קאָלאָסעום							
PAIR-00437	ORG-C02755	ORG-C04917	יידישן טעאַטער צו קאמינסקין	ייִדישן טעאטער ביי קאָמינסקין	theatre		0.8889		facs_80_tr_1733059422	facs_306_tr_1744365745	Volume5IIIorg.json	volume_2IIIorg.json	אַריעל, סאָניאַ [בעזמאַן]	נאַטאֲן, ב. [נאַטאן ברייטמאַן]	טרעט זיי ווידער אַריין אין כאָר פֿון יידישן טעאַטער צו קאמינסקין	אלס קינד אין ייִדישן טעאטער ביי קאָמינסקין	לאָדזש	וואַרשע · ייִדישן טעאטער ביי קאָמינסקין · פּוילן						
PAIR-00438	ORG-C02969	ORG-C02682	ליפּאָווסקין אין טעאַטער	ליפּאָווסקי אין ווילנע	theatre		0.8889	TRUE	facs_173_r	facs_73_tr_1744131424	Volume5IIIorg.json	volume_2IIIorg.json	זובאַק ישראל	יאַראָסלאַווסקאַ, זלאַטע	אָנגעהויבן אַלס כאָריסט ביי ליפּאָווסקין אין טעאַטער	1914 — אָנגעהויבן שפּילן קינדער-ראָלן מיט די אַמעריקאנער אַקטיאָרן... וועלכע האָבן גאַסטראָלירט ביי ליפּאָווסקין אין ווילנע		ווילנע						
PAIR-00439	ORG-C03599	ORG-C02576	יידישער דראַמאַטישער טעאַטער	יידישע דראַמאַטישע סטודיע	theatre		0.8889		facs_529_tr_1739221773	facs_378_tr_1744366824	Volume5IIIorg.json	volume_2IIIorg.json	שאַפּיראָ, דניאל	סקולער צבי	"1931-32 — געשפּילט אין ""יידישער דראַמאַטישער טעאַטער"" אין וואַרשע"	"ארגאַניזירט מיט נאָך מיטגלידער פֿון ""קונסטרינג"" די ""יידישע דראַמאַטישע סטודיע"""	וואַרשע							
PAIR-00440	ORG-C03604	ORG-C04947	קיעווער יידישן קינדער-טעאַטער	קיעווער רוסישן קינדער-טעאַטער	theatre		0.8889		facs_535_tr_1739222167	facs_313_tr_1744365816	Volume5IIIorg.json	volume_2IIIorg.json	ניקאָלאַיעווסקי, מייער	נאָרד באַרוך [בענעדיקט לעווין]	ווערט באַשטימט אַלס רעזשיסער פֿון קיעווער יידישן קינדער-טעאַטער	1916 — האָט נ. דעביוטירט אין קיעווער רוסישן קינדער-טעאַטער א'ר פֿון קאָנסטאָנטין בערעזשנאי	קיעוו · קיעווער יידישן קינדער-טעאַטער	קיעוו · קיעווער רוסישן קינדער-טעאַטער						
PAIR-00441	ORG-C03869	ORG-C04409	דראַמאַטישער פֿאַראיין אין קאָוונע	דראמאטישן פֿאַראיין	theatre		0.8889		facs_34_tr_1744131425	facs_148_r	volume_2IIIorg.json	volume_2IIIorg.json	טאַנין, שלום [טאַנקוס]	ליליען, איזידאָר	"אַריינגעטראָטן אין דעם „דראַמאַטישער פֿאַראיין אין קאָוונע אונטער ל. קאַדיסאָןס רעזשי אויפטרעטנדיק אין יעקב גאָרדיןס „מטורף"""	אַריינגעטראָטן אין אַ דראמאטישן פֿאַראיין	קאָוונע · דראַמאַטישער פֿאַראיין							
PAIR-00442	ORG-C04228	ORG-C06964	27-טע סטריט טעאַטער	48-טע סטריט טעאַטער	theatre		0.8889		facs_105_tr_1744279219	facs_98_r_2	volume_2IIIorg.json	Volume_4IIIorg.json	לאַנגסנער, קלאַראַ	שערמאַן, פּנחס	ווערט זיי דאָרט אָנגאַזשירט און שפּילט 2 סעזאָנען	שפּעטער די זעלבע ראָל אין ענגליש מיט מאָריס שוואַרץ אין 48-טע סטריט טעאַטער								
PAIR-00443	ORG-C04298	ORG-C06000	זאַץס פאָלקס-טעאַטער	זאַקס פאָלקס-טעאַטער	theatre		0.8889		facs_116_tr_1744279129	facs_147_tr_1740521024	volume_2IIIorg.json	volume_1IIIorg.json	לובריצקי, דעיוו (דוד)	גאָלד, לעאָן [לייבעלע גאָלדוואָג]	1929-30 — אין זאַץס פאָלקס-טעאַטער	1929-30 — אין זאַקס פאָלקס-טעאַטער								
PAIR-00444	ORG-C04555	ORG-C05019	נעשאָנאַל-רוף-גאָרדן	נעשיאָנאַל-רוף גאָרדן	theatre		0.8889		facs_194_tr_1744279150	facs_322_tr_1744365731	volume_2IIIorg.json	volume_2IIIorg.json	לעש, יצחק [איזידאָר לעשטשינסקי]	נעסטאָר משה	דעם 13 יולי 1917 געשפּילט געוואָרן אין ניו יאָרקער נעשאָנאָל רוף-גארדן	30 יוני 1917, אויפֿגעפֿירט דורך ז. וויינטרויב אין נעשיאָנאַל-רוף גאָרדן	ניו יאָרק · נעשאָנאָל רוף-גארדן	ניו יאָרק · נעשיאָנאַל-רוף גאָרדן						
PAIR-00445	ORG-C04674	ORG-C06964	8-טע סטריט-טעאַטער	48-טע סטריט טעאַטער	theatre		0.8889		facs_242_r	facs_98_r_2	volume_2IIIorg.json	Volume_4IIIorg.json	מאַרקאָוויטש משה	שערמאַן, פּנחס	1925-26 — ביי הערשל צוקער בערג (8-טע סטריט-טעאַטער, שיקאַגאָ)	שפּעטער די זעלבע ראָל אין ענגליש מיט מאָריס שוואַרץ אין 48-טע סטריט טעאַטער	שיקאַגאָ · 8-טע סטריט-טעאַטער							
PAIR-00446	ORG-C04741	ORG-C06693	14-טן סטריט-טעאַטער	14טע סטריט-טעאַטער	theatre		0.8889		facs_257_tr_1744280823	facs_377_r	volume_2IIIorg.json	volume_1IIIorg.json	מייער גרעטאָ	ווינאָגראָדאָוו, אַנאַטאָל [נפתלי-הערץ גליקמאַן]	איבערגעגאַנגען אין 14-טן סטריט-טעאַטער (מיט טאָמאַשעווסקין)	1921-2-אָנגעהויבן שפּילן אין 14טע סטריט-טעאַטער אין ניו יאָרק		ניו יאָרק · 14טע סטריט-טעאַטער · אַמעריקע						
PAIR-00447	ORG-C04759	ORG-C05629	בראָדוויי-מיוזיק-האָל	בראָדוויי מוזיק-האָל	theatre		0.8889		facs_265_tr_1744280818	facs_78_tr_1740521049	volume_2IIIorg.json	volume_1IIIorg.json	מילבערג, חייקע [פּאַסקאַל)	באָקשיצקי,לואיס [לייב]	אויפֿגעטראָטן אין בראָדוויי-מיוזיק-האָל צוזאַמען מיט דוד מייעראָוויטש, בעסי טרייטלער (שפּעטער — דזשייקאָבס), אסתר גליקמאַן, סעם קלינעצקי	בראָדוויי מוזיק-האָל								
PAIR-00448	ORG-C05337	ORG-C06210	אָקאָדעמיע אָת מיוזיק	אָקאָדעמי אָף מיוזיק	theatre		0.8889		facs_20_tr_1740515229	facs_264_tr_1741260321	volume_1IIIorg.json	volume_1IIIorg.json	אַבראַמסאָן, אייוואָן	געלבאַרט, מיכל	גערונגען פֿאַר אים... די אָקאָדעמיע אָת מיוזיק	"„ווינטער-וואָלד"" פֿון דוד קאָסעל (אויפגעפֿירט אין פֿילאָדעלפֿיער אָקאָדעמי אָף מיוזיק)"	ניו יאָרק · 14טע סטריט · אָקאָדעמיע אָת מיוזיק	פֿילאָדעלפֿיע · אָקאָדעמי אָף מיוזיק · אַמעריקע						
PAIR-00449	ORG-C06567	ORG-C07177	נייבאָרהוד פלייהויז	נעיבאָרהוד פלעיהאַז	theatre		0.8889		facs_348_tr_1741260382	facs_372_tr_1755029967	volume_1IIIorg.json	Volume_4IIIorg.json	וואָרדי דוד [ראָזענפעלד]	קאָרנשטיין, מלכה	"פֿירט וו. אויף צוזאַמען מיט אַלסבערן אָנסקיס „דבוק"" אויף ענגליש אין נייבאָרהוד פלייהויז"	האָט זיי זיך מיטבאַטייליקט ווען יעקב בועמי האָט סוף 1914 אויפֿגעפֿירט אין „נעיבאָרהוד פלעיהאַז פּרעס איינאַקטערס		ניו יאָרק · נעיבאָרהוד פלעיהאַז · אַמעריקע						
PAIR-00450	ORG-C00874	ORG-C04431	פֿאַרלאַג ש. גאָלדפֿאַרב	פערלאג ל. גאָלדפאַרב	publisher		0.8889		facs_148_tr_1754213822	facs_153_tr_1744279072	Volume_3IIIorg.json	volume_2IIIorg.json	פריזאַמענט, שלמה	לינדענפעלד, שלמה	פֿאַרלאָג ש. גאָלדפֿאַרב, וואַרשע 1926	פערלאג ל. גאָלדפאַרב, וואַרשע 1927	וואַרשע · פּוילן	וואַרשע						
PAIR-00451	ORG-C00874	ORG-C04431	פֿאַרלאַג ש. גאָלדפֿאַרב	פערלאַג מ. גאָלדפֿאַרב	publisher		0.8889		facs_148_tr_1754213822	facs_296_r	Volume_3IIIorg.json	volume_2IIIorg.json	פריזאַמענט, שלמה	מעסטעל, מאיר	פֿאַרלאָג ש. גאָלדפֿאַרב, וואַרשע 1926	פערלאָג ש. גאָלדפֿאַרב, וואַרשאָ, 1925	וואַרשע · פּוילן	וואַרשאָ						
PAIR-00452	ORG-C02226	ORG-C03746	יידישן זעלבסטשוץ	יידישער זעלבסטשוץ	organization		0.8889		facs_264_tr_1747928896	facs_597_tr_1739222301	volume6IIIorg.json	Volume5IIIorg.json	דאַווידזאָן, מיכל	סעם גוטלין	געווען פֿון די אַקטיווע מיטגלידער אין יידישן זעלבסטשוץ	געווען זייער אַקטיוו אין דער יידישער זעלבסטשוץ קעג די פּאָגראַמטשיקעס	קעשענעווער							
PAIR-00453	ORG-C00065	ORG-C06186	די אידישע צייטונג	די יודישע צייטונג	newspaper		0.8889		facs_19_r_7	facs_258_tr_1741260281	volume7IIIorg.json	volume_1IIIorg.json	זשיטניצקי, ל. [פּנחס-אַליעזר]	גלאַזערמאַן, שמואל	"פֿריער געווען אַ מיטאַרבעטער אין „די אידישע צייטונג"""	"געדרוקט... אין „די יודישע צייטונג"""	אָרגענטינע	ב. א.						
PAIR-00454	ORG-C01890	ORG-C02292	יודישען פֿאָלקס בלאַט	יודישעס פֿאָלקסבלאַט	newspaper		0.8889		facs_112_tr_1747825141	facs_408_tr_1747930566	volume6IIIorg.json	volume6IIIorg.json	פרישמאַן, דוד	רייזען, אַברהם	"אין 1888 אָנגעהויבן שריבן יידיש (ביילאַגע צום ""יודישען פֿאָלקסבלאַט“)."	ר. הייבט אָן מיט פֿאַרעפֿנטלעכן קליינשטעטלדיקע קאָרעספּאָנדענצן אין „יודישעס פֿאָלקסבלאַט“								
PAIR-00455	ORG-C04418	ORG-C06586	דער יידישער וועקקער	דער אידישער וועכטער	newspaper		0.8889		facs_150_tr_1744279160	facs_351_tr_1741260418	volume_2IIIorg.json	volume_1IIIorg.json	ליליענבלום, משה-לייב	וויזענפעלד לעאָן	"וועלכע איז צוגעגעבן געוואָרן אַלס ביילאַגע צו זיין זמ׳ב „דער יידישער וועקקער"""	געשריבן אָרטיקלען און רעצענזיעס וועגן יידישן טעאָטער אין „דער אידישער וועכטער“ אין קליוולאַנד		קליוולאַנד						
PAIR-00456	ORG-C06573	ORG-C07164	די יודישע צוקונפט	די אידישע צוקונפט	newspaper		0.8889		facs_349_tr_1741260454	facs_357_tr_1754998567	volume_1IIIorg.json	Volume_4IIIorg.json	וואָרטסמאַן, יחזקאל דר	קוסמאַן, לעאָן	שפּעטער רעדאַקטאָר פֿון אַ יידישער מאָנאָט-שריפט „די יודישע צוקונפט“ אין לאָנדאָן	אין 1904 דעביוטירט אין „די אידישע צוקונפט“ מיט אַ ליד	לאָנדאָן							
PAIR-00457	ORG-C06586	ORG-C06735	דער אידישער וועכטער	דער אידישער בעקער	newspaper		0.8889		facs_351_tr_1741260418	facs_382_tr_1739715279	volume_1IIIorg.json	volume_1IIIorg.json	וויזענפעלד לעאָן	וועקשטיין, בנציון	געשריבן אָרטיקלען און רעצענזיעס וועגן יידישן טעאָטער אין „דער אידישער וועכטער“ אין קליוולאַנד	1921-2 — רעראָקטירט „דער אידישער בעקער“	קליוולאַנד							
PAIR-00458	ORG-C03684	ORG-C06638	יידישער אַרטיסטן צוזאַמענפֿאָר	יידישן אָרטיסטן-צוזאַמענפֿאָר	union		0.8889		facs_568_tr_1739221639	facs_361_r_6	Volume5IIIorg.json	volume_1IIIorg.json	מענדעלעוויטש, דוד	וויינשטאָק, אייזיק	ביז צום יידישן אַרטיסטן צוזאַמענפֿאָר	האָט פֿאַרטראָטן די לעמבערגער אָרטיסטן אויפֿן יידישן אָרטיסטן-צוזאַמענפֿאָר אין וואַרשע		וואַרשע						
PAIR-00459	ORG-C00784	ORG-C00718	יידישער נאַציאָנאַלער אַרבעטער-פֿאַרבאַנד	יידיש נאַציאָנאַלן אַרבעטער-פֿאַרבאַנד	organization		0.8857		facs_127_tr_1754820296	facs_329_tr_1756058147	Volume_3IIIorg.json	Volume_3IIIorg.json	פעקער וויקטאָר (אביגדור)	דידזשאַ, בעל [באַנדער]	"פֿלעגט אַרומפֿאָרן מיט רעציטאַציעס אויף גרעסערע טורנעען ... פֿאַר ... ""יידישער נאַציאָנאַלער אַרבעטער-פֿאַרבאַנד“"	פֿאָלקס-שול פֿון יידיש נאָציאָנאַלן אַרבעטער פֿאַרבאַנד								
PAIR-00460	ORG-C00197	ORG-C00197	שלום עליכם פאָלקס אינסטיטוט	שלום-עליכם פאָלקאינסטיטוט	school		0.8846		facs_44_tr_1756359784	facs_655_tr_1755030260	volume7IIIorg.json	Volume_4IIIorg.json	געזעלשאַפֿטלעכער יידישער טעאַטער אין דעטראָיט	יעקב דובאָוו	דער שלום-עליכם פאָלקס-אינסטיטוט, דער אַרבעטער-רינג, די פּועליציון און דער יידיש נאַציאָנאַלער אַרבעטער-פאַרבאַנד זיינען געווען דער רוקנביין	איז געגרינדעט געוואָרן דער שלום-עליכם פאָלקאינסטיטוט		שיקאַגאָ · 1100 קעדזי עוועניו · קעלער פון דעם הויז						
PAIR-00461	ORG-C02734	ORG-C06565	ווילנער העברעאישער גימנאַזיע	יפֿוער העברעאישער גימנאַזיע	school		0.8846		facs_75_tr_1733059379	facs_348_tr_1741260382	Volume5IIIorg.json	volume_1IIIorg.json	ליפּאָווסקי, סאַשאַ (שמחה)	וואָרדי דוד [ראָזענפעלד]	לערנט ער זיך אין דער ווילנער העברעישער גימנאַזיע	אין 1910 אַריינגעטראָטן אין יפֿוער העברעאישער גימנאַזיע	ווילנע	יפֿו						
PAIR-00462	ORG-C01012	ORG-C02731	לאָדזשער פֿאַראייניקטער טרופּע	"לאָדזשער „פֿאַראייניקטע טרופּע"""	troupe		0.8846		facs_275_tr_1755674168	facs_157_r_3	Volume_3IIIorg.json	volume_2IIIorg.json	שומסקי, פעלאַ [כור-לאַנצמאַן]	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]	אין דער לאָדזשער פֿאַראייניקטער טרופּע	"גייט זי איבער אין דער לאָדזשער „פֿאַראייניקטע טרופּע"" א'ל פֿון טיטעלמאַן"	לאָדזש · לאָדזשער פֿאַראייניקטער טרופּע	"לאָדזש · לאָדזשער „פֿאַראייניקטע טרופּע"""						
PAIR-00463	ORG-C01117	ORG-C01595	טרופּע פֿון א. ג. קאָמפּאַנעעץ	טרופּע פון א. קאָמפּאַנעעץ	troupe		0.8846		facs_317_tr_1756045226	facs_35_tr_1747746200	Volume_3IIIorg.json	volume6IIIorg.json	לובעלסקאַ, פּאָליאַ	ווייסמאַן, הערש	שפּילט זי... אין די טרופּעס פֿון א. ג. קאָמפּאַנעעץ	נעמט ער אים אַריין אין זיין טרופּע אין קיעוו אַלס פּראָפעסיאנעלן אַקטיאָר		קיעוו						
PAIR-00464	ORG-C02731	ORG-C02731	לאָדזשער 'פאַרייניקטע טרופּע'	"לאָדזשער „פֿאַראייניקטע טרופּע"""	troupe		0.8846		facs_74_tr_1733059496	facs_157_r_3	Volume5IIIorg.json	volume_2IIIorg.json	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]	פֿון דאָ גייט זי איבער אין דער לאָדזשער 'פאַרייניקטע טרופּע' א'ל פֿון טיטעלמאַן	"גייט זי איבער אין דער לאָדזשער „פֿאַראייניקטע טרופּע"" א'ל פֿון טיטעלמאַן"	לאָדזש · פּוילן	"לאָדזש · לאָדזשער „פֿאַראייניקטע טרופּע"""						
