row_id	name	original_type	canonical_type	changed	needs_review	decided_via	review_reason	llm_canonical	llm_agree	llm_concern_theme	llm_reason	llm_suggested_new_canonical
ORG-C00057	קולטור-קאָנגרעס	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	קולטור-קאָנגרעס refers to the Congress for Jewish Culture. The policy explicitly routes the Yiddish Cultural Congress to 'Jewish political bodies'.	
ORG-C00058	העבראיקאַ	theatre	Theatre	yes		tag						
ORG-C00059	קיעווער גימנאַזיע	school	Education	yes		tag						
ORG-C00060	קיעווער אוניווערזיטעט	school	Education	yes		tag						
ORG-C00061	קיעווער אַלעקסייעוו מיליטער-שול	school	Education	yes		tag						
ORG-C00062	סעמינאָר פֿון פּראָפעסאָר שפּאַן	school	Education	yes		tag						
ORG-C00063	אוניווערזיטעטן פֿון קעניגסבערג און באָן	school	Education	yes		tag						
ORG-C00064	וומיריע איסקוסטווא	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00065	די אידישע צייטונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00066	די פּרעסע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00067	"ייוו""אָ"	organization	Heritage Institution	yes		named_entity		Heritage Institution	yes	agree	YIVO is explicitly listed in the policy as a Heritage Institution.	
ORG-C00068	אַקטיאָרן-פאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is an actors' union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00069	צווישאָ	school	Education	yes		tag						
ORG-C00070	איפט	theatre	Theatre	yes		tag						
ORG-C00071	דרוקעריי פון ראָם	publisher	Publisher	yes		tag						
ORG-C00072	ווילנער דרוקער-פאַריין	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	Vilna Printers' Union is a general trade union. Policy dictates flagging for PI decision as there is no general trade union bucket.	Trade Union
ORG-C00073	ראַדיאָ	radio	Media (Radio/ Film/TV)	yes		tag						
ORG-C00074	טרופּע פון קלמן יוווילער	troupe	Traveling Company	yes		tag						
ORG-C00075	בוקאַרעשטער „פאָלקסבלאַט“	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00076	יאַנקעלע דער הייזעריקער	troupe	Traveling Company	yes		tag						
ORG-C00077	שניידערישער שול	synagogue	Religious institutions/organizations	yes		tag						
ORG-C00078	אוקראינישער אָפּערעטע פֿון קראָפּאָווניצקי	theatre	Theatre	yes		tag						
ORG-C00079	פולק	military	Military	yes		tag						
ORG-C00080	יעקב-בער גימפּעל	theatre	Theatre	yes		tag						
ORG-C00081	סעם אַגעד	troupe	Traveling Company	yes		tag						
ORG-C00082	טרופּע פֿון געליס	troupe	Traveling Company	yes		tag						
ORG-C00083	טרייטלער	troupe	Traveling Company	yes		tag						
ORG-C00084	טעאַטער אַמבו	theatre	Theatre	yes		tag						
ORG-C00085	אָלימפּיאַ טעאַטער	theatre	Theatre	yes		tag						
ORG-C00086	טעאַטער „ריוואָדאָוויא“	theatre	Theatre	yes		tag						
ORG-C00087	קיעווער אָפּערע-הויז	theatre	Theatre	yes		tag						
ORG-C00088	אַן אייגענע שולע	school	Education	yes		tag						
ORG-C00089	ווינדזאָר-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00090	רוסישער אָפּערע	theatre	Theatre	yes		tag						
ORG-C00091	קאָנסערוואַטאָריום	school	Education	yes		tag						
ORG-C00092	רוסישער טרופּע א'ל פֿון פרוי כרעניקאָוואַ	troupe	Traveling Company	yes		tag						
ORG-C00093	יורידישן פֿאַקולטעט פֿון אוניווערזיטעט	school	Education	yes		tag						
ORG-C00094	אָרטיקער קאָנסערוואַטאָריע	school	Education	yes		tag						
ORG-C00095	יידישע פֿאָלקס-בינע	troupe	Traveling Company	yes		tag						
ORG-C00096	פֿאָלקס-טעאַטער	troupe	Traveling Company	yes		tag						
ORG-C00097	אַמכא	troupe	Traveling Company	yes		tag						
ORG-C00098	דורך טרערן	film	Media (Radio/ Film/TV)	yes		tag						
ORG-C00099	צעירי יהודה	theatre	Theatre	yes		tag						
ORG-C00100	פּראָפעסיאנעלער יידישער טרופּע פֿון ר. פינקעלשטיין	troupe	Traveling Company	yes		tag						
ORG-C00101	יידישע בינע	theatre	Theatre	yes		tag						
ORG-C00102	יוגנט פאַריין	school	Education	yes		tag						
ORG-C00103	ווילנער טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00104	גילאָרינאַ	theatre	Theatre	yes		tag						
ORG-C00105	אַזאַזעל	theatre	Theatre	yes		tag						
ORG-C00106	חברים-טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00107	ביאַליסטאָקער טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00108	יידישן אַרטיסטן-פֿאַריין אין פּוילן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is the Yiddish Actors' Union in Poland, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00109	נידערשלעזישן יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00110	גראַנד פּאָליי	theatre	Theatre	yes		tag						
ORG-C00111	לעמבערגער יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00112	אוצר הספרות	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00113	עליזעום	theatre	Theatre	yes		tag						
ORG-C00114	הזמיר	theatre	Musical organization	yes		named_entity		Musical organization	yes	agree	Policy explicitly maps Hazomir / הזמיר to Musical organization.	
ORG-C00115	פרץ-דראַמקרייז	school	Education	yes		tag						
ORG-C00116	מוראַנאָווער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00117	טרופּע פון יצחק זאַנדבערג	troupe	Traveling Company	yes		tag						
ORG-C00118	פּראָפעסיאנעלן יידישן אַרטיסטן-פאַראיין אין פּוילן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is a professional Yiddish artists/actors union, which perfectly fits the Theatre-related Society/Union category.	
ORG-C00119	קאָמעדיע-טעאַטער א'נ „שלום-עליכם“	theatre	Theatre	yes		tag						
ORG-C00120	"טעאַטער-סטודיע אויפן נאָמען פון „שלום-עליכם"""	theatre	Theatre	yes		tag						
ORG-C00121	טעאַטער א'נ „בעזקער“	theatre	Theatre	yes		tag						
ORG-C00122	ישיבות	school	Education	yes		tag						
ORG-C00123	"לערער-סעמינאָר פֿון דייטש-יידישן הילפס-פֿאַריין ""עזרה"""	school	Education	yes		tag						
ORG-C00124	תל-אביבער שטאָט-ביבליאָטעק „שערי ציון“	library	Library	yes		tag						
ORG-C00125	העברעישער און יידישער פּרעסע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00126	אַרכיוו פֿאַר געשיכטע פֿון יידישן טעאַטער און דראַמע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00127	יידישער טרופּע פֿון מישוראַט	troupe	Traveling Company	yes		tag						
ORG-C00128	קלאַראַ יאָנגס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00129	אַלרוסישן יידישן אַרטיסטן פֿאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is explicitly an actors/artists union ('אַרטיסטן פאַריין'), which perfectly fits Theatre-related Society/ Union.	
ORG-C00130	קונסט-ווינקל	theatre	Theatre	yes		tag						
ORG-C00131	טעאַטער עקסעלסיאָר	theatre	Theatre	yes		tag						
ORG-C00132	פֿאָלקס שטימע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00133	י. ג. הערדער-אינסטיטוט	school	Education	yes		tag						
ORG-C00134	צייטשריפט פֿיר אָסטפאַרשונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00135	דייטשער ראַדיאָ אין קעלן	organization	Media (Radio/ Film/TV)	yes		llm_verified	llm:shallow_keyword_missed_cue	Media (Radio/ Film/TV)	no	shallow_keyword_missed_cue	Entity is explicitly a radio station ('דייטשער ראַדיאָ' - German Radio), which belongs in Media (Radio/ Film/TV).	
ORG-C00136	פישזאָן גענפער	troupe	Traveling Company	yes		tag						
ORG-C00137	סעם אַדלער	troupe	Traveling Company	yes		tag						
ORG-C00138	נוזיק	troupe	Traveling Company	yes		tag						
ORG-C00139	טרופּע פון שטשערבאַקאָוו	troupe	Traveling Company	yes		tag						
ORG-C00140	טרופּע פֿון ראָטשטיין	troupe	Traveling Company	yes		tag						
ORG-C00141	ניי-אַזאַזעל	theatre	Theatre	yes		tag						
ORG-C00142	שאָפּ	workplace	Labour (factory/workshop)	yes		tag						
ORG-C00143	געבעט-הויז פֿון באַפּטיסטן	house of prayer	Religious institutions/organizations	yes		tag						
ORG-C00144	עלדאָראַדאָ	theatre	Theatre	yes		tag						
ORG-C00145	גימנאַזיע	school	Education	yes		tag						
ORG-C00146	דראַמאַטישע שול ביים קייזערלעכן אָלעקסאַנדער טעאַטער	school	Education	yes		tag						
ORG-C00147	טעאַטער פון סאַבוראָוו	theatre	Theatre	yes		tag						
ORG-C00148	טעאַטער פון דער פרייער קאָמעדיע	theatre	Theatre	yes		tag						
ORG-C00149	באַלאַגאַנטשיק	theatre	Theatre	yes		tag						
ORG-C00150	רוסישער דראַמע	theatre	Theatre	yes		tag						
ORG-C00151	בלויען פויגל א'ד יוזשני	troupe	Traveling Company	yes		tag						
ORG-C00152	„סימכעוועסאָסען“ (שמחה וששון)	theatre	Theatre	yes		tag						
ORG-C00153	"""גראָדנער מאָמענט"""	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00154	בונד	party	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	The Bund is explicitly listed in the policy under Jewish political bodies.	
ORG-C00155	פּראָגרעסיוו דראַמאַטיק קלוב	theatre	Theatre	yes		tag						
ORG-C00156	ליפּצין-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00157	ליבערטי-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00158	מאריס-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00159	נאָראַ בעיס-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00160	יידישער קונסט טעאַטער	theatre	Theatre	yes		tag						
ORG-C00161	ראָלאַנד-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00162	יידישער טעאַטער-שול ביי דער „קולטור-ליגע“	school	Theatre education	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Theatre education	no	shallow_keyword_missed_cue	The entity is specifically a theatre school (טעאַטער-שול), which falls under Theatre education, despite being affiliated with the Kultur-Lige.	
ORG-C00163	יידישער סטודיע פֿון ווייסרוסלאַנד	theatre	Theatre	yes		tag						
ORG-C00164	ווימ'ט	theatre	Theatre	yes		tag						
ORG-C00165	זאַסלאַווסקי	troupe	Traveling Company	yes		tag						
ORG-C00166	"וואַרשעווער ""עלדאָראַדאָ""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C00167	ליבהאָבער	troupe	Traveling Company	yes		tag						
ORG-C00168	וואַרשעווער מוראַנאָווער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00169	טעאַטער ווענוס	theatre	Theatre	yes		tag						
ORG-C00170	פּאָליטעכניקום	school	Education	yes		tag						
ORG-C00171	פּוטיליאָווער (שפּעטער — קיראַוונער) זאַוואָד	workplace	Labour (factory/workshop)	yes		tag						
ORG-C00172	דער יוּד	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00173	יעוורעיסקאַיאָ ענציקלאָפּעדיאַ	publisher	Publisher	yes		tag						
ORG-C00174	צוקונפט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00175	ביכער-וועלט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00176	אינסטיטוט פֿון די פֿעלקער פֿון אַזיע ביי דער וויסנשאַפֿטלעכער אַקאַדעמיע	archive	Heritage Institution	yes		tag						
ORG-C00177	באַקוער יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00178	נייער יידישער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00179	קונסט-רינג	theatre	Theatre	yes		tag						
ORG-C00180	יידישן קונסט-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00181	לאָנדייל-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00182	יידישע קולטור	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00183	יידיש בוך	publisher	Publisher	yes		tag						
ORG-C00184	מאָסקווער יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00185	דייטשער דראַמאַטישער שול	school	Education	yes		tag						
ORG-C00186	יידישן דראַמאַטישן קריין א'נ „פֿערדינאַנד לאַסאַל“	theatre	Theatre	yes		tag						
ORG-C00187	טרופּע פֿון דירעקטאָר אַקסעלראָד	troupe	Traveling Company	yes		tag						
ORG-C00188	טרופּע פֿון דירעקטאָר עבעל	troupe	Traveling Company	yes		tag						
ORG-C00189	טרופּע פֿון צוקערבערג	troupe	Traveling Company	yes		tag						
ORG-C00190	פֿאָלקסבינע	theatre	Theatre	yes		tag						
ORG-C00191	וויק'ט	troupe	Traveling Company	yes		tag						
ORG-C00192	ערשטן פֿאָלקסטעאַטער	theatre	Theatre	yes		tag						
ORG-C00193	פּאַריזער יידישע קונסט-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00194	טעאַטער מיטרע	theatre	Theatre	yes		tag						
ORG-C00195	יידיש קונסט טעאַטער	theatre	Theatre	yes		tag						
ORG-C00196	יידישע געזעלשאַפט אין לאָס אַנדזשעלעס	theatre	Theatre	yes		tag						
ORG-C00197	שלום-עליכם פֿאָלקס-אינסטיטוט	school	Education	yes		tag						
ORG-C00198	אַרבעטער-רינג	union	Jewish political bodies	yes		named_entity	pi_dilemma:fraternal_political_dual_identity	Jewish political bodies	yes	agree	Arbeter Ring is explicitly mapped to Jewish political bodies in the policy with a PI flag for its dual identity.	
ORG-C00199	יידישע אַקטיאָרן-יוניאָן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The Yiddish Actors' Union is explicitly an actors' union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00200	יידישן אַקטיאָרן פאַריין אין פּוילן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Entity is explicitly an actors union, perfectly matching the Theatre-related Society/ Union category.	
ORG-C00201	קאָמיטעט צו שאַפן אַ געזעלשאַפטלעך טעאַטער אין דעטראָיט	theatre	Theatre	yes		tag						
ORG-C00202	רוסישער דראָמאַטישער שול	school	Education	yes		tag						
ORG-C00203	הירשביין-טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00204	ערשטן צוזאַמענפֿאָר פֿון די יידישע אַקטיאָרן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	A congress of Yiddish actors fits perfectly into the Theatre-related Society/Union category.	
ORG-C00205	אָדעסער הויך-שול	school	Education	yes		tag						
ORG-C00206	אַקטיאָרן-אָרגאַניזאַציע	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Actors' organization clearly fits the Theatre-related Society/ Union category.	
ORG-C00207	חדר	school	Education	yes		tag						
ORG-C00208	מוזיק-שול	school	Education	yes		tag						
ORG-C00209	אוקראינישן מלוכהטעאַטער פֿון קליינער פֿאָרמעס „געזבולט“	theatre	Theatre	yes		tag						
ORG-C00210	הצפירה	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00211	יידישע באַנדע	theatre	Theatre	yes		tag						
ORG-C00212	נאָוואָשטשי	theatre	Theatre	yes		tag						
ORG-C00213	ניי-וואָרט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00214	באַנדאָ	theatre	Theatre	yes		tag						
ORG-C00215	מ. פֿאָטאָפּערסקי	publisher	Publisher	yes		tag						
ORG-C00216	ניויאָרק פּאָבליק לייברערי	library	Library	yes		tag						
ORG-C00217	קרית ספר	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00218	פעלדשער-קורסן	school	Education	yes		tag						
ORG-C00219	יידיש-רוסישע רעגירונגסשול	school	Education	yes		tag						
ORG-C00220	קדימה דראַמאָטיק סוירקל	theatre	Theatre	yes		tag						
ORG-C00221	צענגוטס וואָריעטע	theatre	Theatre	yes		tag						
ORG-C00222	יידישן אַרטיסטן-פאַריין „אַברהם גאָלדפאָדן“	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Entity is explicitly a Yiddish actors' union named after Avrom Goldfaden, perfectly fitting Theatre-related Society/Union.	
ORG-C00223	טרופּע פֿון דוד פֿאַכלער	troupe	Traveling Company	yes		tag						
ORG-C00224	טרופּע פֿון סידי טאָל	troupe	Traveling Company	yes		tag						
ORG-C00225	טרופּע פֿון אָננאַ יאָקובאָוויטש	troupe	Traveling Company	yes		tag						
ORG-C00226	טרופּע פֿון לידיאַ פּאַטאָצקאַ	troupe	Traveling Company	yes		tag						
ORG-C00227	טרופּע פֿון מישע פישזאָן	troupe	Traveling Company	yes		tag						
ORG-C00228	טרופּע פֿון היימי פּריזאַנט	troupe	Traveling Company	yes		tag						
ORG-C00229	טרופּע פֿון בעני אַדלער	troupe	Traveling Company	yes		tag						
ORG-C00230	טרופּע פֿון יעקב רעכצייט	troupe	Traveling Company	yes		tag						
ORG-C00231	טרופּע פֿון דוד זיידערמאַן	troupe	Traveling Company	yes		tag						
ORG-C00232	מאָלדעוואָנישער יידישער מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00233	אוזבעקישער מלוכהשער פילהאַרמאָניע	theatre	Theatre	yes		tag						
ORG-C00234	גאָלדינג געווערק-שול	school	Education	yes		tag						
ORG-C00235	דייטשן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00236	"ניו-יאָרקער יידישן „טאָליאַ""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C00237	ווערדי-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00238	פֿאָלקס-שול	school	Education	yes		tag						
ORG-C00239	ווינער קאָנסערוואַטאָריע	school	Education	yes		tag						
ORG-C00240	רומענישן יידישן מלוכהטעאַטער	theatre	Theatre	yes		tag						
ORG-C00241	קיעווער כעמיש-פֿאַרמאַצעווטישן אינסטיטוט	school	Education	yes		tag						
ORG-C00242	מוזיקאַלישע שול	school	Education	yes		tag						
ORG-C00243	אָרקאָדיאָ-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00244	אַברהם יצחק קאַמינסקיס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00245	פרץ הירשביינס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00246	קולטור-ליגע	organization	Heritage Institution	yes		named_entity		Heritage Institution	yes	agree	Kultur-Lige is explicitly listed in the policy as a Heritage Institution.	
ORG-C00247	קיעווער „קונסט-ווינקל“	troupe	Traveling Company	yes		tag						
ORG-C00248	ראָפּעל	troupe	Traveling Company	yes		tag						
ORG-C00249	ליציי אין באַטאָשאַן	school	Education	yes		tag						
ORG-C00250	סאַציאָליסטישער באַוועגונג	party	Non-Jewish political bodies	yes		context		Non-Jewish political bodies	yes	agree	General socialist movement fits non-Jewish political bodies, though without context it could also be Jewish.	
ORG-C00251	גרויסע טעגלעכע צייטונגען פֿון בוקאַרעשט און יאָסי	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00252	יידישער פּעריאָדיקע אין גאַליציע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00253	"דייטשער סאַציאַליסטישער „פאָלקסצייטונג"""	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00254	יידישעס טאָגעבלאַט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00255	יעקב פּ. אַדלער	troupe	Traveling Company	yes		tag						
ORG-C00256	טהעאַטער מאַיוונג פיקטשורס	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00257	פֿאַרווערטס	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00258	"„הזמיר""-כאָר"	troupe	Musical organization	yes		named_entity	pi_dilemma:sub_entity_vs_parent_classification	Musical organization	yes	agree	Hazomir choir is a secular choral society, which perfectly fits the Musical organization category according to the policy.	
ORG-C00259	בער לינער קאָמישער אָפּערע	theatre	Theatre	yes		tag						
ORG-C00260	יידישן אָפּערעטן-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00261	קאָנצערט בריגאָדע	troupe	Traveling Company	yes		tag						
ORG-C00262	קול ישראל	radio	Media (Radio/ Film/TV)	yes		tag						
ORG-C00263	קאָנסערוואַטאָריע אוו מיוזיק	school	Education	yes		tag						
ORG-C00264	אָקאַדעמי און מוזיק-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00265	קעפּיטאָל טעאַטער	theatre	Theatre	yes		tag						
ORG-C00266	מעקינלי סקווער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00267	יידישע טעאַטערס אויף סעקאָנד עוועניו	theatre	Theatre	yes		tag						
ORG-C00268	פאַלעסטיין סטרינג קוואַרטעט	troupe	Traveling Company	yes		tag						
ORG-C00269	מיאָמער וואָדעוויל-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00270	יידישע טעאַטריקל עלייענס	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Entity is explicitly the Yiddish Theatrical Alliance, perfectly fitting the theatre-industry membership body category.	
ORG-C00271	שטאָטישע שול	school	Education	yes		tag						
ORG-C00272	אַרבעטער רינג-שול	school	Education	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Education	no	shallow_keyword_overfire	The entity is specifically an Arbeter Ring school, not the fraternal organization itself, so it should be classified as Education.	
ORG-C00273	פרייע אַרבייטער שטימע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00274	קינדער זשורנאַל	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00275	דאָ רע מי	theatre	Theatre	yes		tag						
ORG-C00276	הבימה	theatre	Theatre	yes		tag						
ORG-C00277	קולטור-אָפּטיילונג ביי דער קהלה איז בוענאָס איירעס	union	Religious institutions/organizations	yes		llm_verified	llm:shallow_keyword_missed_cue	Religious institutions/organizations	no	shallow_keyword_missed_cue	Entity is a department of a Kehilla (Jewish communal body), which falls under Religious institutions/organizations per policy, not a union.	
ORG-C00278	ליעטאָפּיס	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00279	קיעוו סקאיאָ מיסל	newspaper	Journals/ Newspapers	yes		tag						
