row_id	name	original_type	canonical_type	changed	needs_review	decided_via	review_reason	llm_canonical	llm_agree	llm_concern_theme	llm_reason	llm_suggested_new_canonical
ORG-C00050	ווינער דייטשן פאָלקס-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00051	באַלאַגעניידען	theatre	Theatre	yes		tag						
ORG-C00052	אַראַראַט	theatre	Theatre	yes		tag						
ORG-C00053	א. קאָמפּאַנעעצס יידישער טרופּע	theatre	Theatre	yes		tag						
ORG-C00054	טרופּעס פֿון פישזאַן	theatre	Theatre	yes		tag						
ORG-C01140	טרופּעס פֿון סאָבסיי	theatre	Theatre	yes		tag						
ORG-C00055	הכל הבל	theatre	Theatre	yes		tag						
ORG-C00056	ועד החינוך	organization	Education	yes		llm_verified	llm:shallow_keyword_missed_cue	Education	no	shallow_keyword_missed_cue	The entity 'ועד החינוך' (Board of Education) is an educational body organizing performances for schoolchildren, not a theatre society.	
ORG-C00057	קולטור-קאָנגרעס	organization	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The Culture Congress is acting as a cultural/arts patron sponsoring a puppet theatre, fitting the theatre/arts society bucket per policy.	
ORG-C00058	העבראיקאַ	theatre	Theatre	yes		tag						
ORG-C00059	קיעווער גימנאַזיע	school	Education	yes		tag						
ORG-C00060	קיעווער אוניווערזיטעט	school	Education	yes		tag						
ORG-C00061	קיעווער אַלעקסייעוו מיליטער-שול	school	Education	yes		tag						
ORG-C00062	סעמינאָר פֿון פּראָפעסאָר שפּאַן	school	Education	yes		tag						
ORG-C00063	אוניווערזיטעטן פֿון קעניגסבערג און באָן	school	Education	yes		tag						
ORG-C00064	וומיריע איסקוסטווא	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00065	די אידישע צייטונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00066	די פּרעסע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00067	"ייוו""אָ"	organization	Heritage Institution	yes		named_entity		Heritage Institution	yes	agree	YIVO is explicitly listed in the policy as a Heritage Institution.	
ORG-C00068	אַקטיאָרן-פאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is an actors' union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00069	צווישאָ	school	Education	yes		tag						
ORG-C00070	איפט	theatre	Theatre	yes		tag						
ORG-C00071	דרוקעריי פון ראָם	publisher	Publisher	yes		tag						
ORG-C00072	ווילנער דרוקער-פאַריין	union	Trade Union / Professional Association	yes		llm_redo_union	llm_redo:moved_trade_union	Trade Union / Professional Association	yes	moved_trade_union	Vilna Printers' Union is an occupational trade union, not a theatre society.	
ORG-C00073	ראָדיאָ	radio	Media (Radio/ Film/TV)	yes		tag						
ORG-C00065	די אידישע צייטונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00074	טרופּע פון קלמן יוווילער	troupe	Traveling Company	yes		tag						
ORG-C00075	בוקאַרעשטער „פאָלקסבלאַט“	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00076	יאַנקעלע דער הייזעריקער	troupe	Traveling Company	yes		tag						
ORG-C00077	שניידערישער שול	synagogue	Religious institutions/organizations	yes		tag						
ORG-C00078	אוקראינישער אָפּערעטע פֿון קראָפּאָווניצקי	theatre	Theatre	yes		tag						
ORG-C00079	פולק	military	Military	yes		tag						
ORG-C00080	יעקב-בער גימפּעל	theatre	Theatre	yes		tag						
ORG-C00081	סעם אַגעד	troupe	Traveling Company	yes		tag						
ORG-C00082	געליס	troupe	Traveling Company	yes		tag						
ORG-C00083	טרופּע פֿון טרייטלער	troupe	Traveling Company	yes		tag						
ORG-C00084	טעאַטער אַמבו	theatre	Theatre	yes		tag						
ORG-C00085	אַלימפּיאָ	theatre	Theatre	yes		tag						
ORG-C00068	אַקטיאָרן-פאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is an actors' union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00086	טעאַטער „ריוואָדאָוויא“	theatre	Theatre	yes		tag						
ORG-C00087	קיעווער אָפּערע-הויז	theatre	Theatre	yes		tag						
ORG-C00088	אַן אייגענע שולע	school	Education	yes		tag						
ORG-C00089	ווינדזאָר-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00090	רוסישער אָפּערע	theatre	Theatre	yes		tag						
ORG-C00091	קאָנסערוואַטאָריום	school	Education	yes		tag						
ORG-C00092	רוסישער טרופּע א'ל פֿון פרוי כרעניקאָוואַ	troupe	Traveling Company	yes		tag						
ORG-C00093	יורידישן פֿאַקולטעט פֿון אוניווערזיטעט	school	Education	yes		tag						
ORG-C00094	אָרטיקער קאָנסערוואַטאָריע	school	Education	yes		tag						
ORG-C00095	יידישע פֿאָלקס-בינע	troupe	Traveling Company	yes		tag						
ORG-C00096	פֿאָלקס-טעאַטער	troupe	Traveling Company	yes		tag						
ORG-C00097	אַמכא	troupe	Traveling Company	yes		tag						
ORG-C00098	דורך טרערן	film	Media (Radio/ Film/TV)	yes		tag						
ORG-C00099	צעירי יהודה	theatre	Theatre	yes		tag						
ORG-C00100	פּראָפעסיאנעלער יידישער טרופּע פֿון ר. פינקעלשטיין	troupe	Traveling Company	yes		tag						
ORG-C00101	יידישע בינע	theatre	Theatre	yes		tag						
ORG-C00102	יוגנט פאַריין	school	Education	yes		tag						
ORG-C00103	ווילנער טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00104	גילאָרינאַ	theatre	Theatre	yes		tag						
ORG-C00105	אַזאַזעל	theatre	Theatre	yes		tag						
ORG-C00106	חברים-טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00107	ביאַליסטאָקער טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00108	יידישן אַרטיסטן-פֿאַריין אין פּוילן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Correctly identified as an actors' union, which falls under Theatre-related Society/ Union.	
ORG-C00109	נידערשלעזישן יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C02849	יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00110	גראַנד פּאָליי	theatre	Theatre	yes		tag						
ORG-C00111	לעמבערגער יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00112	אוצר הספרות	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00113	עליזעום	theatre	Theatre	yes		tag						
ORG-C00114	הזמיר	theatre	Musical organization	yes		named_entity		Musical organization	yes	agree	Policy explicitly maps Hazomir to Musical organization, even though the sentence mentions its dramatic circle.	
ORG-C00115	פרץ-דראַמקרייז	school	Education	yes		tag						
ORG-C00116	מוראַנאָווער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00117	טרופּע פון יצחק זאַנדבערג	troupe	Traveling Company	yes		tag						
ORG-C00118	פּראָפעסיאנעלן יידישן אַרטיסטן פאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Perfect match. The entity is explicitly a professional Yiddish artists union, which falls squarely under Theatre-related Society/Union.	
ORG-C00119	קאָמעדיע-טעאַטער א'נ „שלום-עליכם“	theatre	Theatre	yes		tag						
ORG-C00120	"טעאַטער-סטודיע אויפן נאָמען פון „שלום-עליכם"""	theatre	Theatre	yes		tag						
ORG-C00121	טעאַטער א'נ „בעזקער“	theatre	Theatre	yes		tag						
ORG-C00122	ישיבות	school	Education	yes		tag						
ORG-C00123	"לערער-סעמינאָר פֿון דייטש-יידישן הילפס-פֿאַריין ""עזרה"""	school	Education	yes		tag						
ORG-C00124	תל-אביבער שטאָט-ביבליאָטעק „שערי ציון“	library	Library	yes		tag						
ORG-C00125	העברעישער און יידישער פּרעסע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00126	אַרכיוו פֿאַר געשיכטע פֿון יידישן טעאַטער און דראַמע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00127	יידישער טרופּע פֿון מישוראַט	troupe	Traveling Company	yes		tag						
ORG-C00030	טרופּע פֿון גענפער	troupe	Traveling Company	yes		tag						
ORG-C01140	טרופּעס פֿון סאָבסיי	troupe	Traveling Company	yes		tag						
ORG-C00128	קלאַראַ יאָנגס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00129	אַלרוסישן יידישן אַרטיסטן פֿאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Entity is the All-Russian Jewish Actors Union, which perfectly fits Theatre-related Society/ Union.	
ORG-C00130	קונסט-ווינקל	theatre	Theatre	yes		tag						
ORG-C00131	טעאַטער עקסעלסיאָר	theatre	Theatre	yes		tag						
ORG-C00066	די פּרעסע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00132	פֿאָלקס שטימע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00133	י. ג. הערדער-אינסטיטוט	school	Education	yes		tag						
ORG-C01387	יידישן טעאַטער אין וואַרשע	theatre	Theatre	yes		tag						
ORG-C00134	צייטשריפט פֿיר אָסטפאַרשונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00135	דייטשער ראַדיאָ אין קעלן	organization	Media (Radio/ Film/TV)	yes		llm_verified	llm:shallow_keyword_missed_cue	Media (Radio/ Film/TV)	no	shallow_keyword_missed_cue	The entity is a radio station ('דייטשער ראַדיאָ אין קעלן'), which clearly belongs in Media (Radio/ Film/TV).	
ORG-C00136	פישזאָן גענפער	troupe	Traveling Company	yes		tag						
ORG-C00137	סעם אַדלער	troupe	Traveling Company	yes		tag						
ORG-C00138	נוזיק	troupe	Traveling Company	yes		tag						
ORG-C00139	שטשערבאַקאָוו	troupe	Traveling Company	yes		tag						
ORG-C00140	ראָטשטיין	troupe	Traveling Company	yes		tag						
ORG-C00141	ניי-אַזאַזעל	theatre	Theatre	yes		tag						
ORG-C00142	שאָפּ	workplace	Labour (factory/workshop)	yes		tag						
ORG-C00143	געבעט-הויז פֿון באַפּטיסטן	house of prayer	Religious institutions/organizations	yes		tag						
ORG-C00144	עלדאָראַדאָ	theatre	Theatre	yes		tag						
ORG-C00145	גימנאַזיע	school	Education	yes		tag						
ORG-C00146	דראַמאַטישע שול ביים קייזערלעכן אָלעקסאַנדער טעאַטער	school	Education	yes		tag						
ORG-C00147	טעאַטער פון סאַבוראָוו	theatre	Theatre	yes		tag						
ORG-C00148	טעאַטער פון דער פרייער קאָמעדיע	theatre	Theatre	yes		tag						
ORG-C00149	באַלאַגאַנטשיק	theatre	Theatre	yes		tag						
ORG-C00150	רוסישער דראַמע	theatre	Theatre	yes		tag						
ORG-C00151	בלויען פויגל א'ד יוזשני	troupe	Traveling Company	yes		tag						
ORG-C01387	יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00152	„סימכעוועסאָסען“ (שמחה וששון)	theatre	Theatre	yes		tag						
ORG-C00152	„סימכעוועסאָסען“ (שמחה וששון)	theatre	Theatre	yes		tag						
ORG-C00153	"""גראָדנער מאָמענט"""	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00154	בונד	party	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	The Bund is explicitly listed in the policy under Jewish political bodies.	
ORG-C00155	פּראָגרעסיוו דראַמאַטיק קלוב	theatre	Theatre	yes		tag						
ORG-C00156	ליפּצין-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00157	ליבערטי-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00158	מאריס-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00103	ווילנער טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00159	נאָראַ בעיס-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00160	יידישער קונסט טעאַטער	theatre	Theatre	yes		tag						
ORG-C00161	ראָלאַנד-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00162	יידישער טעאַטער-שול ביי דער „קולטור-ליגע“	school	Theatre education	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Theatre education	no	shallow_keyword_missed_cue	The entity is specifically a theatre school (טעאַטער-שול), which should be classified as Theatre education, overriding the parent organization (Kultur-Lige).	
ORG-C00163	יידישער סטודיע פֿון ווייסרוסלאַנד	theatre	Theatre	yes		tag						
ORG-C00164	ווימ'ט	theatre	Theatre	yes		tag						
ORG-C00165	זאַסלאַווסקי	troupe	Traveling Company	yes		tag						
ORG-C00166	"וואַרשעווער ""עלדאָראַדאָ""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C00167	ליבהאָבער	troupe	Traveling Company	yes		tag						
ORG-C00168	וואַרשעווער מוראַנאָווער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00169	טעאַטער ווענוס	theatre	Theatre	yes		tag						
ORG-C00170	פּאָליטעכניקום	school	Education	yes		tag						
ORG-C00171	פּוטיליאָווער (שפּעטער — קיראַוונער) זאַוואָד	workplace	Labour (factory/workshop)	yes		tag						
ORG-C00172	דער יוּד	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00173	יעוורעיסקאַיאָ ענציקלאָפּעדיאַ	publisher	Publisher	yes		tag						
ORG-C00174	צוקונפט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00175	ביכער-וועלט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00176	אינסטיטוט פֿון די פֿעלקער פֿון אַזיע ביי דער וויסנשאַפֿטלעכער אַקאַדעמיע	archive	Heritage Institution	yes		tag						
ORG-C01387	יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00054	פישזאָן	troupe	Traveling Company	yes		tag						
ORG-C04097	קאָמפּאַנעעץ	troupe	Traveling Company	yes		tag						
ORG-C00177	באַקוער יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00155	פּראָגרעסיוו דראַמאַטיק קלוב	theatre	Theatre	yes		tag						
ORG-C00178	נייער יידישער טעאַטער	theatre	Theatre	yes		tag						
ORG-C00179	קונסט-רינג	theatre	Theatre	yes		tag						
ORG-C00180	יידישן קונסט-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00181	לאָנדייל-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00161	ראָלאַנד-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00182	יידישע קולטור	newspaper	Journals/ Newspapers	yes		tag						
ORG-C01387	יידישן טעאַטער אין פּוילן	theatre	Theatre	yes		tag						
ORG-C00183	יידיש בוך	publisher	Publisher	yes		tag						
ORG-C00184	מאָסקווער יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00185	דייטשער דראַמאַטישער שול	school	Education	yes		tag						
ORG-C00186	יידישן דראַמאַטישן קריין א'נ „פֿערדינאַנד לאַסאַל“	theatre	Theatre	yes		tag						
ORG-C00187	טרופּע פֿון דירעקטאָר אַקסעלראָד	troupe	Traveling Company	yes		tag						
ORG-C00188	טרופּע פֿון דירעקטאָר עבעל	troupe	Traveling Company	yes		tag						
ORG-C00189	טרופּע פֿון צוקערבערג	troupe	Traveling Company	yes		tag						
ORG-C00190	פֿאָלקסבינע	theatre	Theatre	yes		tag						
ORG-C00191	וויק'ט	troupe	Traveling Company	yes		tag						
ORG-C00192	ערשטן פֿאָלקסטעאַטער	theatre	Theatre	yes		tag						
ORG-C00193	פּאַריזער יידישע קונסט-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00194	טעאַטער מיטרע	theatre	Theatre	yes		tag						
ORG-C00195	יידיש קונסט טעאַטער	theatre	Theatre	yes		tag						
ORG-C00196	יידישע געזעלשאַפט אין לאָס אַנדזשעלעס	theatre	Theatre	yes		tag						
ORG-C00197	שלום עליכם פאָלקס אינסטיטוט	school	Education	yes		tag						
ORG-C00198	אַרבעטער-רינג	union	Jewish political bodies	yes		named_entity	pi_dilemma:fraternal_political_dual_identity	Jewish political bodies	yes	agree	Policy explicitly maps Arbeter Ring to Jewish political bodies with a PI flag.	
ORG-C00199	יידישע אַקטיאָרן-יוניאָן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is the Yiddish Actors' Union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00200	יידישן אַקטיאָרן פאַריין אין פּוילן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is the Yiddish Actors Union in Poland, which perfectly fits Theatre-related Society/Union.	
ORG-C00201	קאָמיטעט צו שאַפן אַ געזעלשאַפטלעך טעאַטער אין דעטראָיט	theatre	Theatre	yes		tag						
ORG-C00202	רוסישער דראָמאַטישער שול	school	Education	yes		tag						
ORG-C00203	הירשביין-טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00108	יידישן אַרטיסטן-פֿאַריין	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is a Yiddish actors' union, which perfectly fits the Theatre-related Society/ Union category.	
ORG-C00204	ערשטן צוזאַמענפֿאָר פֿון די יידישע אַקטיאָרן	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is a congress of Yiddish actors, which fits perfectly into the Theatre-related Society/ Union category.	
ORG-C00205	אָדעסער הויך-שול	school	Education	yes		tag						
ORG-C00206	אַקטיאָרן-אָרגאַניזאַציע	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	Actors' organization clearly fits Theatre-related Society/ Union.	
ORG-C00207	חדר	school	Education	yes		tag						
ORG-C00208	מוזיק-שול	school	Education	yes		tag						
ORG-C00209	אוקראינישן מלוכהטעאַטער פֿון קליינער פֿאָרמעס „געזבולט“	theatre	Theatre	yes		tag						
ORG-C00210	הצפירה	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00211	יידישע באַנדע	theatre	Theatre	yes		tag						
ORG-C00212	נאָוואָשטשי	theatre	Theatre	yes		tag						
ORG-C00052	אַראַראַט	theatre	Theatre	yes		tag						
ORG-C00065	די אידישע צייטונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00213	ניי-וואָרט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00214	באַנדאָ	theatre	Theatre	yes		tag						
ORG-C00215	מ. פֿאָטאָפּערסקי	publisher	Publisher	yes		tag						
ORG-C00216	ניויאָרק פּאָבליק לייברערי	library	Library	yes		tag						
ORG-C00217	קרית ספר	newspaper	Journals/ Newspapers	yes		tag						
ORG-C00218	פעלדשער-קורסן	school	Education	yes		tag						
ORG-C02849	יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00219	יידיש-רוסישע רעגירונגסשול	school	Education	yes		tag						
ORG-C00220	קדימה דראַמאָטיק סוירקל	theatre	Theatre	yes		tag						
ORG-C00101	יידישע בינע	theatre	Theatre	yes		tag						
ORG-C00221	צענגוטס וואָריעטע	theatre	Theatre	yes		tag						
ORG-C00222	יידישן אַרטיסטן-פאַריין „אַברהם גאָלדפאָדן“	union	Theatre-related Society/ Union	yes		context		Theatre-related Society/ Union	yes	agree	The entity is explicitly a Yiddish actors union, which perfectly fits Theatre-related Society/ Union.	
ORG-C00223	טרופּע פֿון דוד פֿאַכלער	troupe	Traveling Company	yes		tag						
ORG-C00224	טרופּע פֿון סידי טאָל	troupe	Traveling Company	yes		tag						
ORG-C00225	טרופּע פֿון אָננאַ יאָקובאָוויטש	troupe	Traveling Company	yes		tag						
ORG-C00226	טרופּע פֿון לידיאַ פּאַטאָצקאַ	troupe	Traveling Company	yes		tag						
ORG-C00227	טרופּע פֿון מישע פישזאָן	troupe	Traveling Company	yes		tag						
ORG-C00228	טרופּע פֿון היימי פּריזאַנט	troupe	Traveling Company	yes		tag						
ORG-C00229	טרופּע פֿון בעני אַדלער	troupe	Traveling Company	yes		tag						
ORG-C00230	טרופּע פֿון יעקב רעכצייט	troupe	Traveling Company	yes		tag						
ORG-C00231	טרופּע פֿון דוד זיידערמאַן	troupe	Traveling Company	yes		tag						
ORG-C00232	מאָלדעוואָנישער יידישער מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00233	אוזבעקישער מלוכהשער פילהאַרמאָניע	theatre	Theatre	yes		tag						
ORG-C00234	גאָלדינג געווערק-שול	school	Education	yes		tag						
ORG-C00235	דייטשן טעאַטער	theatre	Theatre	yes		tag						
ORG-C00236	"ניו-יאָרקער יידישן „טאָליאַ""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C00237	ווערדי-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00238	פֿאָלקס-שול	school	Education	yes		tag						
ORG-C00239	ווינער קאָנסערוואַטאָריע	school	Education	yes		tag						
ORG-C00240	רומענישן יידישן מלוכהטעאַטער	theatre	Theatre	yes		tag						
ORG-C00145	גימנאַזיע	school	Education	yes		tag						
ORG-C00241	קיעווער כעמיש-פֿאַרמאַצעווטישן אינסטיטוט	school	Education	yes		tag						
ORG-C00184	סטודיע פֿון מאָסקווער יידישן מלוכה-טעאַטער	school	Education	yes		tag						
ORG-C00184	מאָסקווער יידישן מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00242	מוזיקאַלישע שול	school	Education	yes		tag						
ORG-C00243	אָרקאָדיאָ-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00244	אַברהם יצחק קאַמינסקיס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C01387	יידיש טעאַטער אין מינסק	theatre	Theatre	yes		tag						
ORG-C00245	פרץ הירשביינס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C00010	ראַפּעלס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C01387	יידיש טעאַטער אין פּאָלטאָוואָ	theatre	Theatre	yes		tag						
ORG-C00246	קולטור-ליגע	organization	Heritage Institution	yes		named_entity		Heritage Institution	yes	agree	Kultur-Lige is explicitly listed in the policy as a Heritage Institution.	
ORG-C00247	קיעווער „קונסט-ווינקל“	troupe	Traveling Company	yes		tag						
ORG-C00019	קיעווער יידישער מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C00145	גימנאַזיע אין וואַרשע	school	Education	yes		tag						
ORG-C00248	טרופּע פֿון ראַפּעל	troupe	Traveling Company	yes		tag						
ORG-C00249	ליציי אין באַטאָשאַן	school	Education	yes		tag						
ORG-C00250	סאַציאָליסטישער באַוועגונג	party	Non-Jewish political bodies	yes		context		Non-Jewish political bodies	yes	agree	Generic 'socialist movement' maps to Non-Jewish political bodies as it lacks an explicit Jewish cue.	
