person_id	alias	reason	count
P-1-facs_365_tr_1741260397	וו.	single_token_common_given_name	5
P-1-facs_365_tr_1741260391	וו.	single_token_common_given_name	5
P-1-facs_365_tr_1741260403	וו.	single_token_common_given_name	5
P-1-facs_365_tr_1741260398	וו.	single_token_common_given_name	5
P-1-facs_366_tr_1741260406	וו.	single_token_common_given_name	5
P-1-facs_366_tr_1741260403	וו.	single_token_common_given_name	5
P-1-facs_367_tr_1741260404	וו.	single_token_common_given_name	5
P-1-facs_367_tr_1741260402	וו.	single_token_common_given_name	5
P-1-facs_368_TextRegion_1710163080180_397	וו.	single_token_common_given_name	5
P-1-facs_368_TextRegion_1710163052802_374	וו.	single_token_common_given_name	5
P-1-facs_375_r_6	וו.	single_token_common_given_name	5
P-1-facs_375_tr_1741260389	וו.	single_token_common_given_name	5
P-1-facs_376_tr_1741260453	וו.	single_token_common_given_name	5
P-1-facs_376_tr_1741260448	וו.	single_token_common_given_name	5
P-1-facs_376_tr_1741260445	מיכאל	single_token_common_given_name	7
P-1-facs_376_tr_1741260445	וו.	single_token_common_given_name	5
P-1-facs_376_tr_1741260449	וו.	single_token_common_given_name	5
P-1-facs_377_r	וו.	single_token_common_given_name	5
P-1-facs_377_r_4	וו.	single_token_common_given_name	5
P-1-facs_378_tr_1739715267	וו.	single_token_common_given_name	5
P-1-facs_378_tr_1739715272	וו.	single_token_common_given_name	5
P-1-facs_379_r_2	וו.	single_token_common_given_name	5
P-1-facs_380_tr_1739715267	וו.	single_token_common_given_name	5
P-1-facs_380_r_2	וו.	single_token_common_given_name	5
P-1-facs_380_r	וו.	single_token_common_given_name	5
P-1-facs_380_tr_1739715264	וו.	single_token_common_given_name	5
P-1-facs_381_r_9	אננאַ	single_token_common_given_name	13
P-1-facs_381_tr_1739715266	וו.	single_token_common_given_name	5
P-1-facs_381_r_2	וו.	single_token_common_given_name	5
P-1-facs_382_tr_1739715279	וו.	single_token_common_given_name	5
P-1-facs_382_r_5	וו.	single_token_common_given_name	5
P-1-facs_384_r	יצחק	single_token_common_given_name	61
P-1-facs_401_r_1	וואָלף	single_token_common_given_name	14
P-1-facs_404_r_8	חיים	single_token_common_given_name	40
P-1-facs_408_TextRegion_1710064929131_307	סאָלאָמאָן	single_token_common_given_name	5
P-1-facs_411_tr_1739715050	דינה	single_token_common_given_name	4
P-1-facs_413_tr_1739715085	וו.	single_token_common_given_name	5
P-2-facs_10_tr_1743943373	פ	single_token_common_given_name	5
P-2-facs_31_tr_1744131345	מרדכי	single_token_common_given_name	23
P-2-facs_31_tr_1744131345	מאַקס	single_token_common_given_name	32
P-2-facs_37_tr_1744131389	שמואל	single_token_common_given_name	23
P-2-facs_56_tr_1744131366	מרים	single_token_common_given_name	12
P-2-facs_62_tr_1744131376	בּעלאַ	single_token_common_given_name	5
P-2-facs_71_tr_1744131407	יעקב	single_token_common_given_name	87
P-2-facs_112_tr_1744279073	שרה	single_token_common_given_name	14
P-2-facs_114_tr_1744279198	רבקה	single_token_common_given_name	3
P-2-facs_116_tr_1744279129	דוד	single_token_common_given_name	67
P-2-facs_132_tr_1744279070	שמוּאל	single_token_common_given_name	23
P-2-facs_177_tr_1744279199	אהרן	single_token_common_given_name	21
P-2-facs_180_tr_1744279176	הערשל	single_token_common_given_name	5
P-2-facs_213_r_10	סאָלאָמאָן	single_token_common_given_name	5
P-2-facs_221_r_16	אַליעזר	single_token_common_given_name	6
P-2-facs_254_tr_1744280774	אַברהם	single_token_common_given_name	67
P-2-facs_256_tr_1744280806	חיים	single_token_common_given_name	40
P-2-facs_258_tr_1744280735	משה	single_token_common_given_name	93
P-2-facs_271_tr_1744280771	מיכאל	single_token_common_given_name	7
P-2-facs_284_tr_1744280792	מרדכי	single_token_common_given_name	23
P-2-facs_301_tr_1744365783	לייב	single_token_common_given_name	25
P-2-facs_322_tr_1744365727	נעמי	single_token_common_given_name	3
P-2-facs_324_tr_1744365762	משה	single_token_common_given_name	93
P-2-facs_324_tr_1744365762	דוד	single_token_common_given_name	67
P-2-facs_342_tr_1744365731	סאָפיע	single_token_common_given_name	3
P-2-facs_360_tr_1744365774	פּ.	single_token_common_given_name	5
P-2-facs_361_tr_1744366829	פּ.	single_token_common_given_name	5
P-2-facs_363_tr_1744366847	מלכה	single_token_common_given_name	5
P-2-facs_365_tr_1744366833	מרדכי	single_token_common_given_name	23
P-2-facs_379_r_3	משה	single_token_common_given_name	93
P-2-facs_382_tr_1744366861	חנה	single_token_common_given_name	18
P-2-facs_382_tr_1744366859	יוסף	single_token_common_given_name	46
P-2-facs_382_tr_1744366859	יאָסעלע	single_token_common_given_name	4
P-2-facs_384_r_6	ה	single_token_common_given_name	14
P-2-facs_385_tr_1744366798	דר.	single_token_common_given_name	37
P-2-facs_399_tr_1744366849	פ	single_token_common_given_name	5
P-2-facs_402_tr_1744366863	יואל	single_token_common_given_name	8
P-2-facs_403_tr_1744366821	הלל	single_token_common_given_name	4
P-2-facs_407_tr_1744366814	יחיאל	single_token_common_given_name	3
P-3-facs_15_tr_1752653017	אפרים	single_token_common_given_name	5
P-3-facs_17_tr_1752653009	יחיאל-	single_token_common_given_name	3
P-3-facs_20_tr_1752653058	עליאַס	single_token_common_given_name	3
P-3-facs_29_tr_1752653006	יונה	single_token_common_given_name	5
P-3-facs_269_tr_1755674195	מיני	single_token_common_given_name	4
P-3-facs_272_tr_1755674151	יהושע	single_token_common_given_name	7
P-3-facs_283_tr_1755674206	יצחק	single_token_common_given_name	61
P-3-facs_316_tr_1756045022	יצחק	single_token_common_given_name	61
P-3-facs_318_tr_1756045383	נחום	single_token_common_given_name	8
P-3-facs_325_tr_1756057604	יהושע	single_token_common_given_name	7
P-3-facs_326_tr_1756057710	שלמה	single_token_common_given_name	27
P-3-facs_337_tr_1756106065	יעקב	single_token_common_given_name	87
P-3-facs_340_tr_1756106830	חנה	single_token_common_given_name	18
P-3-facs_401_tr_1755856142	יואל	single_token_common_given_name	8
P-4-facs_28_r	יעקב	single_token_common_given_name	87
P-4-facs_39_tr_1752612112	שמואל	single_token_common_given_name	23
P-4-facs_39_tr_1752612112	סאַמועל	single_token_common_given_name	6
P-4-facs_41_r_2	מאַקס	single_token_common_given_name	32
P-4-facs_64_r_1	אַליהו	single_token_common_given_name	7
P-4-facs_80_tr_1753938276	שמחה	single_token_common_given_name	8
P-4-facs_92_r_1	שרה	single_token_common_given_name	14
P-4-facs_96_tr_1753602020	לייזער	single_token_common_given_name	15
P-4-facs_115_tr_1753936446	סעם	single_token_common_given_name	25
P-4-facs_132_tr_1754224993	משה	single_token_common_given_name	93
P-4-facs_202_tr_1754998546	וו.	single_token_common_given_name	5
P-4-facs_206_tr_1754998503	פיליפּ	single_token_common_given_name	4
P-4-facs_248_tr_1754998566	דזשעני	single_token_common_given_name	7
P-4-facs_270_tr_1754998435	אַלבערט	single_token_common_given_name	3
P-4-facs_274_tr_1754998433	קלאַראָ	single_token_common_given_name	17
P-4-facs_277_tr_1754998404	לייב	single_token_common_given_name	25
P-4-facs_323_tr_1754998450	לואי	single_token_common_given_name	4
P-4-facs_328_tr_1754998393	לייב	single_token_common_given_name	25
P-4-facs_330_tr_1754998386	בעני	single_token_common_given_name	3
P-4-facs_332_tr_1754998448	לייבוש	single_token_common_given_name	4
P-4-facs_358_tr_1754998512	זכריה	single_token_common_given_name	4
P-4-facs_372_tr_1755029967	מלכה	single_token_common_given_name	5
P-4-facs_387_tr_1755030250	וו.	single_token_common_given_name	5
P-4-facs_405_tr_1755029979	לאה	single_token_common_given_name	14
P-4-facs_433_tr_1755030211	פֿ.	single_token_common_given_name	5
P-4-facs_452_tr_1755030299	מענדל	single_token_common_given_name	5
P-4-facs_600_tr_1755030245	פּ.	single_token_common_given_name	5
P-4-facs_600_tr_1755030245	פעני	single_token_common_given_name	5
P-4-facs_618_tr_1755029882	וו.	single_token_common_given_name	5
P-4-facs_622_tr_1755030211	-אליעזר	single_token_common_given_name	6
P-4-facs_644_tr_1755030005	הערשל	single_token_common_given_name	5
P-4-facs_644_tr_1755030005	הערי	single_token_common_given_name	17
P-4-facs_651_tr_1755030219	נח	single_token_common_given_name	4
P-4-facs_654_tr_1755029982	מאיר	single_token_common_given_name	23
P-4-facs_655_tr_1755030265	יוליוס	single_token_common_given_name	5
P-4-facs_660_tr_1755030252	חנה	single_token_common_given_name	18
P-4-facs_661_tr_1755030261	מאָריס	single_token_common_given_name	24
P-4-facs_666_tr_1755030166	מענדל	single_token_common_given_name	5
P-4-facs_668_tr_1755029972	שמואָל	single_token_common_given_name	23
P-4-facs_669_tr_1755030279	יעקב	single_token_common_given_name	87
P-4-facs_669_tr_1755030280	אהרן	single_token_common_given_name	21
P-5-facs_50_tr_1733050548	עמיל	single_token_common_given_name	3
P-5-facs_52_tr_1733050567	וו.	single_token_common_given_name	5
P-5-facs_56_r_1	קאַרל	single_token_common_given_name	7
P-5-facs_56_r_1	וו.	single_token_common_given_name	5
P-5-facs_58_tr_1733050538	וו.	single_token_common_given_name	5
P-5-facs_58_tr_1733050538	אברהם	single_token_common_given_name	67
P-5-facs_61_tr_1733059383	וו.	single_token_common_given_name	5
P-5-facs_69_tr_1733059503	רחל	single_token_common_given_name	11
P-5-facs_71_tr_1733059392	יוסף	single_token_common_given_name	46
P-5-facs_74_tr_1733059496	אסתר	single_token_common_given_name	27
P-5-facs_75_tr_1733059379	שמחה	single_token_common_given_name	8
P-5-facs_89_tr_1733059485	וו.	single_token_common_given_name	5
P-5-facs_89_tr_1733059487	וו.	single_token_common_given_name	5
P-5-facs_95_r_9	אָ.	single_token_common_given_name	29
P-5-facs_96_tr_1733059348	לייב	single_token_common_given_name	25
P-5-facs_97_tr_1733059493	פּ.	single_token_common_given_name	5
P-5-facs_106_tr_1733832713	לואי	single_token_common_given_name	4
P-5-facs_133_tr_1733832671	נתן	single_token_common_given_name	5
P-5-facs_145_tr_1733832655	חיים	single_token_common_given_name	40
P-5-facs_145_tr_1733832655	שמחה	single_token_common_given_name	8
P-5-facs_148_tr_1733832676	מענדל	single_token_common_given_name	5
P-5-facs_163_tr_1735652631	פּ.	single_token_common_given_name	5
P-5-facs_164_tr_1735652626	משה	single_token_common_given_name	93
P-5-facs_172_tr_1736589034	מאַקס	single_token_common_given_name	32
P-5-facs_173_r	אַלעקסאַנדער	single_token_common_given_name	11
P-5-facs_178_tr_1736588955	וו.	single_token_common_given_name	5
P-5-facs_178_tr_1736588957	וו.	single_token_common_given_name	5
P-5-facs_182_tr_1736589054	וו.	single_token_common_given_name	5
P-5-facs_183_tr_1736588995	וו.	single_token_common_given_name	5
P-5-facs_184_tr_1736588987	משה	single_token_common_given_name	93
P-5-facs_185_tr_1736588927	יעקב	single_token_common_given_name	87
P-5-facs_187_tr_1736589011	וו.	single_token_common_given_name	5
P-5-facs_189_tr_1736589041	מרדכי	single_token_common_given_name	23
P-5-facs_191_tr_1736588985	וו.	single_token_common_given_name	5
P-5-facs_193_r_2	מיכאל	single_token_common_given_name	7
P-5-facs_193_r_2	וו.	single_token_common_given_name	5
P-5-facs_195_tr_1736589072	אליהו	single_token_common_given_name	7
P-5-facs_196_tr_1736589003	פּ.	single_token_common_given_name	5
P-5-facs_199_tr_1736588975	יחיאל	single_token_common_given_name	3
P-5-facs_202_tr_1739221569	באָריס	single_token_common_given_name	13
P-5-facs_206_tr_1739220644	אידאָ	single_token_common_given_name	3
P-5-facs_210_tr_1739220934	יעקב	single_token_common_given_name	87
P-5-facs_222_tr_1739220652	דאָראַ	single_token_common_given_name	7
P-5-facs_223_tr_1739220900	וו.	single_token_common_given_name	5
P-5-facs_245_tr_1739220554	שלמה	single_token_common_given_name	27
P-5-facs_247_tr_1739222208	פּ.	single_token_common_given_name	5
P-5-facs_254_r_2	נעמי	single_token_common_given_name	3
P-5-facs_255_tr_1739220788	שמחה	single_token_common_given_name	8
P-5-facs_258_r	לאַה	single_token_common_given_name	14
P-5-facs_280_tr_1739220952	וו.	single_token_common_given_name	5
P-5-facs_280_tr_1739220952	סעם	single_token_common_given_name	25
P-5-facs_281_tr_1739220612	שלמה	single_token_common_given_name	27
P-5-facs_326_tr_1739221462	וו.	single_token_common_given_name	5
P-5-facs_333_tr_1739220898	סאַשאַ	single_token_common_given_name	4
P-5-facs_334_tr_1739221282	אַברהם	single_token_common_given_name	67
P-5-facs_335_r	זכריה	single_token_common_given_name	4
P-5-facs_358_tr_1739221614	אַברהם	single_token_common_given_name	67
P-5-facs_358_tr_1739221627	מאַניע	single_token_common_given_name	5
P-5-facs_367_tr_1739222551	וו.	single_token_common_given_name	5
P-5-facs_368_r	איסאַק	single_token_common_given_name	10
P-5-facs_372_tr_1739222357	אַברהם	single_token_common_given_name	67
P-5-facs_401_tr_1739221667	וו.	single_token_common_given_name	5
P-5-facs_421_tr_1739222380	חנה	single_token_common_given_name	18
P-5-facs_422_r_2	וו.	single_token_common_given_name	5
P-5-facs_435_tr_1739222512	וו.	single_token_common_given_name	5
P-5-facs_438_tr_1739221803	וו.	single_token_common_given_name	5
P-5-facs_439_tr_1739220587	פּ.	single_token_common_given_name	5
P-5-facs_444_tr_1739222260	וו.	single_token_common_given_name	5
P-5-facs_446_tr_1739220512	לייב	single_token_common_given_name	25
P-5-facs_460_tr_1739221038	שלום	single_token_common_given_name	10
P-5-facs_509_tr_1739221079	-יחיאָל	single_token_common_given_name	3
P-5-facs_547_tr_1739222039	חנה	single_token_common_given_name	18
P-5-facs_557_tr_1739222013	וו.	single_token_common_given_name	5
P-5-facs_561_tr_1739222221	וו.	single_token_common_given_name	5
P-5-facs_570_tr_1739221417	יצחק	single_token_common_given_name	61
P-5-facs_590_tr_1739222452	פּ.	single_token_common_given_name	5
P-5-facs_590_tr_1739222448	וו.	single_token_common_given_name	5
P-5-facs_602_r	אוירווינג	single_token_common_given_name	3
P-5-facs_606_r	וויעראַ	single_token_common_given_name	5
P-5-facs_614_r_3	הערש	single_token_common_given_name	20
P-5-facs_615_r_516	סאַלאָמאָן	single_token_common_given_name	5
P-5-facs_617_tr_1739221426	וו.	single_token_common_given_name	5
P-5-facs_617_r_8	וו.	single_token_common_given_name	5
P-5-facs_618_r_4	חנה	single_token_common_given_name	18
P-5-facs_83_tr_1733059382	בער	single_token_common_given_name	9
P-6-facs_35_tr_1747746200	וו.	single_token_common_given_name	5
P-6-facs_41_tr_1747746161	פֿ.	single_token_common_given_name	5
P-6-facs_41_tr_1747746159	יצחק	single_token_common_given_name	61
P-6-facs_43_tr_1747746166	יחיאָל	single_token_common_given_name	3
P-6-facs_44_tr_1747746152	אסתר	single_token_common_given_name	27
P-6-facs_46_tr_1747746173	הערשל	single_token_common_given_name	5
P-6-facs_72_r_13	פֿ.	single_token_common_given_name	5
P-6-facs_90_r_2	פֿ.	single_token_common_given_name	5
P-6-facs_94_tr_1747746225	חנאַ	single_token_common_given_name	3
P-6-facs_101_tr_1747825157	הערמאַן	single_token_common_given_name	15
P-6-facs_103_tr_1747825052	אהרן	single_token_common_given_name	21
P-6-facs_108_r	הערמאַן	single_token_common_given_name	15
P-6-facs_140_tr_1747825133	פֿ.	single_token_common_given_name	5
P-6-facs_150_tr_1747825139	יאָסעלע	single_token_common_given_name	4
P-6-facs_153_tr_1747825076	בערל	single_token_common_given_name	10
P-6-facs_156_tr_1747825094	.וו	single_token_common_given_name	5
P-6-facs_165_tr_1747825091	דאָראַ	single_token_common_given_name	7
P-6-facs_165_tr_1747825091	וו.	single_token_common_given_name	5
P-6-facs_166_tr_1747825168	פּ.	single_token_common_given_name	5
P-6-facs_172_tr_1747825165	היימאַן	single_token_common_given_name	3
P-6-facs_186_tr_1747825065	בערטאָ	single_token_common_given_name	14
P-6-facs_226_tr_1747928999	אָסקאָר	single_token_common_given_name	4
P-6-facs_231_tr_1747928940	אליהו	single_token_common_given_name	7
P-6-facs_327_tr_1747930566	רחל	single_token_common_given_name	11
P-6-facs_419_tr_1747930126	פּ.	single_token_common_given_name	5
P-6-facs_423_tr_1747930553	עני	single_token_common_given_name	9
P-6-facs_459_tr_1747930174	שלמה	single_token_common_given_name	27
P-6-facs_564_r_27	שמואל	single_token_common_given_name	23
P-6-facs_607_tr_1747930558	אהרן	single_token_common_given_name	21
P-6-facs_607_tr_1747930558	וו.	single_token_common_given_name	5
P-6-facs_611_r_33	שמואל	single_token_common_given_name	23
P-6-facs_642_tr_1747930347	וו.	single_token_common_given_name	5
P-6-facs_648_tr_1747930316	וו.	single_token_common_given_name	5
P-6-facs_652_tr_1747931529	נתן	single_token_common_given_name	5
P-6-facs_654_r_1	וו.	single_token_common_given_name	5
P-6-facs_658_tr_1747931529	יצחק	single_token_common_given_name	61
P-6-facs_658_tr_1747931529	אייזיק	single_token_common_given_name	7
P-6-facs_660_tr_1747931529	אַננאַ	single_token_common_given_name	13
P-6-facs_662_tr_1747931525	שרה	single_token_common_given_name	14
P-6-facs_663_r_1	אייזיק	single_token_common_given_name	7
P-6-facs_664_r_1	הערי	single_token_common_given_name	17
P-6-facs_666_r	פּאַול	single_token_common_given_name	3
P-6-facs_192_tr_1747825120	לאה	single_token_common_given_name	14
P-6-facs_192_tr_1747825120	לילי	single_token_common_given_name	4
P-7-facs_10_r_5	יעקב	single_token_common_given_name	87
P-7-facs_24_r_5	היימאן	single_token_common_given_name	3
P-7-facs_24_r_5	מאָריס	single_token_common_given_name	24
P-7-facs_29_tr_1756359803	רבקה	single_token_common_given_name	3
P-7-facs_31_tr_1756359777	פ'	single_token_common_given_name	5
P-7-facs_46_r_2	וו.	single_token_common_given_name	5
P-7-facs_48_tr_1756359786	וו.	single_token_common_given_name	5
P-7-facs_48_tr_1756359790	וו.	single_token_common_given_name	5
P-7-facs_48_tr_1756359787	וו.	single_token_common_given_name	5
P-7-facs_49_r_3	הערשל	single_token_common_given_name	5
P-7-facs_52_r_3	קלאַראַ	single_token_common_given_name	17
P-7-facs_53_r_4	מאיר	single_token_common_given_name	23
P-7-facs_54_tr_1756359768	וו.	single_token_common_given_name	5
P-7-facs_62_tr_1756359788	וו.	single_token_common_given_name	5
P-7-facs_62_r_7	שלמה	single_token_common_given_name	27
P-7-facs_63_r_4	סאַשאַ	single_token_common_given_name	4
P-7-facs_63_r_4	סאַשאָ	single_token_common_given_name	4
P-7-facs_64_r_4	אשר	single_token_common_given_name	4
P-7-facs_68_r_4	פֿ.	single_token_common_given_name	5
P-7-facs_87_r	אַלטער	single_token_common_given_name	4
