play	page	line_id	offset	length	current_type	text_span	full_line	source	source_tool	source_user	source_tsid	source_date	prior_type	prior_source_tool	n_layers_touched	parent_check
AlNaharotBavel-Amkreut&Freund1909	7	r1l32	6	27	business	(שטויסט איהם אוועק פון זיך)	זמרי: (שטויסט איהם אוועק פון זיך) גֶעה צוּ דִי הֶעלֶע!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103029	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	8	r1l4	21	9	business	(צו זמרי)	אוּנְז אַ יוֹם טוֹב! (צו זמרי) אוּן פוּן מֵיינֶעטְוֶועגֶען מֶעגְסְטו זַיין נֶערְוֶועז, אוּן	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103031	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	8	r1l8	33	8	business	(טרינקט)	דָנֹיאֵל, אוְן לְחַיִיט יוּדֶען, (טרינקט) לְחַיִים!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288109834	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	8	r1l10	8	64	business	(וועלכער האט וועהרענד. אביגער סצענע שטיל געשפראכען מיט דניאל און	זרובבל: (וועלכער האט וועהרענד. אביגער סצענע שטיל געשפראכען מיט דניאל און	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103031	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	8	r1l11	0	26	business	מיט די אנדערע, גיט א זיפץ)	מיט די אנדערע, גיט א זיפץ) יאָ, יאָ, אַזוֹי אִיז עֶס! „וַיָקָם מֶלֶך חָדָש”,	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103031	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	8	r1l25	9	26	business	(בעגייסטערט אייבערשרייענד)	זרובבל : (בעגייסטערט אייבערשרייענד) יאָ צִיוֹן, דוּ זִיסֶע הֵיילִיגֶע הֵיימַאטְה!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103031	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	8	r1l34	5	10	business	(ערשטוינט)	אלע: (ערשטוינט) אָה?!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103031	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	9	r1l2	8	18	business	(לויפט צו צו איהם)	אליקים: (לויפט צו צו איהם) וֶוער אִיז דֶער לֶץ? פוּן אָנְהֵייבּ אָן אִיז עֶר מִיר	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103032	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	9	r1l13	8	10		(וויטהענד)	אליקים: (וויטהענד) פַארְשְטְאפּ דִיר דַיין פִּיסְק מִיט אַ הֵייס שְטִיק אַייזֶען.	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	287777404	2026-05-19			1	
AlNaharotBavel-Amkreut&Freund1909	9	r1l14	6	26	business	(נישט אכטענד רעדט ווייטער)	זמרי: (נישט אכטענד רעדט ווייטער) יׁא זָאג אִיךְ, אִיהר אַלֵיין זֶענְט אִין אַלֶעס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103032	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	9	r1l26	8	15	business	(אונטערברעכענד)	זרובבל: (אונטערברעכענד) הַאלְט אַיין! (צו אליקים) אֶלִיָקִים וֶוער אִיז דִיעזֶער	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103032	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	9	r1l26	38	11	business	(צו אליקים)	זרובבל: (אונטערברעכענד) הַאלְט אַיין! (צו אליקים) אֶלִיָקִים וֶוער אִיז דִיעזֶער	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103032	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	9	r1l31	41	45		(וויל איהם אנגרייפען, זמרי שטויסט איהם אוועק)	אליקים: יִמַח שְמוֹנִיק, וֶוער בִּיזְטוּ (וויל איהם אנגרייפען, זמרי שטויסט איהם אוועק)	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	287999878	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	9	r1l32	7	29	business	(ווינקט צו אלקים אויעקצוגעהן)	דניאל: (ווינקט צו אלקים אויעקצוגעהן) אַיין יְהוּדִי בִּיזְטוּ? דוּ גִיבְּסְט אוּנְז אַיין	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103032	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	10	r1l10	45	12	delivery	(בעגייסטערט)	נָע וְנָד אִין דֶער פְרֶעמְד ווִי בֶּעטְלֶער (בעגייסטערט) אוֹיף מַיין פָאלְק!	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066589	2026-05-31	business	App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	10	line_1649540118332_5735	8	12	delivery	(בעגייסטערט)	אליקים: (בעגייסטערט) אָמֵן! אָמֵן! אָמֵן! אוּן לְחַיִים יוּדֶען! (צו זמרי) נִישְׁט	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066589	2026-05-31	business	YiDraCor-annotation-pipeline	3	
AlNaharotBavel-Amkreut&Freund1909	10	line_1649540118332_5735	65	9	business	(צו זמרי)	אליקים: (בעגייסטערט) אָמֵן! אָמֵן! אָמֵן! אוּן לְחַיִים יוּדֶען! (צו זמרי) נִישְׁט	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	288192232	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	10	r1l23	8	12	business	(אויסער זיך)	זרובבל: (אויסער זיך) בִּיזְט דָא אַלְזָא נִישְׁט מֶעהר אַלְס אַ גֶעמֵיינֶער שְׁפִּיאָן?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	10	r1l24	30	11	business	(פאקט איהם)	אֵיין פֶערְאַכטְעֶטֶער מָסוּר (פאקט איהם) נֵיין, נֵיין! דוּ גֶעהסְט קֵיין	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	288192232	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	10	r1l28	6	38	business	(ווארפט אראב די קאפוצע, דעמאסקירט זיך)	זמרי: (ווארפט אראב די קאפוצע, דעמאסקירט זיך) דֶער אָבֶּערְבֶּעפֶעהלְסְהַאבֶּער	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	10	r1l31	8	16	delivery	(אפארט ערציטערט)	זרובבל: (אפארט ערציטערט) פַּאלְמִירַאס פָאטֶער!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	10	r1l32	5	27	business	(איינע וויילע ווי בעשטירצט)	אלע: (איינע וויילע ווי בעשטירצט).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	10	line_1649540190608_5779	7	19	business	(קוקט איהם שארף אן)	דניאל: (קוקט איהם שארף אן) דִיעזֶעס גֶעזִיכְט... דוּ הָאסְט פְרִיהֶער גֶעזָאגְט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	10	line_1649540164403_5764	7	13	business	(ערקענט איהם)	דניאל: (ערקענט איהם) זמְרִי? דוּ בִּיזְט עֶם? דוּ וֶועלְכֶער הָאסְט נוּר	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103033	2026-05-20		App_5.0.0.672	2	
AlNaharotBavel-Amkreut&Freund1909	11	r1l5	8	13	business	(ערקענט איהם)	אליקים: (ערקענט איהם) דָאס בִּיזְטוּ, דוּ ימְח שְׁמוֹ'נִיק? געדֶענְקְסְטוּ נָאךְ דִי	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103034	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l8	6	16	business	(מיט ביטערן האס)	זמרי: (מיט ביטערן האס) אָה קֵיינְמָאל אִין מַיין לֶעבֶּען וֶועל אִיךְ יֶענֶעם	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103034	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l13	41	4	exit	(אב)	אַ מְשוּמָד וֶועל אִיךְ אַייךְ דִיענֶען! (אב)	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	288195915	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l14	8	17	delivery	(אפארט, שמערצליך)	זרובבל: (אפארט, שמערצליך) אוּן אַזוֹי אַיינֶער מוּז אִיהר פַאטֶער זייַן.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103034	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l15	7	22	business	(שמערצליך אויפשרייענד)	"דניאל: (שמערצליך אויפשרייענד) ""מְהַרְסַיִךְ וּמְחַרְבַיִךְ מִמֶךְ יֵצֵאו"", דַיינֶע"	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103034	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l16	66	16	business	(וויינט, לעגט די	פֶערְדֶערְבֶּער אוּן דַיינֶע פֶערְנִיכְטֶער שְׁטַאמֶען אוֹיס דִיר (וויינט, לעגט די	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	288195915	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l17	0	16	business	הענד צום געזיכט)	הענד צום געזיכט) מַיין פָאלְק! (קוקט צום הימעל פערקלעהרט) דָאךְ נֵיין!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103034	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	11	r1l17	31	26	business	(קוקט צום הימעל פערקלעהרט)	הענד צום געזיכט) מַיין פָאלְק! (קוקט צום הימעל פערקלעהרט) דָאךְ נֵיין!	RA	App_5.0.0.672	judithl1@mail.tau.ac.il	288195915	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l8	0	13	setting	פערוואנדלונג.	פערוואנדלונג.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288895888	2026-05-25		YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	12	r1l9	0	11	setting	(א שטראסע).	(א שטראסע).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l10	5	18	business	(רופט פון דרויסען)	דוד: (רופט פון דרויסען) יהוּדית! יהוּדית! (ערשיינט) דָא זֶעה אִיךְ זִי אוִיך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l10	42	9	business	(ערשיינט)	דוד: (רופט פון דרויסען) יהוּדית! יהוּדית! (ערשיינט) דָא זֶעה אִיךְ זִי אוִיך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l12	7	18	business	(רופט פון דרויסען)	יהודית (רופט פון דרויסען) דוד! דוד'ל!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l13	5	9	business	(ערפרייט)	דוד: (ערפרייט) יהוּדית, (לויפט ארויס און קומט צוזאמען אויין מיט איהר) מַיין זִיעס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	12	r1l13	24	45	business	(לויפט ארויס און קומט צוזאמען אויין מיט איהר)	דוד: (ערפרייט) יהוּדית, (לויפט ארויס און קומט צוזאמען אויין מיט איהר) מַיין זִיעס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103035	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	13	r1l4	8	24	business	(קוקט ארויס און ערשרעקט)	יהודית: (קוקט ארויס און ערשרעקט) אוֹי דוד'ל, זֶעה נוּר דָארְט...	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103036	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	13	r1l5	5	7	business	(קוּקט)	דוד: (קוּקט) מַיין פָאטֶער אוּן דַיין פָאטֶער.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364408	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	13	r1l14	5	7	business	(קוּקט)	דוד: (קוּקט) גֶעוויס נִישְט איבּער עפּיס אַנדערש ווִי איבּער פּאליטיק.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364408	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	13	r1l31	29	20	exit	(ציהט זי מיט זיך אב)	ווֶעלֶען זיךְ קִישֶׁען, קוּם (ציהט זי מיט זיך אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364408	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	13	r1l32	0	42	entrance	(אויפטריט אליקים, בן כספי (אַ פעטען קארג).	(אויפטריט אליקים, בן כספי (אַ פעטען קארג).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364408	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	14	r1l12	8	6	delivery	(בייז)	אליקים: (בייז) אִיך פֶערְשְׁטֶעה נִישְט, וֶוער שלעפּט דִיך דֶען מִיט גֶעוָואלְט	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066593	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	14	r1l19	19	14	business	(צעוויינט זיך)	פִיהרֶען מִיר דָא? (צעוויינט זיך) מֶען וואשט זִיך אִין אוּנְזֶער בּלוּט, מֶען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103037	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	14	r1l24	11	8	business	(חליפעט)	דִי הִינְד (חליפעט).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103037	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	14	r1l25	16	6	business	(קאלט)	בֶּן כַּסְפִּי: (קאלט) מִילא נוּ? וואָס זְשֶׁע קֶען מֶען מַאכֶען? מן הסתּם וִויל	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364410	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	14	r1l30	8	10	business	(וויטהענד)	אליקים: (וויטהענד) אִיהר הֶערְט עפּיס? עֶר וִויל זִיך עֶרְשְׁט אַנידערזעטצען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103037	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	15	r1l17	8	16	business	(קרומט איהם נאך)	אליקים: (קרומט איהם נאך) חַ חַ חַ חַ אַז אַך אוּן וֶועה אִיז צוּ דַיין גֶעלֶעכטֶער!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103038	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	15	r1l24	15	6	delivery	(בייז)	קֵיין ממְשׁות? (בייז) קוּמט אַזא לאשִׁיק ווִי דוּ אוּן זָאגְט אַז עֶס אִיז	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066594	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	15	r1l35	70	4	exit	(אב)	ווערְטֶער, טפו, טפוּ, טפו, אוּן שְׁרֵייעֶן לְחַיִים! לְחַיִים יוּדען! (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364411	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l2	16	16	business	(שרייט איהם נאך)	בֶּן כַּסְפִּי: (שרייט איהם נאך) שגץ! עזוּת מחוּצף פּנים... חַ חַ חַ חַ סְ'אִיז	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l4	29	8	business	(געהענד)	עֶס גֶעוויס בּלייבּען, נֵיין (געהענד) אַנא חוּצפּה פוּן אַ קַבְּצָן (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l4	68	4	exit	(אב)	עֶס גֶעוויס בּלייבּען, נֵיין (געהענד) אַנא חוּצפּה פוּן אַ קַבְּצָן (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l5	0	22	entrance	(אויפטריט דוד, יהודית)	(אויפטריט דוד, יהודית)	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l6	5	33	business	(אויפגערעגט, הין און אהער געהענד)	דוד: (אויפגערעגט, הין און אהער געהענד) נוּ וואָס זאָגסטוּ עפּיס צוּ דַיין טאטֶען?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l7	8	15	business	(שטעהט טרויריג)	יהודית: (שטעהט טרויריג) אוּן וָואס זאָגסטוּ עפּיס צוּ דַיין טאטֶען?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l11	5	6	delivery	(בייז)	דוד: (בייז) אַזוי רעדסטוּ פוּן דַיין מחוּתן?	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066595	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	16	r1l12	8	10	business	(וויינענד)	יהודית: (וויינענד) אוּן ווִי אַזוי רעדסטוּ פוּן דַיין מחוּתן (שלוכצט) דֶער נגִיד	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l12	61	8	business	(שלוכצט)	יהודית: (וויינענד) אוּן ווִי אַזוי רעדסטוּ פוּן דַיין מחוּתן (שלוכצט) דֶער נגִיד	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l15	22	8	business	(וויינט)	אַ מִצְוָה אוֹיף מִיר (וויינט).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l16	26	23	business	(וויל איהר האנד נעהמען)	דוד: קוּם אַהער יהוּדית'ל (וויל איהר האנד נעהמען).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l18	48	15	business	(געהט וויינענד)	פּאסען נִישְט אַיינְס פאר'ס אַנדערע, לאָז מִיך, (געהט וויינענד). אוֹי מַיין	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l21	5	12	business	(פערהאלט זי)	דוד: (פערהאלט זי) וואָרט אוֹיס יהודִית'ל, זאָג מִיר דֶעם אמְת, אבּער ַגַאנְץ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l29	8	10	business	(וויינענד)	יהודית: (וויינענד) אַדרבּה, וֶוער אַז נִישְט אָליקים?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103039	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	16	r1l30	5	7	delivery	(בּייז)	דוד: (בּייז) אַזוי?... אֶלְיָקים אִיז גֶערֶעכט? דאָס הַייסְט אַז דוּ ווילְסט אוֹיך	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066595	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	16	r1l33	8	11	business	(שלוּכצענד)	יהודית: (שלוּכצענד) גאָר נִישְט!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364412	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l2	18	8	business	(וויינט)	דוד: גאָר נִישְט? (וויינט) שלאגסטוּ מִיך אַ כּפּרה פאַר אָרץ ישראַל? אוּן	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364414	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l6	66	7	business	(פֿרום)	הַאנְדֶעלְט זיךְ יֶעצְט פוּן אַ ישוּעה אוֹיף דֶעם כּלל יִשְרָאֵל, (פֿרום) גָאט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364414	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l21	5	13	delivery	(בּעגייסטערט)	דוד: (בּעגייסטערט) נוּ ווִי אַזוי לאָזט מֶען פוּן זִיך אַוועק אַזאַ הֵיילִיג מלאכ'ל?	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066596	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	17	r1l24	55	10	business	(וויינענד)	"פארְקֶעהרְט וָואס וֶועט מַיין טַאטֶע טְהוּן מִיט מִיר? (וויינענד) רבּש""ע!"	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103040	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l33	5	24	business	(וויינט אויף איהר האלדז)	דוד: (וויינט אויף איהר האלדז) אִיך האבּ דָאך דִיך אבּער ליעבּ, אִיך וֶועל	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103040	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l35	8	8	business	(חליפעט)	יהודית: (חליפעט) וֵויין נִישְט דוד'ל, אִיך וֶועל דָארְט אִין אֶרֶץ הַקְדוֹשָׁה	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103040	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	17	r1l43	0	39	business	(שלוכצענד פאלען זיי זיך אויף די העלזער)	(שלוכצענד פאלען זיי זיך אויף די העלזער).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103040	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	18	r1l6	0	17	setting	פֶערוואנְדְלונְג.	פֶערוואנְדְלונְג.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288895889	2026-05-25		YiDraCor-annotation-pipeline	2	
