edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Di Seder Nakht,30,TextRegion_1649422669725_745l22,invalid stage.type 'drlivery',NOA,invalid stage.type 'drlivery',שמש: (פריילעך) חָתָן דומְה למֶלֶך דֶער זכוּת פוּן ,manual
Di Seder Nakht,55,TextRegion_1649531346660_569l3,untyped stage,NOA,untyped stage (no lexicon),(דאָס זינגט דאָס קאָהר אזוי ווי דער פֿאָרהאַנג געה,manual
Di Seder Nakht,56,TextRegion_1649531546552_699l5,untagged speaker,NOA,untagged speaker (unknown) 'סאלא אלט',סאלא אלט: דיא שעהנע ראזע בּליהט,manual
Di Seder Nakht,56,TextRegion_1649531546552_699l5,untagged speaker,NOA,untagged speaker (unknown) 'סאלא אלט',סאלא אלט: דיא שעהנע ראזע בּליהט,manual
Di Seder Nakht,58,TextRegion_1649532371978_1045l2,untyped stage,NOA,untyped stage (no lexicon),קוּמט קוּמט קוּמט קוּמט קומט קומט (ביסס),manual
Di Seder Nakht,59,line_1649532761406_1348,untyped stage,NOA,untyped stage (no lexicon),(ביסס),manual
Di Seder Nakht,61,TextRegion_1649533051421_1444l5,untyped stage,NOA,untyped stage (no lexicon),קופלעי וואסיליע.,manual
Di Seder Nakht,62,line_1649533352921_1708,untyped stage,NOA,untyped stage (no lexicon),(ביסס).,manual
Di Seder Nakht,65,line_1649533947745_1974,untyped stage,NOA,untyped stage (no lexicon),(ביסס),manual
Di Seder Nakht,65,TextRegion_1649533891997_1934l27,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),דער שדכן.,manual
Di Seder Nakht,68,line_1649534239728_2228,untyped stage,NOA,untyped stage (no lexicon),(קאהר - ביסס),manual
Di Seder Nakht,69,l_3,untyped stage,NOA,untyped stage (no lexicon),(ביסס),manual
Di Seder Nakht,69,TextRegion_1649448334785_1551l36,untyped stage,NOA,untyped stage (no lexicon),"קנעכט זענען מיר נאך היינט. רעפריין, א. ז. וו.",manual
Di Seder Nakht,70,line_1649422034106_480,untyped stage,NOA,untyped stage (no lexicon),קאָהר ביסס,manual
Dovid's Fidele,71,r2l7,untagged speaker,NOA,untagged speaker (unknown) 'טהיילע)',טהיילע): מליץ יושר ר' יאזעלמאן: משִׁיח'ס צַייטֶען ,manual
Ezra,4,line_1638791957851_2791,untyped stage,NOA,untyped stage (no lexicon),(דעבאָרא מיט א האַרפֿע בּיים פֿענסטער).,manual
Ezra,5,line_1638824525750_1938,untyped stage,NOA,untyped stage (no lexicon),וואלֶענְטִין (זינגט פון פֿערנע).,manual
Ezra,8,line_1639248760763_356,untyped stage,NOA,untyped stage (no lexicon),ביסס יאַ ראכע,manual
Ezra,26,line_1647610015995_1785,untyped stage,NOA,untyped stage (no lexicon),ביסס,manual
Ezra,30,TextRegion_1647608799647_1099l12,untyped stage,NOA,untyped stage (no lexicon),ביבס,manual
Hinke Pinke,5,r_3_1l4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"יעגער-כאר: צוּ דעֶר יאַגד מארשירען וויִר,",manual
Hinke Pinke,5,r_3_1l26,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),אללע: נוּן?,manual
Hinke Pinke,6,TextRegion_1649687732047_185l2,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),אללע: דוּ ? ?,manual
Hinke Pinke,6,TextRegion_1649687732047_185l4,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),אללע: פערליעבּט?,manual
Hinke Pinke,6,TextRegion_1649687732047_185l7,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),"אללע: נוּן, וֶוער איִז עֶס?",manual
Isha Raa,6,tr_1_tl_9,untagged speaker,NOA,untagged speaker (unknown) 'אללע',אללע: יַא יַא עֶר לעבּע לאַנְג,manual
Mishke Mashke,14,line_1638462530360_2948,invalid stage.type 'deivery',NOA,invalid stage.type 'deivery',"מאשקע: העָר זִיךְ אֵיין: וִיהִי בּימי אַחשורש, הוּ",manual
Mishke Mashke,16,line_1638465145403_3883,untyped stage,NOA,untyped stage (no lexicon),"דִי בּיִהנע שׁטֶעלְט פאָר, אַ זאַל.",manual
Yudale der Blinder,46,line_1648553606711_4189,invalid stage.type 'Entrance',NOA,invalid stage.type 'Entrance',(בערמאן שטירצט אריין),manual
Yudale der Blinder,49,r_1_1l2,invalid stage.type 'settins',NOA,invalid stage.type 'settins',(איין צימער ביי וואלדמאן... אָלטער מיט פריידאלע).,manual
Yudale der Blinder,51,TextRegion_1648548404769_1388l3,invalid stage.type 'Entrance',NOA,invalid stage.type 'Entrance',יודאלע: (קריכט ארויס פון דער פענסטער) אוּן יֶעצְט ,manual
Yudale der Blinder,65,line_1647441957184_1889,untagged speaker,NOA,untagged speaker (unknown) 'דבורה',"דבורה: לאָז מִיך פאַטער, אַזוי וִויל אוֹיך גָאט, א",manual
Das Yudishe Kind,12,r_3_1_tl_19,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),רב זִינְגְט:,manual
Das Yudishe Kind,12,l,speaker missing xmlid,NOA,speaker missing xmlid (unresolved),זַיי:,manual
Das Yudishe Kind,45,r_3_1_tl_55,untagged speaker,NOA,untagged speaker (unknown) 'זעזעמיר)',"זעזעמיר): גראַדע דיִר, מַיין פרייַנד, דאַנקע איִך ",manual
