edition,page(s),line_id / count,category,owner,issue/detail,text,suggested_action
Dos Yudishe Herts,23,r1l28,untagged speaker,NOA,untagged speaker (unknown) 'זי',"זי: פאַר קיינעם ניט, נאָר פאַר דיִר.",manual
Dos Yudishe Herts,27,r1l26,untagged speaker,NOA,untagged speaker (unknown) 'יעקב (זינגט)',"יעקב (זינגט): אַך ניין, אָה נֵיין.",manual
Dos Yudishe Herts,28,r1l31,untagged speaker,NOA,untagged speaker (unknown) 'סענקע',סענקע: אוּן פאַרוואָס שטעהסטוּ פוּן ווייטען?,manual
Dos Yudishe Herts,32,r1l25,untagged speaker,NOA,untagged speaker (unknown) 'סערקע (שפרינגט אויף)',"סערקע (שפרינגט אויף): טאָכטער מיינע, דוּ בּיזט פער",manual
Dos Yudishe Herts,34,r1l11,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',"זלמן: אוֹי, מאַנזבּילען! פִיהרֶען אוּנז ווייַבּעֶר",manual
Dos Yudishe Herts,37,r1l22,untagged speaker,NOA,untagged speaker (unknown) 'ליידא',ליידא: איִהר זַייט זיינע פֿריינדין?,manual
Dos Yudishe Herts,39,r1l22,untagged speaker,NOA,untagged speaker (unknown) '2 קינדער',"2 קינדער: וויִקטאָר אוּן ליִדאַ, דאָס איִז אַלעֶס!",manual
Dos Yudishe Herts,42,r1l2,untagged speaker,NOA,untagged speaker (unknown) 'ליידא',ליידא: אָבּער וֶוען דיִ מוּטעֶר געֶהט ניִט עֶרְקלע,manual
Dos Yudishe Herts,46,r1l36,untagged speaker,NOA,untagged speaker (unknown) 'פערקע',"פערקע: אַדרבּה, לאָמיִךְ שׁוֹין העֶרעֶן אַמאָל אַ ",manual
Dos Yudishe Herts,47,r1l17,untagged speaker,NOA,untagged speaker (unknown) 'הערמאן (העכער)',"הערמאן (העכער): יאָ, שווייגער, צוּמאַכען וֶועל איִ",manual
Dos Yudishe Herts,49,r1l14,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',"זלמן: אוֹי, שְׁלעֶכט!",manual
Dos Yudishe Herts,52,r1l14,untagged speaker,NOA,untagged speaker (unknown) 'פערקע',פערקע: וואָס איִז בּחנס?,manual
Dos Yudishe Herts,54,r1l23,untagged speaker,NOA,untagged speaker (unknown) 'ווייבער',ווייבער: בּערל אוּן שׁמֶערְל אַ קאַפּראַל.,manual
Dos Yudishe Herts,54,r1l31,untagged speaker,NOA,untagged speaker (unknown) 'די נו (זינגט)',די נו (זינגט): האפנוּנג! האָסט מיך שטאַרק בּעֶטראָ,manual
Dos Yudishe Herts,55,r1l6,untagged speaker,NOA,untagged speaker (unknown) 'רעפריין',"רעפריין: וויפיעל צרוֹת דעֶר יוּדעלע האָט,",manual
Dos Yudishe Herts,58,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'יעקב (קושט זי)',יעקב (קושט זי): מַיין אַרמע מוּטער!,manual
Dos Yudishe Herts,63,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'משה (רופט)',משה (רופט): סֶערְקֶע! סֶערְקֶעלֶע!,manual
Dos Yudishe Herts,66,r1l16,untagged speaker,NOA,untagged speaker (unknown) 'סערקע (קוויטשעט)',סערקע (קוויטשעט): איִך פרעֶג דאָך איהם יאָ.,manual
Dos Yudishe Herts,68,r1l26,untagged speaker,NOA,untagged speaker (unknown) 'סאלא',"סאלא: דוּ כּלה, זאָלסט ניט וויִיִנעֶן, דַיין שׁמְח",manual
Dos Yudishe Herts,68,r1l28,untagged speaker,NOA,untagged speaker (unknown) 'צווייטע',צווייטע: מיִט דיִר מַיין פריידע טייל איִךְ נאָר די,manual
Dos Yudishe Herts,69,r1l2,untagged speaker,NOA,untagged speaker (unknown) 'דריטע',דריטע: צוּליעבּ דיִר קוּמען מיִר מאַכען פֿרעהליך נ,manual
Dos Yudishe Herts,7,r1l19,untagged speaker,NOA,untagged speaker (unknown) 'ליידא',ליידא: אֵיינעֶן מעֶנשען וֶועה צוּ טהוּן איִז בּיי ,manual
Dos Yudishe Herts,7,r1l28,untagged speaker,NOA,untagged speaker (unknown) 'זלמן',זלמן: דיִ 2 נקבות געֶפעֶלעֶן מיִר שׁוֹין בּעסעֶר (,manual
Dos Yudishe Herts,9,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'יעקב (בעמערקט)',יעקב (בעמערקט): גוּטען טאָג פֿריילין פּאפּעסקא!,manual
Dovid's Fidele,10,r1l21,untagged speaker,NOA,untagged speaker (unknown) 'נא',נא: שאט נִיט! אִין קֶעלֶער אַריין וֶועל אִיך שׁוֹי,manual
Dovid's Fidele,37,r1l7,untagged speaker,NOA,untagged speaker (unknown) 'ענקעל',ענקעל: אָנקעל!,manual
Dovid's Fidele,38,r1l32,untagged speaker,NOA,untagged speaker (unknown) 'יעקעל',יעקעל: אַנו נח! נעהם אַרויס לאָמיִר זֶעהֶען וואָס ,manual
Dovid's Fidele,40,r1l30,untagged speaker,NOA,untagged speaker (unknown) 'סטודענט',סטודענט: אַך דַיינֶע פרֵיינְד זַייא קאמֶען הִיעהֶע,manual
Dovid's Fidele,41,r1l43,untagged speaker,NOA,untagged speaker (unknown) 'יענקעל טאבעלע',יענקעל טאבעלע: פְרֵיידֶענְסטאגֶע הַייטֶע זאָל זַיי,manual
Dovid's Fidele,54,r1l51,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: נִיכְט וַואהְר ר' טובִּיה אִיהר ענטשוּלדיגט ,manual
Dovid's Fidele,55,r1l11,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: מַיין הֶערְצלִיכֶען דַאנְק ר' טוֹבּיה פִיר א,manual
Dovid's Fidele,55,r1l6,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: הִיעֶר ר' טוֹבִּיה אִיז דֶער שַׁיין אוֹיף מי,manual
Dovid's Fidele,56,r1l37,untagged speaker,NOA,untagged speaker (unknown) 'מינא',"מינא: פֶערְצַייהֶעט מִיר ר' טובה, אִיהר לָאזְט מִי",manual
Dovid's Fidele,56,r1l40,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: וואָס אִיז גֶעשֶׁעהן? וואָס גֶעהט דֶען דא פא,manual
Dovid's Fidele,57,r1l25,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: גָאט מֶעג עֶס אַייך פֶערְגֶעלְטֶען?,manual
Dovid's Fidele,57,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'מינא',"מינא: נֵיין דאָס קֶען נִיט זַיין, דָאס אִיז אַיינֶ",manual
Dovid's Fidele,57,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: פֶערְצַייהֶעט מִיר! אִיך ווֵייס אַליין נִיט ,manual
Dovid's Fidele,58,r1l31,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: וֶועה! וֶועה! וואָס וֶועל אִיך אַצוּנד טהוּן,manual
Dovid's Fidele,60,r1l11,untagged speaker,NOA,untagged speaker (unknown) 'הוה',הוה: וואָס?,manual
Dovid's Fidele,60,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'חיה',חיה: נוּ?,manual
Dovid's Fidele,61,line_1654102282464_899,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: (איבער איהם) ר' טוביה'ניוּ! (וויינט).,manual
Dovid's Fidele,61,r1l22,untagged speaker,NOA,untagged speaker (unknown) 'מינא',מינא: נֵיין ר' טוביה'ניוּ! אִיך וִויל נִישְט פוּן ,manual
Dovid's Fidele,71,r2l24,untagged speaker,NOA,untagged speaker (unknown) 'בריינדיל קאזאק',בריינדיל קאזאק: נִיעבֶּע נִיעמֶע נִינקוּקעריקוּ: מ,manual
Dovid's Fidele,71,r2l4,untagged speaker,NOA,untagged speaker (unknown) 'בר ככנא',בר ככנא: דִיא באבע מיט דעם אייניקעל: דִיא בּיידען ,manual
Dovid's Fidele,71,r2l7,untagged speaker,NOA,untagged speaker (unknown) 'טהיילע)',טהיילע): מליץ יושר ר' יאזעלמאן: משִׁיח'ס צַייטֶען ,manual
Hinke Pinke,34,TextRegion_1649691473659_2244l15,untagged speaker,NOA,untagged speaker (unknown) 'אינקע',"אינקע: פּיִנְקעֶ, וואוּ זעֶנעֶן מיִר?",manual
Hinke Pinke,34,TextRegion_1649691473659_2244l30,untagged speaker,NOA,untagged speaker (unknown) 'אינקע',"אינקע: היִ, היִ, היִ, אַזוי לאַכט אַ מִינִיסטֶער?",manual
Hinke Pinke,48,TextRegion_1649691169736_1743l3,untagged speaker,NOA,untagged speaker (unknown) 'הינקע',הינקע: זעהסטוּ שׁוֹין וואָס אַ ווייבּ איִז?,manual
Hinke Pinke,48,TextRegion_1649691169736_1743l32,untagged speaker,NOA,untagged speaker (unknown) 'קינדער כאר',"קינדער כאר: געֶבּעֶנטשט זאָלְט איִהר זיין,",manual
Hinke Pinke,48,TextRegion_1649691169736_1743l6,untagged speaker,NOA,untagged speaker (unknown) 'אינקע',אינקע: אַ וועהטאָג דיִר אין פּיסק! וואָס איִז? פוּ,manual
Hinke Pinke,5,r_3_1l26,untagged speaker,NOA,untagged speaker (unknown) 'אללע',אללע: נוּן?,manual
Hinke Pinke,5,r_3_1l4,untagged speaker,NOA,untagged speaker (unknown) 'יעגער כאר',"יעגער כאר: צוּ דעֶר יאַגד מארשירען וויִר,",manual
Hinke Pinke,50,r_1_1l13,untagged speaker,NOA,untagged speaker (unknown) 'קינד',קינד: (סאָלאַ) דאָס איִז גרעֶסטעֶ... (אַ. ז. וו.),manual
Hinke Pinke,53,TextRegion_1649691031789_1639l18,untagged speaker,NOA,untagged speaker (unknown) 'הויפטמאן',הויפטמאן: וואָס איִזט דעֶן איִהנעֶן דעֶר אוּנטערשי,manual
Hinke Pinke,54,TextRegion_1649691006865_1600l10,untagged speaker,NOA,untagged speaker (unknown) 'נבריאל',נבריאל: צוּריק געקוּמען? פוּן וואַנעֶן זאָל זיִ דע,manual
Hinke Pinke,54,TextRegion_1649691006865_1600l12,untagged speaker,NOA,untagged speaker (unknown) 'נבריאל',"נבריאל: אָנקעל, דוּ קוועלְסט מיך נאָך ערגער וויִ י",manual
Hinke Pinke,54,TextRegion_1649691006865_1600l21,untagged speaker,NOA,untagged speaker (unknown) 'נבריאל',נבריאל: גאָט! וועלכער שוידערהאַפֿטער געֶדאַנק איִז,manual
Hinke Pinke,6,TextRegion_1649687732047_185l2,untagged speaker,NOA,untagged speaker (unknown) 'אללע',אללע: דוּ ? ?,manual
Hinke Pinke,6,TextRegion_1649687732047_185l4,untagged speaker,NOA,untagged speaker (unknown) 'אללע',אללע: פערליעבּט?,manual
Hinke Pinke,6,TextRegion_1649687732047_185l7,untagged speaker,NOA,untagged speaker (unknown) 'אללע',"אללע: נוּן, וֶוער איִז עֶס?",manual
Isha Raa,10,tr_1_tl_37,untagged speaker,NOA,untagged speaker (unknown) 'מלכה',מלכה: פרֶצְ'ל !,manual
Isha Raa,11,tr_1_tl_28,untagged speaker,NOA,untagged speaker (unknown) 'אנטינגוס',אנטינגוס: אִיזְט דַיינֶע הֶערְרִין צוּ הוִיזֶע? (ע,manual
Isha Raa,16,tr_1_tl_21,untagged speaker,NOA,untagged speaker (unknown) 'דוד',דוד: (זיפצט) בּרוּך דיין אמְת.,manual
Isha Raa,22,tr_1_tl_21,untagged speaker,NOA,untagged speaker (unknown) 'שלומיר',שלומיר: געליעבּטער פָאטֶער! זַייא נִיכְט טרוֹירִיג,manual
Isha Raa,33,tr_1_tl_33,untagged speaker,NOA,untagged speaker (unknown) 'פאזשע',פאזשע: מַיין הֶערְר אוּנד קֶענִיג!,manual
Isha Raa,33,tr_1_tl_35,untagged speaker,NOA,untagged speaker (unknown) 'פאזשע',פאזשע: יאָ מַיין קֶענִיג.,manual
Isha Raa,33,tr_1_tl_37,untagged speaker,NOA,untagged speaker (unknown) 'פאזשע',פאזשע: טאָדט!,manual
Isha Raa,34,tr_1_tl_4,untagged speaker,NOA,untagged speaker (unknown) 'פאזשע',פאזשע: ערְפִילְט האבּען דִיא סנהדרִין אִיהר הֵיילִ,manual
Isha Raa,38,tr_1_tl_37,untagged speaker,NOA,untagged speaker (unknown) 'חנוד',חנוד: אַלץ דאס אייגֶענֶע אוּנְד וִויעדֶער דאָס אַי,manual
Isha Raa,40,tr_1_tl_41,untagged speaker,NOA,untagged speaker (unknown) 'אינטיגוס',אינטיגוס: וואָס קִימֶערְט מִיך וואָס עֶר הָאט גֶעמ,manual
Isha Raa,47,tr_1_tl_25,untagged speaker,NOA,untagged speaker (unknown) 'ה',"ה: אָה הֶערְרִין, נָאך אִיזְט עֶס צַייט, צִיה צוּר",manual
Isha Raa,48,tr_1_tl_9,untagged speaker,NOA,untagged speaker (unknown) 'פרי',פרי: אַז.,manual
Isha Raa,53,tr_1_tl_7,untagged speaker,NOA,untagged speaker (unknown) 'אבנד',אבנד: וֶועלְכֶע שׁטִימֶע?,manual
Isha Raa,57,tr_1_tl_27,untagged speaker,NOA,untagged speaker (unknown) 'שלומי',שלומי: דוּא בּיזט עֶס? תלמי!,manual
Isha Raa,6,tr_1_tl_9,untagged speaker,NOA,untagged speaker (unknown) 'אללע',אללע: יַא יַא עֶר לעבּע לאַנְג,manual
Kidush Hashem,12,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'פיקאלע',פיקאלע: דֶער גרַאף הָאט דָאך נִישְט מֶעהר ווִי אַ ,manual
Kidush Hashem,22,r1l7,untagged speaker,NOA,untagged speaker (unknown) 'בראווא',בראווא: דאָס אִיז גֶעווֶען אַ קוּנסטפוּלער היעבּ. ,manual
Mishke Mashke,16,line_1638465145403_3883,untyped stage,NOA,untyped stage (no lexicon),"דִי בּיִהנע שׁטֶעלְט פאָר, אַ זאַל.",manual
Sore Sheyndel,12,r1l15,untagged speaker,NOA,untagged speaker (unknown) 'קשיה',קשיה: פאַר וואָס רוּפט מען שבּת הגדול אוּן ניִשט י,manual
Sore Sheyndel,12,r1l3,untagged speaker,NOA,untagged speaker (unknown) 'יוהנצי',"יוהנצי: זעהסט דוּ שרה שיינדעל-לעבּען, אִיך וואָלט ",manual
Sore Sheyndel,13,r1l7,untagged speaker,NOA,untagged speaker (unknown) 'יוחנצי-שרה שיינדעל',יוחנצי-שרה שיינדעל: וואָס האָסט דוּ?,manual
Sore Sheyndel,14,r2l18,untagged speaker,NOA,untagged speaker (unknown) 'אברהמלע',אברהמלע: וֶוער ווייס וואָס עֵר האָט דאָרטען געהערט,manual
Sore Sheyndel,14,r2l24,untagged speaker,NOA,untagged speaker (unknown) 'אברהמלע',אברהמלע: אַ דעפּעשע! (לייענט) וואָס זעֶה אִיך? דעֶ,manual
Sore Sheyndel,16,r1l32,untagged speaker,NOA,untagged speaker (unknown) 'הער אויס',הער אויס: וֶוען חנְהלֶע מיִט אִיהר מוּטער זֶענֶען ,manual
Sore Sheyndel,18,r1l11,untagged speaker,NOA,untagged speaker (unknown) 'זייק',זייק: אַ יוחנְצִי! אִיך דעֶרְקעֶן דיִך בּרוּדער!,manual
Sore Sheyndel,20,r1l13,untagged speaker,NOA,untagged speaker (unknown) 'סער',סער: פּאַפּאַ! וואַט דעט פּיפּעל וואָגעט פראָס יוּ,manual
Sore Sheyndel,22,r1l18,untagged speaker,NOA,untagged speaker (unknown) 'יוחנצי שרה שיינדעל',יוחנצי שרה שיינדעל: וואָס אִיז? וואָס אִיז?,manual
Sore Sheyndel,33,r1l25,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אָרעמער פאטער!,manual
Sore Sheyndel,34,r1l16,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',"חנהלע: געֶהן זִי געזוּנד, פאטער. — (צו אברהמלע) וו",manual
Sore Sheyndel,34,r1l21,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',"חנהלע: ווִי אִיך זעֶה, בּיסטוּ אייפערזיכטיג אוֹיף ",manual
Sore Sheyndel,35,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',"חנהלע: זיי רוהיג מַיין ליעבּער, טהייערער אברהמְלֶע",manual
Sore Sheyndel,37,r1l29,untagged speaker,NOA,untagged speaker (unknown) 'חנה'לע',חנה'לע: (געהט לאַנגזאַם אוּן רעֶד) גליקליך שפיר אִ,manual
Sore Sheyndel,38,r1l12,untagged speaker,NOA,untagged speaker (unknown) 'חנה'לע',"חנה'לע: אוּן דוּ אברהמלע, וואָס שְׁטעהסט דוּ פוּן ",manual
Sore Sheyndel,38,r1l29,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: (וואַכט אויף) אַ'נ'אַנדער ציִמעֶר! גאָט ווא,manual
Sore Sheyndel,38,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'חנה'לע',"חנה'לע: אוּן וויִ געֶפֶעהלְט דיִר, בּאבּעֶלעֶ, מַי",manual
Sore Sheyndel,39,r1l19,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: וֶועה אִיז מיִר! וואָס העֶר אִיך? אברהמעֶלע,manual
Sore Sheyndel,39,r1l22,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: גֶערֶעכטֶער גאָט! וואָס געֶהט דאָ פאָר? (פא,manual
Sore Sheyndel,39,r1l32,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: גאָט אִין הימעל! וואָס אִיך מוּז אַלץ הערען,manual
Sore Sheyndel,39,r1l4,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אַלמעכטיגער גאָט! וואוּ בּין אִיך?,manual
Sore Sheyndel,40,r1l8,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: גאָט! וואָס הער אִיך! מוּטער! גאטזעליגע מוּ,manual
Sore Sheyndel,42,r1l10,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אַלע אַנטלויפען פוּן מיִר! אִיך ליעג אִין ח,manual
Sore Sheyndel,42,r1l29,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אברהמֶעלֶע! אִיך בּין אונשוּלדיג! פֶערְשׁטו,manual
Sore Sheyndel,48,r1l23,untagged speaker,NOA,untagged speaker (unknown) 'סעס',סעס: (לאַכט) אִיך וויין אויך ניִשט.,manual
Sore Sheyndel,48,r1l25,untagged speaker,NOA,untagged speaker (unknown) 'סעס',סעס: וואָס לאַכסט דוּ? בּאבּעֶלעֶ.,manual
Sore Sheyndel,48,r1l27,untagged speaker,NOA,untagged speaker (unknown) 'סעס',"סעס: אִיך ווייס אוֹיך ניִשט,",manual
Sore Sheyndel,48,r1l29,untagged speaker,NOA,untagged speaker (unknown) 'סעס',סעס: וֶועמֶענְס שמואָליקעל?,manual
Sore Sheyndel,48,r1l30,untagged speaker,NOA,untagged speaker (unknown) 'באבעיע',באבעיע: מַיין.,manual
Sore Sheyndel,48,r1l31,untagged speaker,NOA,untagged speaker (unknown) 'סעס',סעס: אוּריי! פִיר בּאבּעלע מיט שמואליקעל. (זיי זיִ,manual
Sore Sheyndel,52,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'אברהמלע',אברהמלע: וויין ניִשט שׁוועסטערעל. זַיי פֶערְשְׁטעֶ,manual
Sore Sheyndel,54,r1l5,untagged speaker,NOA,untagged speaker (unknown) 'זייק',"זייק: (קוּמט אַרייַן קוּקט זיך אַרוּם, געֶהט אַרוּ",manual
Sore Sheyndel,61,r1l20,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',דאקטאר: ווִי? אַזוֹי יוּנג הייראַטהען? וַוייט ניר ,manual
Sore Sheyndel,61,r1l25,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',דאקטאר: נֵיין קיִנְדעֶר! אִיהְר טהאָרט נאָך ניִשְׁ,manual
Sore Sheyndel,61,r1l29,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',דאקטאר: וואָס זאָגט עֶר?,manual
Sore Sheyndel,61,r1l32,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',דאקטאר: וואָס זאָגְט עֶר?,manual
Sore Sheyndel,61,r1l9,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',"דאקטאר: בּערוהיגט אַייך, הֶערְר דזִייק. דיִ קרֶענְ",manual
Sore Sheyndel,62,line_1653774357517_879,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: מַיין ליעבּער אברהמעלע!,manual
Sore Sheyndel,62,r1l13,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: (וואַנדלענד) מוּטער! וואוּ בּיזט דוּ? דעֶר ,manual
Sore Sheyndel,62,r1l16,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',דאקטאר: רוהיג! ניִשט ראַשעֶנד זי איבּעֶר וועֶקעֶן.,manual
Sore Sheyndel,62,r1l19,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: (ערוואכט צוּ בּיסלעך) מַיין פָאטֶער?! מַיין,manual
Sore Sheyndel,62,r1l23,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אברהמֶעלֶע! אוֹיף דיִ קניע? פאַר אַ בּעטריג,manual
Sore Sheyndel,62,r1l26,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: אברהמֶעלֶע! שְׁטֶעה אוֹיף! אִיך פֶערְצַייע ,manual
Sore Sheyndel,62,r1l7,untagged speaker,NOA,untagged speaker (unknown) 'דאקטאר',"דאקטאר: עֶס מאַכט ניִשט, עֶס מאַכט ניִשט,",manual
Sore Sheyndel,63,line_1653774483532_935,untagged speaker,NOA,untagged speaker (unknown) 'חנהלע',חנהלע: טהייערער בּרוּדער!,manual
Sore Sheyndel,63,r1l12,untagged speaker,NOA,untagged speaker (unknown) 'דייק',דייק: גענוּג שׁוֹין מיִט דַיין שבּת שׁלְפנִי הפסח!,manual
Sore Sheyndel,63,r1l17,untagged speaker,NOA,untagged speaker (unknown) 'שרה-שיינדעל',שרה-שיינדעל: פאַר וואָס לאָזט אִיהְר אִיהם רעֶדעֶן,manual
