entry_id,context,source_role,source_value,clustered_value,qid,qid_source,place_qid_conflict,wikidata_label_en,wikidata_label_yi,wikidata_type,resolved_category,other_type,cemetery,burial_city,death_site,settlement,province,country,neighborhood,other,review_flags,needs_review,correction_applied,death_burial_conflict
1-facs_289_r_3,death,place,ווילנע,Vilnius,Q216,initial,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_292_tr_1741260501,death,place,סט. לואיס,St. Louis,Q38022,dodgy,False,St. Louis,סאנט לואיס,"big city, independent city in the United States, city in the United States",settlement,,,,,St. Louis,,,,,,False,,False
1-facs_298_tr_1741260461,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_298_tr_1741260446,death,place,ווילנע,Vilnius,Q216,initial,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_299_tr_1741260427,death,place,בראָדי,Brody,Q465104,initial,False,Brody,בראָד,city in Ukraine,settlement,,,,,Brody,,,,,,False,,False
1-facs_299_tr_1741260436,death,place,קראָקע,Kraków,Q31487,initial,False,Kraków,קראקע,"city with powiat rights in Poland, big city, Hanseatic city, tourist destination, former national capital, city or town, place with town rights and privileges",settlement,,,,,Kraków,,,,,,False,,False
1-facs_300_tr_1741260418,death,place,סאָמבאָר,Sombor,Q191851,dodgy,False,vase,,,other,unknown,,,,,,,,vase,needs_manual_type_review;place_province_mismatch,True,,False
1-facs_300_tr_1741260418,death,province,גאַליציע,Galicia,Q180086,province,False,Galicia,גאליציע,"historical region, Ukrainian historical regions",province,,,,,,Galicia,,,,,False,,False
1-facs_301_tr_1741260452,death,place,כאָרבין,Harbin,Q29803,dodgy,False,Isuzu,,"automobile manufacturer, business, brand",other,automobile manufacturer,,,,,,,,Isuzu,needs_manual_type_review,True,,False
1-facs_303_tr_1741260398,death,place,ריאָ דע זשענייראָ,Rio de Janeiro,Q8678,dodgy,False,Rio de Janeiro,ריא דע זשאנערא,"municipality of Brazil, big city, megacity, federal capital, former national capital",settlement,,,,,Rio de Janeiro,,,,,,False,,False
1-facs_303_tr_1741260398,death,country,בראָזיל,Brazil,Q155,country,False,Brazil,בראזיל,"sovereign state, secular state, country, federal republic",country,,,,,,,Brazil,,,,False,,False
1-facs_304_tr_1741260480,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_305_tr_1741260377,death,place,יענדזשעוו,Jędrzejów,Q6322121,kimatch_review_2026-05-23,False,Jędrzejów,יענדזשעוו,city,settlement,,,,,Jędrzejów,,,,,,False,True,False
1-facs_306_tr_1741260490,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_307_tr_1741260375,death,place,משוגעים-הויז לאָנדאָן,London,Q84,dodgy,False,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,,,,,London,,,,,,False,,False
1-facs_311_tr_1741260486,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_311_tr_1741260476,death,place,פֿילאָדעלפיע,Philadelphia,Q1345,initial,False,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,,,,,Philadelphia,,,,,,False,,False
1-facs_312_TextRegion_1708860417410_829,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_319_r_1,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_320_tr_1741260430,death,place,לאָס אַנדזשעלאָס,Los Angeles,Q65,dodgy,False,Los Angeles,לאס אנדזשעלעס,"charter city, city in the United States, city, global city, metropolis, megacity, business cluster, big city, LGBT sanctuary city",settlement,,,,,Los Angeles,,,,,,False,,False
1-facs_322_tr_1741260430,death,place,רווינסק,Rivne,Q156739,dodgy,False,Rivne,ראוונע,city of regional significance of Ukraine,settlement,,,,,Rivne,,,,,,False,,False
1-facs_331_tr_1741260474,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_332_tr_1741260395,death,place,פּאַריז,Paris,Q90,initial,False,Paris,פאריז,"commune of France, territorial collectivity of France with special status, metropolis, tourist destination, global city, megacity, largest city, college town, big city, primate city, national capital",settlement,,,,,Paris,,,,,,False,,False
1-facs_333_tr_1741260492,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_335_tr_1741260385,death,place,בריסעל,City of Brussels,Q239,dodgy,False,Brussels,בריסל,"big city, European City, municipality of Belgium, federal capital",settlement,,,,,Brussels,,,,,,False,,False
1-facs_341_r_7,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_343_tr_1741260417,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_353_tr_1741260469,death,place,שיקאָגאָ,Chicago,Q1297,initial,False,Chicago,שיקאגא,"city of Illinois, global city, big city",settlement,,,,,Chicago,,,,,,False,,False
1-facs_353_tr_1741260479,death,place,ווילנע,Vilnius,Q216,initial,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_361_r_6,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_361_r_9,death,place,מילוואָקי,Milwaukee,Q37836,initial,False,Milwaukee,מילוואקי,"first-class city, big city, county seat",settlement,,,,,Milwaukee,,,,,,False,,False
1-facs_362_r_17,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_363_r_6,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_363_r_9,death,place,ביעלאַ-צערקאָוו,Bila Tserkva,Q1097636,dodgy,False,Inó,,Wikimedia disambiguation page,other,Wikimedia disambiguation page,,,,,,,,Inó,needs_manual_type_review,True,,False
1-facs_376_tr_1741260453,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_376_tr_1741260448,death,place,סאָן-פֿראַנציסקאָ,San Francisco,Q62,dodgy,False,San Francisco,סאן פראנציסקא,"charter city and county, city in the United States, big city, sanctuary city, consolidated city-county, city, charter city",settlement,,,,,San Francisco,,,,,,False,,False
1-facs_380_tr_1739715264,death,place,קראָקע,Kraków,Q31487,initial,False,Kraków,קראקע,"city with powiat rights in Poland, big city, Hanseatic city, tourist destination, former national capital, city or town, place with town rights and privileges",settlement,,,,,Kraków,,,,,,False,,False
1-facs_382_r_5,death,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_382_tr_1739715265,death,place,לאָנדאָן,London,Q84,initial,False,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,,,,,London,,,,,,False,,False
1-facs_383_tr_1739715273,death,place,סינסינעטי,Cincinnati,Q43196,initial,False,Cincinnati,,"big city, city in the United States, county seat, city of Ohio",settlement,,,,,Cincinnati,,,,,,False,,False
1-facs_389_tr_1739715078,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_390_tr_1739715054,death,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_390_tr_1739715034,death,place,אָטוואָצק,Otwock,Q200926,dodgy,False,Nueva Toltén,,town of Chile,settlement,,,,,Nueva Toltén,,,,,,False,,False
1-facs_395_r_10,death,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_395_r_6,death,place,קאָנסטאַנטינאָפּאָל,Istanbul,Q406,initial,False,Istanbul,סטאמבול,"metropolitan municipality in Turkey, former capital, megacity, largest city, port city, big city, ancient city",settlement,,,,,Istanbul,,,,,,False,,False
1-facs_402_tr_1739715086,death,place,בערלין,Berlin,Q64,initial,False,Berlin,בערלין,"seat of government, metropolis, integrated municipality, Unitary municipality in Germany, urban municipality in Germany, city-state, independent city in Berlin, largest city, big city, federated state of Germany, federal capital, Hanseatic city, town divided by border, town divided by border",settlement,,,,,Berlin,,,,,,False,,False
1-facs_402_tr_1739715076,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_404_r_8,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_407_tr_1739715069,death,place,אויפֿן וועג פֿון כאָסטאָן קיין ניו יאָרק,New York City,Q60,dodgy,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_411_tr_1739715053,death,place,סימפעראָפּאָל,Simferopol,Q19566,translit_audit_2026-05-22,False,Simferopol,,Q1549591,settlements,,,,,Richmond,,,,,,False,True,False
1-facs_411_tr_1739715050,death,place,לאָנדאָן,London,Q84,initial,False,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,,,,,London,,,,,,False,,False
1-facs_411_tr_1739715062,death,place,פּאַריז,Paris,Q90,initial,False,Paris,פאריז,"commune of France, territorial collectivity of France with special status, metropolis, tourist destination, global city, megacity, largest city, college town, big city, primate city, national capital",settlement,,,,,Paris,,,,,,False,,False
1-facs_414_r_3,death,place,קיעוו,Kyiv,Q1899,initial,False,Kyiv,קיעוו,"largest city, city or town, tourist destination, city in Ukraine",settlement,,,,,Kyiv,,,,,,False,,False
1-facs_17_r_9,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_17_r_3,death,place,לאָנדאָן,London,Q84,initial,False,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,,,,,London,,,,,,False,,False
1-facs_18_r,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_19_r,death,place,בודאָפּעסט,Budapest,Q1781,initial,False,Budapest,בודאפעשט,"town in Hungary, enclave, largest city, national capital",settlement,,,,,Budapest,,,,,,False,,False
1-facs_19_r_6,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_21_tr_1740515222,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_23_r,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_31_r,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_36_tr_1740520946,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_40_tr_1740521035,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_43_tr_1740520992,death,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_44_tr_1740521158,death,place,בערלין,Berlin,Q64,initial,False,Berlin,בערלין,"seat of government, metropolis, integrated municipality, Unitary municipality in Germany, urban municipality in Germany, city-state, independent city in Berlin, largest city, big city, federated state of Germany, federal capital, Hanseatic city, town divided by border, town divided by border",settlement,,,,,Berlin,,,,,,False,,False
1-facs_45_tr_1740521081,death,place,מינסק,Minsk,Q2280,initial,False,Minsk,מינסק,"administrative territorial entity of Belarus, first-level administrative division, city or town, big city",settlement,,,,,Minsk,,,,,,False,,False
1-facs_49_tr_1740521083,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_51_tr_1740521052,death,place,יידישן שפּיטאָל אין וואַרשע,Warsaw,Q270,dodgy,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_52_tr_1740521031,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_57_tr_1740521103,death,place,דענווער,Denver,Q16554,initial,False,Denver,דענווער,"consolidated city-county, big city, city in the United States",settlement,,,,,Denver,,,,,,False,,False
1-facs_59_tr_1740521083,death,place,מאָסקווע,Moscow,Q649,initial,False,Moscow,מאסקווע,"capital of Russia, federal city of Russia, big city, megacity, largest city, largest city, largest city, largest city, city or town, federal subject of Russia, federal capital, human settlement, city/town in Russia",settlement,,,,,Moscow,,,,,,False,,False
1-facs_59_tr_1740521087,death,place,טשערנאָוויץ,Chernivtsi,Q157725,initial,False,Chernivtsi,טשערנאוויץ,"city of regional significance of Ukraine, big city",settlement,,,,,Chernivtsi,,,,,,False,,False
1-facs_60_tr_1740521080,death,place,בוענאָסאיירעס,Buenos Aires,Q1486,initial,False,Buenos Aires,בוענאס איירעס,"city of Argentina, electoral unit, federal district, first-level administrative division, autonomous city, million city, administrative territorial entity, national capital, federal capital, primate city, largest city",settlement,,,,,Buenos Aires,,,,,,False,,False
1-facs_61_tr_1740521158,death,place,בוקאַרעסט,Bucharest,Q19660,initial,False,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,,,,,Bucharest,,,,,,False,,False
1-facs_62_tr_1740520958,death,place,דענווער,Denver,Q16554,initial,False,Denver,דענווער,"consolidated city-county, big city, city in the United States",settlement,,,,,Denver,,,,,,False,,False
1-facs_74_tr_1740521143,death,place,ניויאָרקער שפּיטאָל פֿאַר גייסטיק-קראַנקע,New York City,Q60,dodgy,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_76_tr_1740520936,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_78_tr_1740521032,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_78_tr_1740521048,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_78_tr_1740521038,death,place,שיקאַגאָ,Chicago,Q1297,initial,False,Chicago,שיקאגא,"city of Illinois, global city, big city",settlement,,,,,Chicago,,,,,,False,,False
1-facs_79_tr_1740520939,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_81_r_7,death,place,ניו יאָָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_81_tr_1740521165,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_82_tr_1740520982,death,place,וואַרשעווער יידישן שפּיטאָל,Warsaw,Q270,dodgy,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_83_tr_1740521018,death,place,פּראָווידענס,Providence,Q18383,dodgy,False,Providence,פראווידענס,"big city, county seat, city in the United States",settlement,,,,,Providence,,,,,,False,,False
1-facs_84_tr_1740520941,death,place,ווילנער „משמרת החולים“,Vilnius,Q216,dodgy,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_85_r_6,death,place,באָהיסלאָוו,Bohyslav,Q1936339,kimatch_review_2026-05-23,False,Brestovany,,municipality of Slovakia,settlement,,,,,Brestovany,,,,,,False,True,False
1-facs_86_tr_1740521078,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_88_tr_1740521161,death,place,ווילנע,Vilnius,Q216,initial,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_90_tr_1740521094,death,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_90_tr_1740521094,death,country,אָמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_91_tr_1740521127,death,place,קאָזיאַטיין,Kozyatyn,Q1048143,dodgy,False,Casper Norrild,,human,other,human,,,,,,,,Casper Norrild,needs_manual_type_review,True,,False
1-facs_91_r_5,death,place,סטאָמבול,Istanbul,Q406,dodgy,False,Istanbul,סטאמבול,"metropolitan municipality in Turkey, former capital, megacity, largest city, port city, big city, ancient city",settlement,,,,,Istanbul,,,,,,False,,False
1-facs_93_tr_1740521079,death,place,בראַנזוויל,Brownsville,Q991279,dodgy,False,Brownsville,ברוינזוויל,neighborhood,neighborhood,,,,,,,,Brownsville,,,False,,False
1-facs_93_tr_1740521070,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_97_tr_1740520944,death,place,ריגע,Riga,Q1773,initial,False,Riga,ריגע,"state city of Latvia, Hanseatic city, big city, city under state jurisdiction in Latvia",settlement,,,,,Riga,,,,,,False,,False
1-facs_98_tr_1740520997,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_105_tr_1740521096,death,place,יעקאַטערינאָסלאָוו,Dnipro,Q48256,dodgy,False,Dnipro,דניפרא,"big city, centre of oblast, city of regional significance of Ukraine",settlement,,,,,Dnipro,,,,,,False,,False
1-facs_105_tr_1740521090,death,place,פאַריז,Paris,Q90,initial,False,Paris,פאריז,"commune of France, territorial collectivity of France with special status, metropolis, tourist destination, global city, megacity, largest city, college town, big city, primate city, national capital",settlement,,,,,Paris,,,,,,False,,False
1-facs_107_tr_1740521167,death,place,פֿילאָדעלפיע,Philadelphia,Q1345,initial,False,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,,,,,Philadelphia,,,,,,False,,False
1-facs_111_tr_1740520942,death,place,קאָוונע,Kaunas,Q4115712,initial,False,Kaunas,קאוונע,"city, Hanseatic city, big city",settlement,,,,,Kaunas,,,,,,False,,False
1-facs_115_r_6,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_119_tr_1740521143,death,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_120_tr_1740521118,death,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_121_r_7,death,place,יאָסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_123_tr_1740520962,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_123_tr_1740520960,death,place,בוענאָס איירעס,Buenos Aires,Q1486,initial,False,Buenos Aires,בוענאס איירעס,"city of Argentina, electoral unit, federal district, first-level administrative division, autonomous city, million city, administrative territorial entity, national capital, federal capital, primate city, largest city",settlement,,,,,Buenos Aires,,,,,,False,,False
1-facs_126_tr_1740521016,death,place,לעמבערג,Lviv,Q36036,initial,False,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,,,,,Lviv,,,,,,False,,False
1-facs_127_tr_1740521137,death,place,בראָד,Brody,Q465104,initial,False,Brody,בראָד,city in Ukraine,settlement,,,,,Brody,,,,,,False,,False
1-facs_127_tr_1740521131,death,place,א קליינער שטאָט ביי בוקאַרעסט,Bucharest,Q19660,dodgy,False,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,,,,,Bucharest,,,,,,False,,False
1-facs_130_tr_1740521102,death,place,ווין,Vienna,Q1741,initial,False,Vienna,וויען,"federal capital, statutory city of Austria, federal state of Austria, metropolis, enclave, city-state, municipality of Austria, largest city, district of Austria, place with town rights and privileges",neighborhood,,,,,,,,Vienna,,,False,,False
1-facs_130_tr_1740521104,death,place,בראָדי,Brody,Q465104,initial,False,Brody,בראָד,city in Ukraine,settlement,,,,,Brody,,,,,,False,,False
1-facs_131_tr_1740521175,death,place,בוקאַרעסט,Bucharest,Q19660,initial,False,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,,,,,Bucharest,,,,,,False,,False
1-facs_131_tr_1740521165,death,place,בראָד,Brody,Q465104,initial,False,Brody,בראָד,city in Ukraine,settlement,,,,,Brody,,,,,,False,,False
1-facs_131_tr_1740521160,death,place,בודאָפּעסט,Budapest,Q1781,initial,False,Budapest,בודאפעשט,"town in Hungary, enclave, largest city, national capital",settlement,,,,,Budapest,,,,,,False,,False
1-facs_131_tr_1740521178,death,place,פּיטסבורג,Pittsburgh,Q1342,dodgy,False,Pittsburgh,פיטסבורג,"city of Pennsylvania, county seat, big city, home rule municipality of Pennsylvania",settlement,,,,,Pittsburgh,,,,,,False,,False
1-facs_133_tr_1740521134,death,place,קראָקע,Kraków,Q31487,initial,False,Kraków,קראקע,"city with powiat rights in Poland, big city, Hanseatic city, tourist destination, former national capital, city or town, place with town rights and privileges",settlement,,,,,Kraków,,,,,,False,,False
1-facs_133_tr_1740521135,death,place,וויז,Visé,Q1741,kimatch_review_2026-05-23,False,Visé,,"municipality of Belgium, Belgian municipality with the title of city, border city",settlement,,,,,Visé,,,,,,False,True,False
1-facs_134_tr_1740520965,death,place,בוקאַרעסט,Bucharest,Q19660,initial,False,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,,,,,Bucharest,,,,,,False,,False
1-facs_134_tr_1740520951,death,place,בוקאַרעסט,Bucharest,Q19660,initial,False,Bucharest,בוקארעשט,"municipality of Romania, first-level administrative division, big city, college town, largest city",settlement,,,,,Bucharest,,,,,,False,,False
1-facs_135_tr_1740521015,death,place,ניו יאַרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_136_tr_1740521121,death,place,סאַראָקע,Soroca,Q853785,initial,False,Soroca,,"city, municipality of Moldova",settlement,,,,,Soroca,,,,,,False,,False
1-facs_138_tr_1740521003,death,place,באָך קריניצאָ,Krynica-Zdrój,Q259497,dodgy,False,Krynica-Zdrój,,"city, human settlement, spa town",settlement,,,,,Krynica-Zdrój,,,,,,False,,False
1-facs_142_tr_1740521045,death,place,לאָנדאָן,London,Q84,initial,False,London,לאנדאן,"metropolis, financial center, city, global city, megacity, largest city, national capital",settlement,,,,,London,,,,,,False,,False
1-facs_142_tr_1740521055,death,place,ביאַליסטאָק,Białystok,Q761,initial,False,Białystok,ביאליסטאק,"city with powiat rights in Poland, city, big city, tourist destination, private town",settlement,,,,,Białystok,,,,,,False,,False
1-facs_147_tr_1740521016,death,place,ניו יאַרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
