UID	HebName	EngClean	orig_status	orig_grade	engine_pick_id	resolved_kima_id	resolved_rom	dist_km	method	verdict	Latitude	Longitude	Sourcing	KaganID	JGenID	USBGN	YS_id	candidates
DE-00965		Dorstfeld	no_match	C_review					none	NO_CANDIDATE	51.5166666666667	7.41666666666667	JGen		5885	-1761113		
DE-00966		Dromersheim	fuzzy	C_review		11348	Heimersheim (Alzey, Germany)		coord_rearbitrated	NO_COORD	49.9166666666667	7.96666666666666	JGen		5893	-1761757		11348
DE-00967		Drove	fuzzy	C_review		22189	Darów (Poland)	5114.8	coord_rearbitrated	REJECT	50.7333333333333	6.51666666666667	JGen		5895	-1761805		7000|22189
DE-00968		Duderstadt	name_exact	A_autolink	10994	10994	Duderstadt (Germany)	0.7	exact_geoverified	KEEP	51.5166666666667	10.2666666666667	JGen		5900	-1761914		10994
DE-00969		Düdelsheim	name_exact	A_autolink	17017	17017	Düdelsheim (Büdingen, Hesse, Germany)	0.9	exact_geoverified	KEEP	50.3	9.03333333333333	JGen		5901	-1761897		17017
DE-00970		Dülken	name_exact	A_autolink	17329	17329	Dülken (Viersen, Germany)	1.1	exact_geoverified	KEEP	51.25	6.35	JGen		5902	-1761970		17329
DE-00971		Dülmen	name_exact	A_autolink	16887	16887	Dülmen (Germany)	1.5	exact_geoverified	KEEP	51.8333333333333	7.3	JGen		5903	-1761980		16887
DE-00972		Durlach	name_exact	A_autolink	18514	18514	Durlach (Karlsruhe, Germany)	1.2	exact_geoverified	KEEP	49.0	8.48333333333333	JGen		5911	-1762173		18514
DE-00973	עגענהויזען	Egenhausen	fuzzy	C_review		22379	Ovenhausen (Germany)	201.9	coord_rearbitrated	REVIEW	50.0333333333333	10.1	Prenum 2317		5914	-1763433		79151|22379
DE-00974		Einartshausen	no_match	C_review					none	NO_CANDIDATE	50.5	9.06666666666667	JGen		5916	-1764842		
DE-00975		Einbeck	name_exact	A_autolink	9551	9551	Einbeck (Germany)	0.0	exact_geoverified	KEEP	51.8166666666667	9.86666666666667	JGen		5917	-1764848		9551
DE-00976		Eiterfeld	name_exact	A_autolink	26633	26633	Eiterfeld (Germany)	0.0	exact_geoverified	KEEP	50.7666666666667	9.8	JGen		5918	-1765285		26633
DE-00977		Eldagsen	name_exact	A_autolink	20675	20675	Eldagsen (Springe, Germany)	0.7	exact_geoverified	KEEP	52.1666666666667	9.65	JGen		5919	-1765437		20675
DE-00978		Ellar	fuzzy	C_review		11830	Allier (France : Dept.)	590.4	coord_rearbitrated	REJECT	50.5166666666667	8.1	JGen		5920	-1765548		3917|18581|15258|11830|70907
DE-00979	עלוואנגען	Ellwangen	name_exact	A_autolink	14035	14035	Ellwangen (Germany)	0.7	exact_geoverified	KEEP	48.9666666666667	10.1333333333333	Prenum 1594		5921	-1765770		14035
DE-00980	עלמסהארן	Elmshorn	name_exact	A_autolink	13285	13285	Elmshorn (Germany)	0.6	exact_geoverified	KEEP	53.75	9.65	Kagan	6171	5922	-1765838		13285
DE-00981		Elsdorf	fuzzy	C_review		26371	Alsdorf (North Rhine-Westphalia, Germany)	29.2	coord_rearbitrated	KEEP	50.9333333333333	6.56666666666667	JGen		5924	-1765881		26371|75732|20705
DE-00982		Eltville	fuzzy	C_review		4314	Olt River Valley (Romania)		coord_rearbitrated	NO_COORD	50.0333333333333	8.11666666666667	JGen		5925	-1766014		4314
DE-00983		Embken	no_match	C_review					none	NO_CANDIDATE	50.6833333333333	6.56666666666667	JGen		5926	-1766056		
DE-00984		Eppertshausen	no_match	C_review					none	NO_CANDIDATE	49.95	8.85	JGen		5936	-1766827		
DE-00985		Erbes-Büdesheim	name_exact	A_autolink	20222	20222	Erbes-Büdesheim (Germany)	0.5	exact_geoverified	KEEP	49.75	8.03333333333333	JGen		5937	-1766895		20222
DE-00986		Erkelenz	name_exact	A_autolink	15212	15212	Erkelenz (Germany)	0.4	exact_geoverified	KEEP	51.0833333333333	6.31666666666667	JGen		5940	-1767045		15212
DE-00987	ערלענבאך	Erlenbach	name_exact	A_autolink	17757	17757	Erlenbach (Switzerland)	208.8	exact_geoverified	KEEP	49.1166666666666	7.86666666666667	Kagan	6227	5941	-1767159		17757
DE-00988		Erwitte	fuzzy	C_review		77866	Erwitte (Germany)	0.0	coord_rearbitrated	KEEP	51.6166666666666	8.35	JGen		5943	-1767420		77866
DE-00989		Eschau	fuzzy	C_review		13551	Ischia (Italy)	1072.6	coord_rearbitrated	REJECT	49.8166666666667	9.25	JGen		5944	-1767502		20708|13551|22383
DE-00990		Esens	name_exact	A_autolink	13439	13439	Esens (Germany)	0.8	exact_geoverified	KEEP	53.65	7.6	JGen		5945	-1767756		13439
DE-00991	שטעעלע	Steele	name_exact	A_autolink	17198	17198	Steele (Essen, Germany)	0.5	exact_geoverified	KEEP	51.45	7.08333333333333	JGen		5946	-1867829		17198
DE-00992	עזטענפעלד	Estenfeld	name_exact	A_autolink	21343	21343	Estenfeld (Germany)	0.9	exact_geoverified	KEEP	49.8333333333333	10.0166666666667	Prenum 2410		5947	-1767929		21343
DE-00993		Euerbach	fuzzy	C_review		82200	Auerbach (Bensheim, Germany)	115.8	coord_rearbitrated	REVIEW	50.0666666666667	10.1333333333333	JGen		5948	-1768148		82200|81121|74497
DE-00994		Euskirchen	name_exact	B_review	10763	10763	Euskirchen (Germany)	0.7	exact_geoverified	KEEP	50.6666666666667	6.78333333333333	JGen		5949	-1768272		10763|18841
DE-00995		Falkenberg	name_exact	A_autolink	21315	21315	Falkenberg (Germany)	259.7	exact_geoverified	KEEP	51.0666666666667	9.38333333333333	JGen		5952	-1768660		21315
DE-00996		Fechenbach	no_match	C_review					none	NO_CANDIDATE	49.7666666666667	9.35	JGen		5957	-1769025		
DE-00997		Flacht	no_match	C_review					none	NO_CANDIDATE	50.35	8.05	JGen		5962	-1770259		
DE-00998		Flamersheim	fuzzy	C_review		19354	Framersheim (Germany)	134.2	coord_rearbitrated	REVIEW	50.6166666666666	6.85	JGen		5963	-1770288		19354|11348
DE-00999		Forst	fuzzy	C_review		80640	Forst (Brandenburg, Germany)	1.7	coord_rearbitrated	KEEP	51.7333333333333	14.6333333333333	JGen		5968	-1770848		80640|1122|2472|72479|81368
DE-01000		Framersheim	name_exact	A_autolink	19354	19354	Framersheim (Germany)	1.0	exact_geoverified	KEEP	49.75	8.16666666666667	JGen		5969	-1771013		19354
DE-01001		Frankenau	no_match	C_review					none	NO_CANDIDATE	51.1	8.93333333333333	JGen		5970	-1771030		
DE-01002	פראנקענווינהיים	Frankenwinheim	no_match	C_review					none	NO_CANDIDATE	49.8833333333333	10.3166666666667	Kagan	6923	5973	-1771139		
DE-01003		Frankershausen	fuzzy	C_review		81467	Frankershausen (Berkatal, Germany)	0.5	coord_rearbitrated	KEEP	51.2333333333333	9.91666666666667	JGen		5974	-1771142		81467
DE-01004		Freiberg	name_exact	A_autolink	8416	8416	Freiberg (Germany)	1.8	exact_geoverified	KEEP	50.9166666666667	13.3666666666667	JGen		5978	-1771490		8416
DE-01005		Bad Freienwalde	fuzzy	C_review		82168	Bad Freienwalde (Germany)		coord_rearbitrated	NO_COORD	52.7833333333333	14.0333333333333	JGen		5980	-1743129		82168
DE-01006		Freistett	fuzzy	C_review		18232	Free State (South Africa)	8821.0	coord_rearbitrated	REJECT	48.6666666666667	7.95	JGen		5981	-1771656		18232
DE-01007		Freudenberg	name_exact	A_autolink	18911	18911	Freudenberg (North Rhine-Westphalia, Germany)	164.3	exact_geoverified	KEEP	49.75	9.33333333333333	JGen		5982	-1771767		18911
DE-01008		Freudenburg	fuzzy	C_review		18911	Freudenberg (North Rhine-Westphalia, Germany)	177.6	coord_rearbitrated	REVIEW	49.55	6.53333333333333	JGen		5983	-1771773		18911|73483|13427|16435|9332
DE-01009	פריידנטאל	Freudental	name_exact	A_autolink	19662	19662	Freudental (Ludwigsburg, Germany)	1.0	exact_geoverified	KEEP	49.0166666666667	9.06666666666667	Kagan	6943	5984	-1771795		19662
DE-01009	פריידענטהאל	Freudental	name_exact	A_autolink	19662	19662	Freudental (Ludwigsburg, Germany)	1.0	exact_geoverified	KEEP	49.0166666666667	9.06666666666667	Prenum 2317	6943	5984	-1771795		19662
DE-01010		Frickhofen	no_match	C_review					none	NO_CANDIDATE	50.5	8.01666666666667	JGen		5986	-1771856		
DE-01011	פרידריכשטאט	Friedrichstadt	name_exact	A_autolink	16619	16619	Friedrichstadt (Schleswig-Holstein, Germany)	1.0	exact_geoverified	KEEP	54.3666666666666	9.08333333333333	Kagan	6938	5989	-1772207		16619
DE-01012		Friesheim	fuzzy	C_review		17867	Griesheim (Hesse, Germany)	160.9	coord_rearbitrated	REVIEW	50.75	6.76666666666667	JGen		5990	-1772317		17867|21457|82816
DE-01013		Fürfeld	fuzzy	C_review		70612	Fairfield (Me.)	5619.3	coord_rearbitrated	REJECT	49.7833333333333	7.9	JGen		5991	-1772982		80464|11331|70612|70639
DE-01014		Fürstenau	name_exact	A_autolink	22192	22192	Fürstenau (Germany)	2.7	exact_geoverified	KEEP	52.5166666666667	7.71666666666666	JGen		5992	-1773030		22192
DE-01015		Fürstenau	name_exact	A_autolink	22192	22192	Fürstenau (Germany)	135.2	exact_geoverified	KEEP	51.8333333333333	9.31666666666667	JGen		5993	-1773028		22192
DE-01016		Fürstenwalde	no_match	C_review					none	NO_CANDIDATE	52.3666666666666	14.0666666666666	JGen		5994	-1773100		
DE-01017		Frimmersdorf	no_match	C_review					none	NO_CANDIDATE	51.05	6.58333333333333	JGen		6000	-1772336		
DE-01018		Gangelt	fuzzy	C_review		19271	El Angel (Ecuador)	9529.9	coord_rearbitrated	REJECT	50.9833333333333	6.0	JGen		6004	-1773968		19271
DE-01019		Gardelegen	name_exact	A_autolink	17200	17200	Gardelegen (Germany)	1.9	exact_geoverified	KEEP	52.5333333333333	11.3666666666667	JGen		6005	-1774110		17200
DE-01020	גארץ	Gartz	fuzzy	C_review		7900	Graz (Austria)	685.6	coord_rearbitrated	REJECT	53.2	14.3833333333333	Kagan	1624	6006	-1774259		6926|74161|7900|4036
DE-01021		Garzweiler	fuzzy	C_review		23943	Lörzweiler (Germany)	181.7	coord_rearbitrated	REVIEW	51.0666666666667	6.5	JGen		6007	-1774280		23943
DE-01022	גויאלסגעסהיים	Gau-Algesheim	name_exact	A_autolink	15763	15763	Gau-Algesheim (Germany)	2.2	exact_geoverified	KEEP	49.9666666666667	8.03333333333333	Kagan	1642	6008	-1774383		15763
DE-01023		Gau-Odernheim	name_exact	A_autolink	27132	27132	Gau-Odernheim (Germany)	0.4	exact_geoverified	KEEP	49.7833333333333	8.2	JGen		6009	-1774448		27132
DE-01024		Geinsheim	fuzzy	C_review		12984	Sinsheim (Germany)	46.3	coord_rearbitrated	KEEP	49.3	8.25	JGen		6012	-1774875		12984
DE-01025		Geisig	no_match	C_review					none	NO_CANDIDATE	50.25	7.8	JGen		6013	-1775010		
DE-01026		Geistingen	name_exact	A_autolink	19259	19259	Geistingen (Germany)	0.6	exact_geoverified	KEEP	50.7666666666667	7.26666666666667	JGen		6014	19209		19259
DE-01027		Gemen	name_exact	A_autolink	9842	9842	Gemen (Germany)	32.4	exact_geoverified	KEEP	51.85	6.86666666666667	JGen		6017	-1775295		9842
DE-01028	געמינד	Gemünd	fuzzy	C_review		6031	Gemunden (Hunsruck, Germany)	102.1	coord_rearbitrated	REVIEW	50.5666666666667	6.5	Kagan	1740	6018	-1775314		11436|17968|6031|17466
DE-01029		Gemünden an der Wohra	no_match	C_review					none	NO_CANDIDATE	50.9666666666667	8.96666666666667	JGen		6019	-1775322		
DE-01030		Gemünden	name_exact	A_autolink	6031	6031	Gemunden (Hunsruck, Germany)	1.0	exact_geoverified	KEEP	49.9	7.46666666666666	JGen		6020	-1775317		6031
DE-01031		Gengenbach	fuzzy	C_review		87987	Gengenbach (Germany)	11.2	coord_rearbitrated	KEEP	48.4	8.16666666666667	JGen		6021	-1775342		87987|23442
DE-01032		Genthin	name_exact	A_autolink	6110	6110	Genthin (Germany)	0.0	exact_geoverified	KEEP	52.4	12.1666666666666	JGen		6022	-1775388		6110
DE-01033		Georgensgmünd	name_exact	A_autolink	16384	16384	Georgensgmünd (Germany)	1.2	exact_geoverified	KEEP	49.1833333333333	11.0166666666666	JGen		6023	-1775431		16384
DE-01034		Gera	name_exact	A_autolink	13604	13604	Gera (Germany)	1.3	exact_geoverified	KEEP	50.8666666666666	12.0833333333333	JGen		6024	-1775466		13604
DE-01035		Gernsheim	name_exact	A_autolink	10363	10363	Gernsheim (Germany)	2.0	exact_geoverified	KEEP	49.7666666666667	8.5	JGen		6028	-1775706		10363
DE-01036		Geroldshausen	name_exact	A_autolink	20973	20973	Geroldshausen (Würzburg, Germany)	0.0	exact_geoverified	KEEP	49.6833333333333	9.9	JGen		6029	-1775723		20973
DE-01037		Gerolstein	name_exact	A_autolink	15474	15474	Gerolstein (Germany)	0.9	exact_geoverified	KEEP	50.2166666666667	6.66666666666667	JGen		6030	-1775737		15474
DE-01038		Gerresheim	name_exact	A_autolink	18990	18990	Gerresheim (Düsseldorf, Germany)		exact_geoverified	NO_COORD	51.2333333333333	6.86666666666667	JGen		6031	-1775742		18990
DE-01039		Griesheim	name_exact	A_autolink	17867	17867	Griesheim (Hesse, Germany)	2.4	exact_geoverified	KEEP	49.8666666666666	8.58333333333333	JGen		6032	-1779298		17867
DE-01040		Giebelstadt	name_exact	A_autolink	21637	21637	Giebelstadt (Germany)	0.0	exact_geoverified	KEEP	49.65	9.95	JGen		6034	-1776048		21637
DE-01041	גילזערנבערג	Gilserberg	no_match	C_review					none	NO_CANDIDATE	50.95	9.06666666666667	Prenum 1244		6035	-1776311		
DE-01042		Gimbsheim	no_match	C_review					none	NO_CANDIDATE	49.7833333333333	8.38333333333333	JGen		6036	-1776323		
DE-01043		Gindorf	no_match	C_review					none	NO_CANDIDATE	50.0166666666667	6.65	JGen		6037	-1776350		
DE-01044		Gladbeck	name_exact	A_autolink	13398	13398	Gladbeck (Germany)	0.5	exact_geoverified	KEEP	51.5666666666667	6.98333333333333	JGen		6038	-1776464		13398
DE-01045		Glauburg	fuzzy	C_review		16521	Gulbarga (India)	6967.6	coord_rearbitrated	REJECT	50.3166666666667	9.0	JGen		6039	-1776677		16521
DE-01046		Glehn	name_exact	A_autolink	19461	19461	Glehn (Neuss, Germany)		exact_geoverified	NO_COORD	51.1666666666667	6.58333333333333	JGen		6040	-1776697		19461
DE-01047		Gnodstadt	no_match	C_review					none	NO_CANDIDATE	49.6333333333333	10.1166666666667	JGen		6045	-1777044		
DE-01048	גאכסהיים	Gochsheim	name_exact	A_autolink	17865	17865	Gochsheim (Bavaria, Germany)	0.0	exact_geoverified	KEEP	50.0166666666667	10.2833333333333	Prenum 2317		6046	-1777082		17865
DE-01049		Goddelau	name_exact	A_autolink	19766	19766	Goddelau (Germany)	0.3	exact_geoverified	KEEP	49.8333333333333	8.5	JGen		6047	-1777097		19766
DE-01050		Göcklingen	no_match	C_review					none	NO_CANDIDATE	49.1666666666667	8.03333333333333	JGen		6049	-1777092		
DE-01051	גאשלר	Goslar	name_exact	A_autolink	8501	8501	Goslar (Germany)	0.7	exact_geoverified	KEEP	51.9	10.4333333333333	Resp Givat Pinhas		6053	-1777863		8501
DE-01052		Gräfenhausen	fuzzy	C_review		19120	Kappel-Grafenhausen (Germany)	192.9	coord_rearbitrated	REVIEW	49.9333333333333	8.6	JGen		6058	-1778391		19120
DE-01053	גרעבנשטיין	Grebenstein	fuzzy	C_review		84983	Grebenstein (Germany)	0.0	coord_rearbitrated	KEEP	51.45	9.41666666666667	Kagan	1831	6059	-1778857		84983|88337
DE-01053	גרעבענשטיין	Grebenstein	fuzzy	C_review		84983	Grebenstein (Germany)	0.0	coord_rearbitrated	KEEP	51.45	9.41666666666667	Prenum 1244	1831	6059	-1778857		84983|88337
DE-01054		Höhr-Grenzhausen	name_exact	A_autolink	6451	6451	Höhr-Grenzhausen (Germany)	0.4	exact_geoverified	KEEP	50.4333333333333	7.66666666666667	JGen		6062	-1795940		6451
DE-01055		Grevenbroich	no_match	C_review					none	NO_CANDIDATE	51.0833333333333	6.58333333333333	JGen		6064	-1779169		
DE-01056		Griedel	fuzzy	C_review		19311	Gradoli (Italy)	898.9	coord_rearbitrated	REJECT	50.4333333333333	8.7	JGen		6065	-1779223		19311|77464
DE-01057		Gronau	fuzzy	C_review		76658	Gronau (North Rhine-Westphalia, Germany)	1.5	coord_rearbitrated	KEEP	52.2	7.03333333333333	JGen		6069	-1779574		76658|16641|8720|6162|8739
DE-01058		Großenlinden	no_match	C_review					none	NO_CANDIDATE	50.5333333333333	8.65	JGen		6070	-1780106		
DE-01059		Grünsfeld	name_exact	A_autolink	13347	13347	Grünsfeld (Germany)	0.8	exact_geoverified	KEEP	49.6166666666666	9.75	JGen		6073	-1782619		13347
DE-01060		Gürzenich	fuzzy	C_review		12045	Bad Kreuznach (Germany)	144.8	coord_rearbitrated	REVIEW	50.7833333333333	6.45	JGen		6075	-1783239		12045
DE-01061	גיטערסלא	Gütersloh	name_exact	A_autolink	10960	10960	Gütersloh (Germany)	0.0	exact_geoverified	KEEP	51.9	8.38333333333333	Kagan	1667	6077	-1783359		10960
DE-01062		Gummersbach	fuzzy	C_review		70656	Gummersbach (Germany)	1.2	coord_rearbitrated	KEEP	51.0333333333333	7.55	JGen		6079	-1782964		70656
DE-01063		Habitzheim	no_match	C_review					none	NO_CANDIDATE	49.85	8.88333333333333	JGen		6093	-1783765		
DE-01064		Hahnheim	name_exact	A_autolink	17482	17482	Hahnheim (Germany)	0.7	exact_geoverified	KEEP	49.8666666666666	8.23333333333333	JGen		6096	-1784533		17482
DE-01065		Haiger	name_exact	A_autolink	6945	6945	Haiger (Germany)	1.2	exact_geoverified	KEEP	50.75	8.21666666666667	JGen		6098	-1784765		6945
DE-01066		Hain-Gründau	no_match	C_review					none	NO_CANDIDATE	50.25	9.15	JGen		6099	-1784904		
DE-01067	היינזפורט	Hainsfarth	name_exact	A_autolink	19569	19569	Hainsfarth (Germany)	0.0	exact_geoverified	KEEP	48.9666666666667	10.6166666666667	Prenum 2410	2436	6100	-1784961		19569
DE-01067	היינספארט	Hainsfarth	name_exact	A_autolink	19569	19569	Hainsfarth (Germany)	0.0	exact_geoverified	KEEP	48.9666666666667	10.6166666666667	Kagan	2436	6100	-1784961		19569
DE-01067	היינספורט	Hainsfarth	name_exact	A_autolink	19569	19569	Hainsfarth (Germany)	0.0	exact_geoverified	KEEP	48.9666666666667	10.6166666666667	Added to Kagan	2436	6100	-1784961		19569
DE-01068		Hallenberg	name_exact	A_autolink	14679	14679	Hallenberg (Germany)	1.0	exact_geoverified	KEEP	51.1166666666666	8.63333333333333	JGen		6103	-1785217		14679
DE-01069		Haltern	name_exact	A_autolink	11917	11917	Haltern in Westfalen (Germany)	1.9	exact_geoverified	KEEP	51.7333333333333	7.18333333333333	JGen		6105	-1785337		11917
DE-01070		Hamborn	name_exact	A_autolink	11358	11358	Hamborn (Duisburg, Germany)	1.8	exact_geoverified	KEEP	51.4833333333333	6.76666666666667	JGen		6106	-1785418		11358
DE-01071		Weiler	no_match	C_review					none	NO_CANDIDATE	49.2166666666667	8.88333333333333	JGen		6110	-1884476		
DE-01072	רארבאך	Rohrbach	fuzzy	C_review		74314	Erbach im Odenwald (Germany)	37.1	coord_rearbitrated	KEEP	49.3833333333333	8.7	Kagan	8116	6111	-1851259		74314|12382
DE-01073	האנאווער מינדן	Hannoversch Münden	name_exact	A_autolink	14882	14882	Münden (Lower Saxony, Germany)	2.3	exact_geoverified	KEEP	51.4166666666667	9.68333333333333	Kagan	2322	6113	-1829250		14882
DE-01073	מינדן	Hannoversch Münden	name_exact	B_review	14882	14882	Münden (Lower Saxony, Germany)	2.3	exact_geoverified	KEEP	51.4166666666667	9.68333333333333	Kagan	4905	6113	-1829250		9333|10637|14882
DE-01074	האארבורג	Harburg	name_exact	B_review	9555	9555	Harburg (Germany : Landkreis)	15.4	exact_geoverified	KEEP	53.4666666666667	9.98333333333333	Prenum 872	2364	6114	-1786050		9555|12888
DE-01074	הארבורג	Harburg	name_exact	B_review	9555	9555	Harburg (Germany : Landkreis)	15.4	exact_geoverified	KEEP	53.4666666666667	9.98333333333333	Kagan	2364	6114	-1786050		9555|12888
DE-01075		Haren	name_exact	A_autolink	7235	7235	Haren (Groningen, Netherlands)	60.1	exact_geoverified	KEEP	52.7833333333333	7.23333333333333	JGen		6116	-1786221		7235
DE-01076		Haselünne	no_match	C_review					none	NO_CANDIDATE	52.6666666666667	7.48333333333333	JGen		6118	-1786975		
DE-01077	האספורט	Haßfurt	name_exact	A_autolink	11602	11602	Hassfurt (Germany)	0.9	exact_geoverified	KEEP	50.0333333333333	10.5	Kagan	2336	6119	-1787401		11602
DE-01078		Hattersheim	name_exact	A_autolink	12312	12312	Hattersheim (Germany)	1.5	exact_geoverified	KEEP	50.0666666666667	8.46666666666667	JGen		6120	-1787496		12312
DE-01079		Hattingen	name_exact	A_autolink	10618	10618	Hattingen (Germany)	1.3	exact_geoverified	KEEP	51.4	7.16666666666667	JGen		6121	-1787506		10618
DE-01080	הויזבערגע	Hausberge	no_match	C_review					none	NO_CANDIDATE	52.2333333333333	8.91666666666667	Kagan	2405	6122	-1787789		
DE-01081		Hebenshausen	no_match	C_review					none	NO_CANDIDATE	51.3833333333333	9.91666666666667	JGen		6123	-1788190		
DE-01082	העדדערנהיים	Heddernheim	fuzzy	C_review		324	Heddernheim (Frankfurt am Main, Germany)	0.3	coord_rearbitrated	KEEP	50.1666666666667	8.65	Prenum 1244	2470	6124	-1788334		324
DE-01082	העדערנהיים	Heddernheim	fuzzy	C_review		324	Heddernheim (Frankfurt am Main, Germany)	0.3	coord_rearbitrated	KEEP	50.1666666666667	8.65	Kagan	2470	6124	-1788334		324
DE-01082	העדרנהיים	Heddernheim	fuzzy	C_review		324	Heddernheim (Frankfurt am Main, Germany)	0.3	coord_rearbitrated	KEEP	50.1666666666667	8.65	Added to Kagan	2470	6124	-1788334		324
DE-01083		Hehlen	no_match	C_review					none	NO_CANDIDATE	51.9833333333333	9.48333333333333	JGen		6126	-1788572		
DE-01084		Heiligenstadt	fuzzy	C_review		72952	Heiligenstadt (Germany : Landkreis)	0.6	coord_rearbitrated	KEEP	49.8666666666666	11.1666666666666	JGen		6128	-1789192		88932|80854|72952|14154
DE-01085		Heilbad Heiligenstadt	fuzzy	C_review		88932	Heiligenstadt (Thuringia, Germany)	0.7	coord_rearbitrated	KEEP	51.3833333333333	10.1333333333333	JGen		6129	-1789193		88932|72952|80854
DE-01086		Heinebach	no_match	C_review					none	NO_CANDIDATE	51.05	9.66666666666667	JGen		6130	-1789410		
DE-01087	היינסבערג	Heinsberg	name_exact	A_autolink	6198	6198	Heinsberg (Heinsberg, Germany)	1.0	exact_geoverified	KEEP	51.0666666666667	6.08333333333333	Kagan	2434	6131	-1789538		6198
DE-01088		Hellstein	no_match	C_review					none	NO_CANDIDATE	50.3166666666667	9.3	JGen		6132	-1789978		
DE-01089		Hemer	name_exact	A_autolink	10143	10143	Hemer (Germany)	0.0	exact_geoverified	KEEP	51.3833333333333	7.76666666666667	JGen		6133	-1790146		10143
DE-01090		Hemmerden	no_match	C_review					none	NO_CANDIDATE	51.1166666666666	6.6	JGen		6134	-1790195		
DE-01091	העפנהיים	Heppenheim an der Wiese	no_match	C_review					none	NO_CANDIDATE	49.6	8.26666666666667	Kagan	2493	6136	-1790476		
DE-01092		Herbede	no_match	C_review					none	NO_CANDIDATE	51.4166666666667	7.26666666666667	JGen		6137	-1790497		
DE-01093		Hergershausen	no_match	C_review					none	NO_CANDIDATE	49.9333333333333	8.91666666666667	JGen		6138	-1790636		
DE-01094		Herleshausen	name_exact	A_autolink	17647	17647	Herleshausen (Germany)	1.5	exact_geoverified	KEEP	51.0166666666667	10.1666666666667	JGen		6140	-1790693		17647
DE-01095		Hermeskeil	fuzzy	C_review		73520	Hermeskeil (Germany)	0.7	coord_rearbitrated	KEEP	49.65	6.95	JGen		6141	-1790814		73520
DE-01096		Herrlingen	name_exact	A_autolink	19227	19227	Herrlingen (Blaustein, Germany)	0.5	exact_geoverified	KEEP	48.4166666666667	9.9	JGen		6144	-1791057		19227
DE-01097	הערשבערג	Herschberg	fuzzy	C_review		22705	Kirschberg (Germany)	192.4	coord_rearbitrated	REVIEW	49.3	7.55	Prenum 2410		6145	-1791149		22705
DE-01098		Hessisch Oldendorf	name_exact	A_autolink	6250	6250	Hessisch Oldendorf (Germany)	0.0	exact_geoverified	KEEP	52.1666666666667	9.25	JGen		6146	-1791454		6250
DE-01099		Heßloch	no_match	C_review					none	NO_CANDIDATE	49.7333333333333	8.25	JGen		6147	-1791469		
DE-01100		Heuchelheim	no_match	C_review					none	NO_CANDIDATE	49.15	8.05	JGen		6149	-1791674		
DE-01101		Heusenstamm	no_match	C_review					none	NO_CANDIDATE	50.0666666666667	8.8	JGen		6150	-1791756		
DE-01102		Hilbringen	no_match	C_review					none	NO_CANDIDATE	49.4333333333333	6.61666666666667	JGen		6152	-1791939		
DE-01103		Hilchenbach	fuzzy	C_review		80411	Hilchenbach (Siegen-Wittgenstein, Germany)	1.8	coord_rearbitrated	KEEP	50.9833333333333	8.1	JGen		6153	-1791940		80411
DE-01104	"ה""ה"	Hildburghausen	fuzzy	C_review		77475	Hildburghausen (Germany : Landkreis)	0.4	coord_rearbitrated	KEEP	50.4166666666667	10.75	Selihot Fuerth	2442	6154	-1791944		77475|78031|17851|16708|81057
DE-01104	הילבורגהויזן	Hildburghausen	fuzzy	C_review		77475	Hildburghausen (Germany : Landkreis)	0.4	coord_rearbitrated	KEEP	50.4166666666667	10.75	Prenum 1693	2442	6154	-1791944		77475|78031|16708|81057
DE-01104	הילדבורגהויזן	Hildburghausen	fuzzy	C_review		77475	Hildburghausen (Germany : Landkreis)	0.4	coord_rearbitrated	KEEP	50.4166666666667	10.75	Kagan	2442	6154	-1791944		77475|78031|16708|81057
DE-01104	הילדבורגהויזען	Hildburghausen	fuzzy	C_review		77475	Hildburghausen (Germany : Landkreis)	0.4	coord_rearbitrated	KEEP	50.4166666666667	10.75	Prenum 1244	2442	6154	-1791944		77475|78031|16708|81057
DE-01105		Hilden	fuzzy	C_review		88166	Hilden (Germany)	0.7	coord_rearbitrated	KEEP	51.1666666666667	6.93333333333333	JGen		6155	-1791953		88166|78469
DE-01106		Hillesheim	name_exact	A_autolink	27099	27099	Hillesheim (Germany)	1.0	exact_geoverified	KEEP	50.3	6.66666666666667	JGen		6156	-1792058		27099
DE-01107		Himbach	fuzzy	C_review		16255	Rimbach (Hesse, Germany)	73.3	coord_rearbitrated	REVIEW	50.2666666666667	9.0	JGen		6157	-1792160		14215|16255
DE-01108		Hirschhorn	name_exact	A_autolink	16574	16574	Hirschhorn (Herrschaft)	0.4	exact_geoverified	KEEP	49.45	8.9	JGen		6158	-1793126		16574
DE-01109	האכבערג	Hochberg	name_exact	A_autolink	17224	17224	Höchberg (Germany)	101.0	exact_geoverified	KEEP	48.8833333333333	9.26666666666667	Kagan	2262	6162	-1793423		17224
DE-01110		Hochheim am Main	name_exact	A_autolink	16330	16330	Hochheim am Main (Germany)	0.7	exact_geoverified	KEEP	50.0166666666667	8.35	JGen		6163	-1793576		16330
DE-01111	העכים	Höchheim	name_exact	A_autolink	16330	16330	Hochheim am Main (Germany)	154.6	exact_geoverified	REVIEW	50.3666666666666	10.45	Kagan	2482	6164	-1793571		16330
DE-01112		Höchst	name_exact	B_review	9859	9859	Höchst (Frankfurt am Main, Germany)	0.3	exact_geoverified	KEEP	50.1	8.55	JGen		6165	-1793733		9859|18619
